probe_id,probe_type,probe_version,scene_id,evidence_match_id,target_order_match_id,setting_match_id,setting_id,setting,endpoint_geometry,name_id,name,object_id,object,condition_id,evidence_type,context_structure,context_entity_order,target_order,reverses_context_entity_order,same_setting_in_both_contexts,close_requires_body_part_inference,far_requires_endpoint_inference,relation_words_explicit,distance_magnitude_explicit,target_relation_clause_repeated,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
gym__name_jesse__obj_box__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_jesse__obj_box,gym__name_jesse__obj_box__object_first,gym__name_jesse__obj_box__endpoint_placement,name_jesse__obj_box__endpoint_placement__object_first,gym,gym,ends,name_jesse,Jesse,obj_box,box,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Jesse stands at one end. The box rests at Jesse's feet.","In the gym, Jesse stands at one end. The box rests at the other end.",The box is close to Jesse.,The box is far from Jesse.,15,18,15,18,6,7,6,7
gym__name_jesse__obj_box__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_jesse__obj_box,gym__name_jesse__obj_box__person_first,gym__name_jesse__obj_box__endpoint_placement,name_jesse__obj_box__endpoint_placement__person_first,gym,gym,ends,name_jesse,Jesse,obj_box,box,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Jesse stands at one end. The box rests at Jesse's feet.","In the gym, Jesse stands at one end. The box rests at the other end.",Jesse is close to the box.,Jesse is far from the box.,15,18,15,18,6,8,6,8
gym__name_li__obj_ball__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__object_first,gym__name_li__obj_ball__direct_label,name_li__obj_ball__direct_label__object_first,gym,gym,ends,name_li,Li,obj_ball,ball,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the ball is close to Li.","In the gym, the ball is far from Li.",The ball is close to Li.,The ball is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_ball__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__person_first,gym__name_li__obj_ball__direct_label,name_li__obj_ball__direct_label__person_first,gym,gym,ends,name_li,Li,obj_ball,ball,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the ball is close to Li.","In the gym, the ball is far from Li.",Li is close to the ball.,Li is far from the ball.,9,11,9,11,6,7,6,7
gym__name_li__obj_ball__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__object_first,gym__name_li__obj_ball__distance_phrase,name_li__obj_ball__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_ball,ball,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the ball.","In the gym, a long distance separates Li and the ball.",The ball is close to Li.,The ball is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_ball__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__person_first,gym__name_li__obj_ball__distance_phrase,name_li__obj_ball__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_ball,ball,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the ball.","In the gym, a long distance separates Li and the ball.",Li is close to the ball.,Li is far from the ball.,11,13,11,13,6,7,6,7
gym__name_li__obj_ball__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__object_first,gym__name_li__obj_ball__distance_phrase_object_first,name_li__obj_ball__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_ball,ball,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the ball and Li.","In the gym, a long distance separates the ball and Li.",The ball is close to Li.,The ball is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_ball__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__person_first,gym__name_li__obj_ball__distance_phrase_object_first,name_li__obj_ball__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_ball,ball,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the ball and Li.","In the gym, a long distance separates the ball and Li.",Li is close to the ball.,Li is far from the ball.,11,13,11,13,6,7,6,7
gym__name_li__obj_ball__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__object_first,gym__name_li__obj_ball__endpoint_placement,name_li__obj_ball__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_ball,ball,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The ball rests at Li's feet.","In the gym, Li stands at one end. The ball rests at the other end.",The ball is close to Li.,The ball is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_ball__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_ball,gym__name_li__obj_ball__person_first,gym__name_li__obj_ball__endpoint_placement,name_li__obj_ball__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_ball,ball,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The ball rests at Li's feet.","In the gym, Li stands at one end. The ball rests at the other end.",Li is close to the ball.,Li is far from the ball.,15,18,15,18,6,7,6,7
gym__name_li__obj_bag__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__object_first,gym__name_li__obj_bag__direct_label,name_li__obj_bag__direct_label__object_first,gym,gym,ends,name_li,Li,obj_bag,bag,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the bag is close to Li.","In the gym, the bag is far from Li.",The bag is close to Li.,The bag is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_bag__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__person_first,gym__name_li__obj_bag__direct_label,name_li__obj_bag__direct_label__person_first,gym,gym,ends,name_li,Li,obj_bag,bag,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the bag is close to Li.","In the gym, the bag is far from Li.",Li is close to the bag.,Li is far from the bag.,9,11,9,11,6,7,6,7
gym__name_li__obj_bag__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__object_first,gym__name_li__obj_bag__distance_phrase,name_li__obj_bag__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the bag.","In the gym, a long distance separates Li and the bag.",The bag is close to Li.,The bag is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_bag__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__person_first,gym__name_li__obj_bag__distance_phrase,name_li__obj_bag__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the bag.","In the gym, a long distance separates Li and the bag.",Li is close to the bag.,Li is far from the bag.,11,13,11,13,6,7,6,7
gym__name_li__obj_bag__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__object_first,gym__name_li__obj_bag__distance_phrase_object_first,name_li__obj_bag__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the bag and Li.","In the gym, a long distance separates the bag and Li.",The bag is close to Li.,The bag is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_bag__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__person_first,gym__name_li__obj_bag__distance_phrase_object_first,name_li__obj_bag__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the bag and Li.","In the gym, a long distance separates the bag and Li.",Li is close to the bag.,Li is far from the bag.,11,13,11,13,6,7,6,7
gym__name_li__obj_bag__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__object_first,gym__name_li__obj_bag__endpoint_placement,name_li__obj_bag__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The bag rests at Li's feet.","In the gym, Li stands at one end. The bag rests at the other end.",The bag is close to Li.,The bag is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_bag__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_bag,gym__name_li__obj_bag__person_first,gym__name_li__obj_bag__endpoint_placement,name_li__obj_bag__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The bag rests at Li's feet.","In the gym, Li stands at one end. The bag rests at the other end.",Li is close to the bag.,Li is far from the bag.,15,18,15,18,6,7,6,7
gym__name_li__obj_book__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__object_first,gym__name_li__obj_book__direct_label,name_li__obj_book__direct_label__object_first,gym,gym,ends,name_li,Li,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the book is close to Li.","In the gym, the book is far from Li.",The book is close to Li.,The book is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_book__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__person_first,gym__name_li__obj_book__direct_label,name_li__obj_book__direct_label__person_first,gym,gym,ends,name_li,Li,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the book is close to Li.","In the gym, the book is far from Li.",Li is close to the book.,Li is far from the book.,9,11,9,11,6,7,6,7
gym__name_li__obj_book__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__object_first,gym__name_li__obj_book__distance_phrase,name_li__obj_book__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_book,book,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the book.","In the gym, a long distance separates Li and the book.",The book is close to Li.,The book is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_book__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__person_first,gym__name_li__obj_book__distance_phrase,name_li__obj_book__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_book,book,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the book.","In the gym, a long distance separates Li and the book.",Li is close to the book.,Li is far from the book.,11,13,11,13,6,7,6,7
gym__name_li__obj_book__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__object_first,gym__name_li__obj_book__distance_phrase_object_first,name_li__obj_book__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_book,book,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the book and Li.","In the gym, a long distance separates the book and Li.",The book is close to Li.,The book is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_book__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__person_first,gym__name_li__obj_book__distance_phrase_object_first,name_li__obj_book__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_book,book,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the book and Li.","In the gym, a long distance separates the book and Li.",Li is close to the book.,Li is far from the book.,11,13,11,13,6,7,6,7
gym__name_li__obj_book__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__object_first,gym__name_li__obj_book__endpoint_placement,name_li__obj_book__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_book,book,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The book rests at Li's feet.","In the gym, Li stands at one end. The book rests at the other end.",The book is close to Li.,The book is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_book__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_book,gym__name_li__obj_book__person_first,gym__name_li__obj_book__endpoint_placement,name_li__obj_book__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_book,book,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The book rests at Li's feet.","In the gym, Li stands at one end. The book rests at the other end.",Li is close to the book.,Li is far from the book.,15,18,15,18,6,7,6,7
gym__name_li__obj_cone__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__object_first,gym__name_li__obj_cone__direct_label,name_li__obj_cone__direct_label__object_first,gym,gym,ends,name_li,Li,obj_cone,cone,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the cone is close to Li.","In the gym, the cone is far from Li.",The cone is close to Li.,The cone is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_cone__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__person_first,gym__name_li__obj_cone__direct_label,name_li__obj_cone__direct_label__person_first,gym,gym,ends,name_li,Li,obj_cone,cone,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the cone is close to Li.","In the gym, the cone is far from Li.",Li is close to the cone.,Li is far from the cone.,9,11,9,11,6,7,6,7
gym__name_li__obj_cone__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__object_first,gym__name_li__obj_cone__distance_phrase,name_li__obj_cone__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_cone,cone,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the cone.","In the gym, a long distance separates Li and the cone.",The cone is close to Li.,The cone is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_cone__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__person_first,gym__name_li__obj_cone__distance_phrase,name_li__obj_cone__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_cone,cone,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the cone.","In the gym, a long distance separates Li and the cone.",Li is close to the cone.,Li is far from the cone.,11,13,11,13,6,7,6,7
gym__name_li__obj_cone__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__object_first,gym__name_li__obj_cone__distance_phrase_object_first,name_li__obj_cone__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_cone,cone,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the cone and Li.","In the gym, a long distance separates the cone and Li.",The cone is close to Li.,The cone is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_cone__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__person_first,gym__name_li__obj_cone__distance_phrase_object_first,name_li__obj_cone__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_cone,cone,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the cone and Li.","In the gym, a long distance separates the cone and Li.",Li is close to the cone.,Li is far from the cone.,11,13,11,13,6,7,6,7
gym__name_li__obj_cone__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__object_first,gym__name_li__obj_cone__endpoint_placement,name_li__obj_cone__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_cone,cone,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The cone rests at Li's feet.","In the gym, Li stands at one end. The cone rests at the other end.",The cone is close to Li.,The cone is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_cone__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cone,gym__name_li__obj_cone__person_first,gym__name_li__obj_cone__endpoint_placement,name_li__obj_cone__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_cone,cone,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The cone rests at Li's feet.","In the gym, Li stands at one end. The cone rests at the other end.",Li is close to the cone.,Li is far from the cone.,15,18,15,18,6,7,6,7
gym__name_li__obj_helmet__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__object_first,gym__name_li__obj_helmet__direct_label,name_li__obj_helmet__direct_label__object_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the helmet is close to Li.","In the gym, the helmet is far from Li.",The helmet is close to Li.,The helmet is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_helmet__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__person_first,gym__name_li__obj_helmet__direct_label,name_li__obj_helmet__direct_label__person_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the helmet is close to Li.","In the gym, the helmet is far from Li.",Li is close to the helmet.,Li is far from the helmet.,9,11,9,11,6,7,6,7
gym__name_li__obj_helmet__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__object_first,gym__name_li__obj_helmet__distance_phrase,name_li__obj_helmet__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the helmet.","In the gym, a long distance separates Li and the helmet.",The helmet is close to Li.,The helmet is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_helmet__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__person_first,gym__name_li__obj_helmet__distance_phrase,name_li__obj_helmet__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the helmet.","In the gym, a long distance separates Li and the helmet.",Li is close to the helmet.,Li is far from the helmet.,11,13,11,13,6,7,6,7
gym__name_li__obj_helmet__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__object_first,gym__name_li__obj_helmet__distance_phrase_object_first,name_li__obj_helmet__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the helmet and Li.","In the gym, a long distance separates the helmet and Li.",The helmet is close to Li.,The helmet is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_helmet__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__person_first,gym__name_li__obj_helmet__distance_phrase_object_first,name_li__obj_helmet__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the helmet and Li.","In the gym, a long distance separates the helmet and Li.",Li is close to the helmet.,Li is far from the helmet.,11,13,11,13,6,7,6,7
gym__name_li__obj_helmet__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__object_first,gym__name_li__obj_helmet__endpoint_placement,name_li__obj_helmet__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The helmet rests at Li's feet.","In the gym, Li stands at one end. The helmet rests at the other end.",The helmet is close to Li.,The helmet is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_helmet__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_helmet,gym__name_li__obj_helmet__person_first,gym__name_li__obj_helmet__endpoint_placement,name_li__obj_helmet__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The helmet rests at Li's feet.","In the gym, Li stands at one end. The helmet rests at the other end.",Li is close to the helmet.,Li is far from the helmet.,15,18,15,18,6,7,6,7
gym__name_li__obj_cup__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__object_first,gym__name_li__obj_cup__direct_label,name_li__obj_cup__direct_label__object_first,gym,gym,ends,name_li,Li,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the cup is close to Li.","In the gym, the cup is far from Li.",The cup is close to Li.,The cup is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_cup__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__person_first,gym__name_li__obj_cup__direct_label,name_li__obj_cup__direct_label__person_first,gym,gym,ends,name_li,Li,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the cup is close to Li.","In the gym, the cup is far from Li.",Li is close to the cup.,Li is far from the cup.,9,11,9,11,6,7,6,7
gym__name_li__obj_cup__distance_phrase__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__object_first,gym__name_li__obj_cup__distance_phrase,name_li__obj_cup__distance_phrase__object_first,gym,gym,ends,name_li,Li,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the gym, a short distance separates Li and the cup.","In the gym, a long distance separates Li and the cup.",The cup is close to Li.,The cup is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_cup__distance_phrase__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__person_first,gym__name_li__obj_cup__distance_phrase,name_li__obj_cup__distance_phrase__person_first,gym,gym,ends,name_li,Li,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the gym, a short distance separates Li and the cup.","In the gym, a long distance separates Li and the cup.",Li is close to the cup.,Li is far from the cup.,11,13,11,13,6,7,6,7
gym__name_li__obj_cup__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__object_first,gym__name_li__obj_cup__distance_phrase_object_first,name_li__obj_cup__distance_phrase_object_first__object_first,gym,gym,ends,name_li,Li,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the gym, a short distance separates the cup and Li.","In the gym, a long distance separates the cup and Li.",The cup is close to Li.,The cup is far from Li.,11,13,11,13,6,7,6,7
gym__name_li__obj_cup__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__person_first,gym__name_li__obj_cup__distance_phrase_object_first,name_li__obj_cup__distance_phrase_object_first__person_first,gym,gym,ends,name_li,Li,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the gym, a short distance separates the cup and Li.","In the gym, a long distance separates the cup and Li.",Li is close to the cup.,Li is far from the cup.,11,13,11,13,6,7,6,7
gym__name_li__obj_cup__endpoint_placement__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__object_first,gym__name_li__obj_cup__endpoint_placement,name_li__obj_cup__endpoint_placement__object_first,gym,gym,ends,name_li,Li,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the gym, Li stands at one end. The cup rests at Li's feet.","In the gym, Li stands at one end. The cup rests at the other end.",The cup is close to Li.,The cup is far from Li.,15,18,15,18,6,7,6,7
gym__name_li__obj_cup__endpoint_placement__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_cup,gym__name_li__obj_cup__person_first,gym__name_li__obj_cup__endpoint_placement,name_li__obj_cup__endpoint_placement__person_first,gym,gym,ends,name_li,Li,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the gym, Li stands at one end. The cup rests at Li's feet.","In the gym, Li stands at one end. The cup rests at the other end.",Li is close to the cup.,Li is far from the cup.,15,18,15,18,6,7,6,7
gym__name_li__obj_key__direct_label__object_first,close_far_matched_scenes,1.1,gym__name_li__obj_key,gym__name_li__obj_key__object_first,gym__name_li__obj_key__direct_label,name_li__obj_key__direct_label__object_first,gym,gym,ends,name_li,Li,obj_key,key,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the gym, the key is close to Li.","In the gym, the key is far from Li.",The key is close to Li.,The key is far from Li.,9,11,9,11,6,7,6,7
gym__name_li__obj_key__direct_label__person_first,close_far_matched_scenes,1.1,gym__name_li__obj_key,gym__name_li__obj_key__person_first,gym__name_li__obj_key__direct_label,name_li__obj_key__direct_label__person_first,gym,gym,ends,name_li,Li,obj_key,key,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the gym, the key is close to Li.","In the gym, the key is far from Li.",Li is close to the key.,Li is far from the key.,9,11,9,11,6,7,6,7
