probe_id,probe_version,probe_family,event_family,event_subtype,case_id,object_pair_id,target_object,reference_object,reference_frame,evidence_type,displayed_slot_labels_left_to_right,length_band,context_entity_order,last_mentioned_entity,target_entity_order,correct_target_for_context1,correct_target_for_context2,Target1,target1_relation_word,context1_target_relation,Context1,target_motion_left,target_start_left,target_start_label_left,target_end_left,target_end_label_left,reference_motion_left,reference_start_left,reference_start_label_left,reference_end_left,reference_end_label_left,initial_relation_left,final_relation_left,order_reversed_left,Target2,target2_relation_word,context2_target_relation,Context2,target_motion_right,target_start_right,target_start_label_right,target_end_right,target_end_label_right,reference_motion_right,reference_start_right,reference_start_label_right,reference_end_right,reference_end_label_right,initial_relation_right,final_relation_right,order_reversed_right,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count
target_cross_full__toy_key__lettered_positions__compact__target_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The toy icon moves from E to A. The key icon stays at C.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The toy icon moves from A to E. The key icon stays at C.",right,1,A,5,E,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_full__toy_key__lettered_positions__compact__reference_first__target_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,reference_first,target,target_first,Target1,Target2,The toy icon is to the left of the key icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The key icon stays at C. The toy icon moves from E to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The toy icon is to the right of the key icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The key icon stays at C. The toy icon moves from A to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_full__toy_key__lettered_positions__compact__reference_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,reference_first,target,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The key icon stays at C. The toy icon moves from E to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The key icon stays at C. The toy icon moves from A to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_full__toy_key__lettered_positions__standard__target_first__target_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,target_first,reference,target_first,Target1,Target2,The toy icon is to the left of the key icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The toy icon moves from E to A. The key icon stays at C.",left,5,E,1,A,still,3,C,3,C,right,left,True,The toy icon is to the right of the key icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The toy icon moves from A to E. The key icon stays at C.",right,1,A,5,E,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_full__toy_key__lettered_positions__standard__target_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,target_first,reference,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The toy icon moves from E to A. The key icon stays at C.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The toy icon moves from A to E. The key icon stays at C.",right,1,A,5,E,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_full__toy_key__lettered_positions__standard__reference_first__target_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,reference_first,target,target_first,Target1,Target2,The toy icon is to the left of the key icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The key icon stays at C. The toy icon moves from E to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The toy icon is to the right of the key icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The key icon stays at C. The toy icon moves from A to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_full__toy_key__lettered_positions__standard__reference_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,reference_first,target,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The key icon stays at C. The toy icon moves from E to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The key icon stays at C. The toy icon moves from A to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_full__toy_key__lettered_positions__expanded__target_first__target_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",expanded,target_first,reference,target_first,Target1,Target2,The toy icon is to the left of the key icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The toy icon starts at E, then moves to A. The key icon starts at C and stays there.",left,5,E,1,A,still,3,C,3,C,right,left,True,The toy icon is to the right of the key icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The toy icon starts at A, then moves to E. The key icon starts at C and stays there.",right,1,A,5,E,still,3,C,3,C,left,right,True,36,36,11,11
target_cross_full__toy_key__lettered_positions__expanded__target_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",expanded,target_first,reference,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The toy icon starts at E, then moves to A. The key icon starts at C and stays there.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The toy icon starts at A, then moves to E. The key icon starts at C and stays there.",right,1,A,5,E,still,3,C,3,C,left,right,True,36,36,11,11
target_cross_full__toy_key__lettered_positions__expanded__reference_first__target_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",expanded,reference_first,target,target_first,Target1,Target2,The toy icon is to the left of the key icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The key icon starts at C and stays there. The toy icon starts at E, then moves to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The toy icon is to the right of the key icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The key icon starts at C and stays there. The toy icon starts at A, then moves to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,36,36,11,11
target_cross_full__toy_key__lettered_positions__expanded__reference_first__reference_first,1.2,applied,target_crosses,full_crossing,target_cross_full,toy_key,toy,key,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",expanded,reference_first,target,reference_first,Target1,Target2,The key icon is to the right of the toy icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The key icon starts at C and stays there. The toy icon starts at E, then moves to A.",left,5,E,1,A,still,3,C,3,C,right,left,True,The key icon is to the left of the toy icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen and viewpoint stay fixed. The key icon starts at C and stays there. The toy icon starts at A, then moves to E.",right,1,A,5,E,still,3,C,3,C,left,right,True,36,36,11,11
target_cross_inner__ball_cone__named_positions__compact__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-right to inner-left. The cone icon stays at center.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-left to inner-right. The cone icon stays at center.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,31,31,11,11
target_cross_inner__ball_cone__named_positions__compact__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-right to inner-left. The cone icon stays at center.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-left to inner-right. The cone icon stays at center.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,31,31,11,11
target_cross_inner__ball_cone__named_positions__compact__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The cone icon stays at center. The ball icon moves from inner-right to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The cone icon stays at center. The ball icon moves from inner-left to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,31,31,11,11
target_cross_inner__ball_cone__named_positions__compact__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The cone icon stays at center. The ball icon moves from inner-right to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The cone icon stays at center. The ball icon moves from inner-left to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,31,31,11,11
target_cross_inner__ball_cone__named_positions__standard__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",standard,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The ball icon moves from inner-right to inner-left. The cone icon stays at center.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The ball icon moves from inner-left to inner-right. The cone icon stays at center.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,35,35,11,11
target_cross_inner__ball_cone__named_positions__standard__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",standard,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The ball icon moves from inner-right to inner-left. The cone icon stays at center.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The ball icon moves from inner-left to inner-right. The cone icon stays at center.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,35,35,11,11
target_cross_inner__ball_cone__named_positions__standard__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",standard,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The cone icon stays at center. The ball icon moves from inner-right to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The cone icon stays at center. The ball icon moves from inner-left to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,35,35,11,11
target_cross_inner__ball_cone__named_positions__standard__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",standard,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The cone icon stays at center. The ball icon moves from inner-right to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen stays fixed. The cone icon stays at center. The ball icon moves from inner-left to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,35,35,11,11
target_cross_inner__ball_cone__named_positions__expanded__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",expanded,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The ball icon starts at inner-right, then moves to inner-left. The cone icon starts at center and stays there.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The ball icon starts at inner-left, then moves to inner-right. The cone icon starts at center and stays there.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,42,42,11,11
target_cross_inner__ball_cone__named_positions__expanded__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",expanded,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The ball icon starts at inner-right, then moves to inner-left. The cone icon starts at center and stays there.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The ball icon starts at inner-left, then moves to inner-right. The cone icon starts at center and stays there.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,42,42,11,11
target_cross_inner__ball_cone__named_positions__expanded__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",expanded,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The cone icon starts at center and stays there. The ball icon starts at inner-right, then moves to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The cone icon starts at center and stays there. The ball icon starts at inner-left, then moves to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,42,42,11,11
target_cross_inner__ball_cone__named_positions__expanded__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",expanded,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The cone icon starts at center and stays there. The ball icon starts at inner-right, then moves to inner-left.",left,4,inner-right,2,inner-left,still,3,center,3,center,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The screen and viewpoint stay fixed. The cone icon starts at center and stays there. The ball icon starts at inner-left, then moves to inner-right.",right,2,inner-left,4,inner-right,still,3,center,3,center,left,right,True,42,42,11,11
target_cross_inner__ball_cone__numbered_left_to_right__compact__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 4 to 2. The cone icon stays at 3.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 2 to 4. The cone icon stays at 3.",right,2,2,4,4,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_left_to_right__compact__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 4 to 2. The cone icon stays at 3.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 2 to 4. The cone icon stays at 3.",right,2,2,4,4,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_left_to_right__compact__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The cone icon stays at 3. The ball icon moves from 4 to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The cone icon stays at 3. The ball icon moves from 2 to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_left_to_right__compact__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The cone icon stays at 3. The ball icon moves from 4 to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The cone icon stays at 3. The ball icon moves from 2 to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_left_to_right__standard__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",standard,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The ball icon moves from 4 to 2. The cone icon stays at 3.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The ball icon moves from 2 to 4. The cone icon stays at 3.",right,2,2,4,4,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_left_to_right__standard__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",standard,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The ball icon moves from 4 to 2. The cone icon stays at 3.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The ball icon moves from 2 to 4. The cone icon stays at 3.",right,2,2,4,4,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_left_to_right__standard__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",standard,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 4 to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 2 to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_left_to_right__standard__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",standard,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 4 to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 2 to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_left_to_right__expanded__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",expanded,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The ball icon starts at 4, then moves to 2. The cone icon starts at 3 and stays there.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The ball icon starts at 2, then moves to 4. The cone icon starts at 3 and stays there.",right,2,2,4,4,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_left_to_right__expanded__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",expanded,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The ball icon starts at 4, then moves to 2. The cone icon starts at 3 and stays there.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The ball icon starts at 2, then moves to 4. The cone icon starts at 3 and stays there.",right,2,2,4,4,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_left_to_right__expanded__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",expanded,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 4, then moves to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 2, then moves to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_left_to_right__expanded__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",expanded,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 4, then moves to 2.",left,4,4,2,2,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 2, then moves to 4.",right,2,2,4,4,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_right_to_left__compact__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 2 to 4. The cone icon stays at 3.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 4 to 2. The cone icon stays at 3.",right,2,4,4,2,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_right_to_left__compact__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 2 to 4. The cone icon stays at 3.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 4 to 2. The cone icon stays at 3.",right,2,4,4,2,still,3,3,3,3,left,right,True,25,25,11,11
