probe_id,probe_version,probe_family,event_family,event_subtype,case_id,object_pair_id,target_object,reference_object,reference_frame,evidence_type,displayed_slot_labels_left_to_right,length_band,context_entity_order,last_mentioned_entity,target_entity_order,correct_target_for_context1,correct_target_for_context2,Target1,target1_relation_word,context1_target_relation,Context1,target_motion_left,target_start_left,target_start_label_left,target_end_left,target_end_label_left,reference_motion_left,reference_start_left,reference_start_label_left,reference_end_left,reference_end_label_left,initial_relation_left,final_relation_left,order_reversed_left,Target2,target2_relation_word,context2_target_relation,Context2,target_motion_right,target_start_right,target_start_label_right,target_end_right,target_end_label_right,reference_motion_right,reference_start_right,reference_start_label_right,reference_end_right,reference_end_label_right,initial_relation_right,final_relation_right,order_reversed_right,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count
both_preserve_right__ball_cone__numbered_right_to_left__compact__target_first__target_first,1.2,applied,both_move,order_preserved_right,both_preserve_right,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 4 to 3. The cone icon moves from 2 to 1.",right,2,4,3,3,right,4,2,5,1,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 2 to 1. The cone icon moves from 4 to 3.",right,4,2,5,1,right,2,4,3,3,right,right,False,27,27,11,11
both_preserve_right__ball_cone__lettered_positions__compact__target_first__target_first,1.2,applied,both_move,order_preserved_right,both_preserve_right,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from B to C. The cone icon moves from D to E.",right,2,B,3,C,right,4,D,5,E,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from D to E. The cone icon moves from B to C.",right,4,D,5,E,right,2,B,3,C,right,right,False,27,27,11,11
both_preserve_left__ball_cone__named_positions__compact__target_first__target_first,1.2,applied,both_move,order_preserved_left,both_preserve_left,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from center to inner-left. The cone icon moves from far-right to inner-right.",left,3,center,2,inner-left,left,5,far-right,4,inner-right,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from far-right to inner-right. The cone icon moves from center to inner-left.",left,5,far-right,4,inner-right,left,3,center,2,inner-left,right,right,False,34,34,11,11
both_preserve_left__ball_cone__numbered_left_to_right__compact__target_first__target_first,1.2,applied,both_move,order_preserved_left,both_preserve_left,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 3 to 2. The cone icon moves from 5 to 4.",left,3,3,2,2,left,5,5,4,4,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 5 to 4. The cone icon moves from 3 to 2.",left,5,5,4,4,left,3,3,2,2,right,right,False,27,27,11,11
both_preserve_left__ball_cone__numbered_right_to_left__compact__target_first__target_first,1.2,applied,both_move,order_preserved_left,both_preserve_left,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 3 to 4. The cone icon moves from 1 to 2.",left,3,3,2,4,left,5,1,4,2,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 1 to 2. The cone icon moves from 3 to 4.",left,5,1,4,2,left,3,3,2,4,right,right,False,27,27,11,11
both_preserve_left__ball_cone__lettered_positions__compact__target_first__target_first,1.2,applied,both_move,order_preserved_left,both_preserve_left,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from C to B. The cone icon moves from E to D.",left,3,C,2,B,left,5,E,4,D,left,left,False,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from E to D. The cone icon moves from C to B.",left,5,E,4,D,left,3,C,2,B,right,right,False,27,27,11,11
both_reverse__ball_cone__named_positions__compact__target_first__target_first,1.2,applied,both_move,order_reversed,both_reverse,ball_cone,ball,cone,reader_view_fixed_screen,named_positions,"far-left, inner-left, center, inner-right, far-right",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-right to inner-left. The cone icon moves from inner-left to inner-right.",left,4,inner-right,2,inner-left,right,2,inner-left,4,inner-right,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: far-left, inner-left, center, inner-right, far-right. The ball icon moves from inner-left to inner-right. The cone icon moves from inner-right to inner-left.",right,2,inner-left,4,inner-right,left,4,inner-right,2,inner-left,left,right,True,35,35,11,11
both_reverse__ball_cone__numbered_left_to_right__compact__target_first__target_first,1.2,applied,both_move,order_reversed,both_reverse,ball_cone,ball,cone,reader_view_fixed_screen,numbered_left_to_right,"1, 2, 3, 4, 5",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 4 to 2. The cone icon moves from 2 to 4.",left,4,4,2,2,right,2,2,4,4,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 1, 2, 3, 4, 5. The ball icon moves from 2 to 4. The cone icon moves from 4 to 2.",right,2,2,4,4,left,4,4,2,2,left,right,True,27,27,11,11
both_reverse__ball_cone__numbered_right_to_left__compact__target_first__target_first,1.2,applied,both_move,order_reversed,both_reverse,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 2 to 4. The cone icon moves from 4 to 2.",left,4,2,2,4,right,2,4,4,2,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The ball icon moves from 4 to 2. The cone icon moves from 2 to 4.",right,2,4,4,2,left,4,2,2,4,left,right,True,27,27,11,11
both_reverse__ball_cone__lettered_positions__compact__target_first__target_first,1.2,applied,both_move,order_reversed,both_reverse,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from D to B. The cone icon moves from B to D.",left,4,D,2,B,right,2,B,4,D,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from B to D. The cone icon moves from D to B.",right,2,B,4,D,left,4,D,2,B,left,right,True,27,27,11,11
direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,1.2,control,direct_label_control,plain,direct_label_plain,ball_cone,ball,cone,reader_view_fixed_screen,direct_label_plain,,compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,You view a fixed screen straight on. The ball icon is to the left of the cone icon.,,,,,,,,,,,,left,,The ball icon is to the right of the cone icon.,right,right,You view a fixed screen straight on. The ball icon is to the right of the cone icon.,,,,,,,,,,,,right,,18,18,11,11
direct_label_positioned__ball_cone__direct_label_positioned__compact__target_first__target_first,1.2,control,direct_label_control,positioned,direct_label_positioned,ball_cone,ball,cone,reader_view_fixed_screen,direct_label_positioned,,compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,You view a fixed screen straight on. The ball icon is positioned to the left of the cone icon.,,,,,,,,,,,,left,,The ball icon is to the right of the cone icon.,right,right,You view a fixed screen straight on. The ball icon is positioned to the right of the cone icon.,,,,,,,,,,,,right,,19,19,11,11
