unit_match_id,reference_probe_id,variant_probe_id,reference_unit_id,variant_unit_id,match_type
name_0__obj_flag__num_08__explicit_distance__unchanged__expanded,name_0__obj_flag__num_08__explicit_distance__unchanged__expanded,name_0__obj_flag__num_08__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__closer__compact,name_0__obj_flag__num_08__movement_description__closer__compact,name_0__obj_flag__num_08__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__farther__compact,name_0__obj_flag__num_08__movement_description__farther__compact,name_0__obj_flag__num_08__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__closer,name_0__obj_flag__num_08__movement_description__closer,name_0__obj_flag__num_08__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__farther,name_0__obj_flag__num_08__movement_description__farther,name_0__obj_flag__num_08__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__closer__expanded,name_0__obj_flag__num_08__movement_description__closer__expanded,name_0__obj_flag__num_08__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__movement_description__farther__expanded,name_0__obj_flag__num_08__movement_description__farther__expanded,name_0__obj_flag__num_08__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__orientation_control__unchanged__compact,name_0__obj_flag__num_08__orientation_control__unchanged__compact,name_0__obj_flag__num_08__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__orientation_control__unchanged,name_0__obj_flag__num_08__orientation_control__unchanged,name_0__obj_flag__num_08__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_08__orientation_control__unchanged__expanded,name_0__obj_flag__num_08__orientation_control__unchanged__expanded,name_0__obj_flag__num_08__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__closer__compact,name_0__obj_flag__num_09__explicit_distance__closer__compact,name_0__obj_flag__num_09__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__farther__compact,name_0__obj_flag__num_09__explicit_distance__farther__compact,name_0__obj_flag__num_09__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__unchanged__compact,name_0__obj_flag__num_09__explicit_distance__unchanged__compact,name_0__obj_flag__num_09__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__closer,name_0__obj_flag__num_09__explicit_distance__closer,name_0__obj_flag__num_09__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__farther,name_0__obj_flag__num_09__explicit_distance__farther,name_0__obj_flag__num_09__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__unchanged,name_0__obj_flag__num_09__explicit_distance__unchanged,name_0__obj_flag__num_09__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__closer__expanded,name_0__obj_flag__num_09__explicit_distance__closer__expanded,name_0__obj_flag__num_09__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__farther__expanded,name_0__obj_flag__num_09__explicit_distance__farther__expanded,name_0__obj_flag__num_09__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__explicit_distance__unchanged__expanded,name_0__obj_flag__num_09__explicit_distance__unchanged__expanded,name_0__obj_flag__num_09__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__closer__compact,name_0__obj_flag__num_09__movement_description__closer__compact,name_0__obj_flag__num_09__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__farther__compact,name_0__obj_flag__num_09__movement_description__farther__compact,name_0__obj_flag__num_09__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__closer,name_0__obj_flag__num_09__movement_description__closer,name_0__obj_flag__num_09__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__farther,name_0__obj_flag__num_09__movement_description__farther,name_0__obj_flag__num_09__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__closer__expanded,name_0__obj_flag__num_09__movement_description__closer__expanded,name_0__obj_flag__num_09__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__movement_description__farther__expanded,name_0__obj_flag__num_09__movement_description__farther__expanded,name_0__obj_flag__num_09__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__orientation_control__unchanged__compact,name_0__obj_flag__num_09__orientation_control__unchanged__compact,name_0__obj_flag__num_09__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__orientation_control__unchanged,name_0__obj_flag__num_09__orientation_control__unchanged,name_0__obj_flag__num_09__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_09__orientation_control__unchanged__expanded,name_0__obj_flag__num_09__orientation_control__unchanged__expanded,name_0__obj_flag__num_09__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__closer__compact,name_0__obj_flag__num_10__explicit_distance__closer__compact,name_0__obj_flag__num_10__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__farther__compact,name_0__obj_flag__num_10__explicit_distance__farther__compact,name_0__obj_flag__num_10__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__unchanged__compact,name_0__obj_flag__num_10__explicit_distance__unchanged__compact,name_0__obj_flag__num_10__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__closer,name_0__obj_flag__num_10__explicit_distance__closer,name_0__obj_flag__num_10__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__farther,name_0__obj_flag__num_10__explicit_distance__farther,name_0__obj_flag__num_10__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__unchanged,name_0__obj_flag__num_10__explicit_distance__unchanged,name_0__obj_flag__num_10__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__closer__expanded,name_0__obj_flag__num_10__explicit_distance__closer__expanded,name_0__obj_flag__num_10__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__farther__expanded,name_0__obj_flag__num_10__explicit_distance__farther__expanded,name_0__obj_flag__num_10__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__explicit_distance__unchanged__expanded,name_0__obj_flag__num_10__explicit_distance__unchanged__expanded,name_0__obj_flag__num_10__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__closer__compact,name_0__obj_flag__num_10__movement_description__closer__compact,name_0__obj_flag__num_10__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__farther__compact,name_0__obj_flag__num_10__movement_description__farther__compact,name_0__obj_flag__num_10__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__closer,name_0__obj_flag__num_10__movement_description__closer,name_0__obj_flag__num_10__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__farther,name_0__obj_flag__num_10__movement_description__farther,name_0__obj_flag__num_10__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__closer__expanded,name_0__obj_flag__num_10__movement_description__closer__expanded,name_0__obj_flag__num_10__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__movement_description__farther__expanded,name_0__obj_flag__num_10__movement_description__farther__expanded,name_0__obj_flag__num_10__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__orientation_control__unchanged__compact,name_0__obj_flag__num_10__orientation_control__unchanged__compact,name_0__obj_flag__num_10__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__orientation_control__unchanged,name_0__obj_flag__num_10__orientation_control__unchanged,name_0__obj_flag__num_10__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_10__orientation_control__unchanged__expanded,name_0__obj_flag__num_10__orientation_control__unchanged__expanded,name_0__obj_flag__num_10__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__closer__compact,name_0__obj_flag__num_11__explicit_distance__closer__compact,name_0__obj_flag__num_11__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__farther__compact,name_0__obj_flag__num_11__explicit_distance__farther__compact,name_0__obj_flag__num_11__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__unchanged__compact,name_0__obj_flag__num_11__explicit_distance__unchanged__compact,name_0__obj_flag__num_11__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__closer,name_0__obj_flag__num_11__explicit_distance__closer,name_0__obj_flag__num_11__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__farther,name_0__obj_flag__num_11__explicit_distance__farther,name_0__obj_flag__num_11__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__unchanged,name_0__obj_flag__num_11__explicit_distance__unchanged,name_0__obj_flag__num_11__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__closer__expanded,name_0__obj_flag__num_11__explicit_distance__closer__expanded,name_0__obj_flag__num_11__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__farther__expanded,name_0__obj_flag__num_11__explicit_distance__farther__expanded,name_0__obj_flag__num_11__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__explicit_distance__unchanged__expanded,name_0__obj_flag__num_11__explicit_distance__unchanged__expanded,name_0__obj_flag__num_11__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__closer__compact,name_0__obj_flag__num_11__movement_description__closer__compact,name_0__obj_flag__num_11__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__farther__compact,name_0__obj_flag__num_11__movement_description__farther__compact,name_0__obj_flag__num_11__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__closer,name_0__obj_flag__num_11__movement_description__closer,name_0__obj_flag__num_11__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__farther,name_0__obj_flag__num_11__movement_description__farther,name_0__obj_flag__num_11__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__closer__expanded,name_0__obj_flag__num_11__movement_description__closer__expanded,name_0__obj_flag__num_11__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__movement_description__farther__expanded,name_0__obj_flag__num_11__movement_description__farther__expanded,name_0__obj_flag__num_11__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__orientation_control__unchanged__compact,name_0__obj_flag__num_11__orientation_control__unchanged__compact,name_0__obj_flag__num_11__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__orientation_control__unchanged,name_0__obj_flag__num_11__orientation_control__unchanged,name_0__obj_flag__num_11__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_flag__num_11__orientation_control__unchanged__expanded,name_0__obj_flag__num_11__orientation_control__unchanged__expanded,name_0__obj_flag__num_11__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__closer__compact,name_0__obj_bicycle__num_00__explicit_distance__closer__compact,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__farther__compact,name_0__obj_bicycle__num_00__explicit_distance__farther__compact,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_00__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__closer,name_0__obj_bicycle__num_00__explicit_distance__closer,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__farther,name_0__obj_bicycle__num_00__explicit_distance__farther,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__unchanged,name_0__obj_bicycle__num_00__explicit_distance__unchanged,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__closer__expanded,name_0__obj_bicycle__num_00__explicit_distance__closer__expanded,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__farther__expanded,name_0__obj_bicycle__num_00__explicit_distance__farther__expanded,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_00__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_00__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__closer__compact,name_0__obj_bicycle__num_00__movement_description__closer__compact,name_0__obj_bicycle__num_00__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__farther__compact,name_0__obj_bicycle__num_00__movement_description__farther__compact,name_0__obj_bicycle__num_00__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__closer,name_0__obj_bicycle__num_00__movement_description__closer,name_0__obj_bicycle__num_00__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__farther,name_0__obj_bicycle__num_00__movement_description__farther,name_0__obj_bicycle__num_00__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__closer__expanded,name_0__obj_bicycle__num_00__movement_description__closer__expanded,name_0__obj_bicycle__num_00__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__movement_description__farther__expanded,name_0__obj_bicycle__num_00__movement_description__farther__expanded,name_0__obj_bicycle__num_00__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__orientation_control__unchanged__compact,name_0__obj_bicycle__num_00__orientation_control__unchanged__compact,name_0__obj_bicycle__num_00__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__orientation_control__unchanged,name_0__obj_bicycle__num_00__orientation_control__unchanged,name_0__obj_bicycle__num_00__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_00__orientation_control__unchanged__expanded,name_0__obj_bicycle__num_00__orientation_control__unchanged__expanded,name_0__obj_bicycle__num_00__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__closer__compact,name_0__obj_bicycle__num_01__explicit_distance__closer__compact,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__farther__compact,name_0__obj_bicycle__num_01__explicit_distance__farther__compact,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_01__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__closer,name_0__obj_bicycle__num_01__explicit_distance__closer,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__farther,name_0__obj_bicycle__num_01__explicit_distance__farther,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__unchanged,name_0__obj_bicycle__num_01__explicit_distance__unchanged,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__closer__expanded,name_0__obj_bicycle__num_01__explicit_distance__closer__expanded,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__farther__expanded,name_0__obj_bicycle__num_01__explicit_distance__farther__expanded,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_01__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_01__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__closer__compact,name_0__obj_bicycle__num_01__movement_description__closer__compact,name_0__obj_bicycle__num_01__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__farther__compact,name_0__obj_bicycle__num_01__movement_description__farther__compact,name_0__obj_bicycle__num_01__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__closer,name_0__obj_bicycle__num_01__movement_description__closer,name_0__obj_bicycle__num_01__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__farther,name_0__obj_bicycle__num_01__movement_description__farther,name_0__obj_bicycle__num_01__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__closer__expanded,name_0__obj_bicycle__num_01__movement_description__closer__expanded,name_0__obj_bicycle__num_01__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__movement_description__farther__expanded,name_0__obj_bicycle__num_01__movement_description__farther__expanded,name_0__obj_bicycle__num_01__unit_ft__movement_description__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__orientation_control__unchanged__compact,name_0__obj_bicycle__num_01__orientation_control__unchanged__compact,name_0__obj_bicycle__num_01__unit_ft__orientation_control__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__orientation_control__unchanged,name_0__obj_bicycle__num_01__orientation_control__unchanged,name_0__obj_bicycle__num_01__unit_ft__orientation_control__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_01__orientation_control__unchanged__expanded,name_0__obj_bicycle__num_01__orientation_control__unchanged__expanded,name_0__obj_bicycle__num_01__unit_ft__orientation_control__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__closer__compact,name_0__obj_bicycle__num_02__explicit_distance__closer__compact,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__farther__compact,name_0__obj_bicycle__num_02__explicit_distance__farther__compact,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_02__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__unchanged__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__closer,name_0__obj_bicycle__num_02__explicit_distance__closer,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__farther,name_0__obj_bicycle__num_02__explicit_distance__farther,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__unchanged,name_0__obj_bicycle__num_02__explicit_distance__unchanged,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__unchanged,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__closer__expanded,name_0__obj_bicycle__num_02__explicit_distance__closer__expanded,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__farther__expanded,name_0__obj_bicycle__num_02__explicit_distance__farther__expanded,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__farther__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_02__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_02__unit_ft__explicit_distance__unchanged__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__movement_description__closer__compact,name_0__obj_bicycle__num_02__movement_description__closer__compact,name_0__obj_bicycle__num_02__unit_ft__movement_description__closer__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__movement_description__farther__compact,name_0__obj_bicycle__num_02__movement_description__farther__compact,name_0__obj_bicycle__num_02__unit_ft__movement_description__farther__compact,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__movement_description__closer,name_0__obj_bicycle__num_02__movement_description__closer,name_0__obj_bicycle__num_02__unit_ft__movement_description__closer,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__movement_description__farther,name_0__obj_bicycle__num_02__movement_description__farther,name_0__obj_bicycle__num_02__unit_ft__movement_description__farther,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
name_0__obj_bicycle__num_02__movement_description__closer__expanded,name_0__obj_bicycle__num_02__movement_description__closer__expanded,name_0__obj_bicycle__num_02__unit_ft__movement_description__closer__expanded,unit_metres,unit_ft,same_numbers_and_outcome_not_converted_physical_distance
