probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_1__obj_flag__num_10__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_10,orientation_control,name_1__obj_flag__num_10__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_10,metres,unit_metres,word,name_1__obj_flag__num_10__orientation_control__unchanged,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 56 metres from a stationary flag. Jesse turned around without changing position.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,14,90,17,9,44,11,10,9,47,11,10,12,58,14,13,1060
name_1__obj_flag__num_10__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_10__expanded,orientation_control,name_1__obj_flag__num_10__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_10,metres,unit_metres,word,name_1__obj_flag__num_10__orientation_control__unchanged__expanded,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 56 metres from a flag that remained stationary. Jesse then turned to face the opposite direction, keeping both feet in the same place.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,26,155,30,9,44,11,10,9,47,11,10,12,58,14,13,1061
name_1__obj_flag__num_11__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,explicit_distance,name_1__obj_flag__num_11__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__closer__compact,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary flag: initially 32 metres, now 9 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,13,77,17,9,44,11,10,9,47,11,10,12,58,14,13,1062
name_1__obj_flag__num_11__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,explicit_distance,name_1__obj_flag__num_11__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__farther__compact,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary flag: initially 32 metres, now 55 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,13,78,17,9,44,11,10,9,47,11,10,12,58,14,13,1063
name_1__obj_flag__num_11__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,explicit_distance,name_1__obj_flag__num_11__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__unchanged__compact,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary flag: initially 32 metres, now 32 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,13,78,17,9,44,11,10,9,47,11,10,12,58,14,13,1064
name_1__obj_flag__num_11__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,explicit_distance,name_1__obj_flag__num_11__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__closer,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse is now 9 metres from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,16,80,19,9,44,11,10,9,47,11,10,12,58,14,13,1065
name_1__obj_flag__num_11__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,explicit_distance,name_1__obj_flag__num_11__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__farther,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse is now 55 metres from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,16,81,19,9,44,11,10,9,47,11,10,12,58,14,13,1066
name_1__obj_flag__num_11__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,explicit_distance,name_1__obj_flag__num_11__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__unchanged,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse is now 32 metres from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,16,81,19,9,44,11,10,9,47,11,10,12,58,14,13,1067
name_1__obj_flag__num_11__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,explicit_distance,name_1__obj_flag__num_11__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__closer__expanded,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. The distance between Jesse and that flag is now 9 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,22,126,25,9,44,11,10,9,47,11,10,12,58,14,13,1068
name_1__obj_flag__num_11__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,explicit_distance,name_1__obj_flag__num_11__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__farther__expanded,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. The distance between Jesse and that flag is now 55 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,22,127,25,9,44,11,10,9,47,11,10,12,58,14,13,1069
name_1__obj_flag__num_11__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,explicit_distance,name_1__obj_flag__num_11__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__explicit_distance__unchanged__expanded,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. The distance between Jesse and that flag is now 32 metres.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,22,127,25,9,44,11,10,9,47,11,10,12,58,14,13,1070
name_1__obj_flag__num_11__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,movement_description,name_1__obj_flag__num_11__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__closer__compact,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 32 metres from a stationary flag, Jesse walked 23 metres directly toward it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,14,85,16,9,44,11,10,9,47,11,10,12,58,14,13,1071
name_1__obj_flag__num_11__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,movement_description,name_1__obj_flag__num_11__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__farther__compact,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 32 metres from a stationary flag, Jesse walked 23 metres directly away from it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,15,88,17,9,44,11,10,9,47,11,10,12,58,14,13,1072
name_1__obj_flag__num_11__movement_description__closer,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,movement_description,name_1__obj_flag__num_11__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__closer,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse walked 23 metres directly toward the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,16,92,19,9,44,11,10,9,47,11,10,12,58,14,13,1073
name_1__obj_flag__num_11__movement_description__farther,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,movement_description,name_1__obj_flag__num_11__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__farther,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse walked 23 metres directly away from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,17,95,20,9,44,11,10,9,47,11,10,12,58,14,13,1074
name_1__obj_flag__num_11__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,movement_description,name_1__obj_flag__num_11__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__closer__expanded,32,9,-23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. From that starting position, Jesse walked 23 metres directly toward the flag.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,23,146,27,9,44,11,10,9,47,11,10,12,58,14,13,1075
name_1__obj_flag__num_11__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,movement_description,name_1__obj_flag__num_11__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__movement_description__farther__expanded,32,55,23,23,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. From that starting position, Jesse walked 23 metres directly away from the flag.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,24,149,28,9,44,11,10,9,47,11,10,12,58,14,13,1076
name_1__obj_flag__num_11__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__compact,orientation_control,name_1__obj_flag__num_11__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__orientation_control__unchanged__compact,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse, 32 metres from a stationary flag, turned around in place.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,11,64,15,9,44,11,10,9,47,11,10,12,58,14,13,1077
name_1__obj_flag__num_11__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11,orientation_control,name_1__obj_flag__num_11__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__orientation_control__unchanged,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 32 metres from a stationary flag. Jesse turned around without changing position.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,14,90,17,9,44,11,10,9,47,11,10,12,58,14,13,1078
name_1__obj_flag__num_11__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_flag__num_11__expanded,orientation_control,name_1__obj_flag__num_11__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_flag,flag,num_11,metres,unit_metres,word,name_1__obj_flag__num_11__orientation_control__unchanged__expanded,32,32,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 32 metres from a flag that remained stationary. Jesse then turned to face the opposite direction, keeping both feet in the same place.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,Jesse is now at the same distance from the flag as before.,26,155,30,9,44,11,10,9,47,11,10,12,58,14,13,1079
name_1__obj_bicycle__num_00__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__closer__compact,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 18 metres, now 13 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1080
name_1__obj_bicycle__num_00__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__farther__compact,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 18 metres, now 23 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1081
name_1__obj_bicycle__num_00__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__unchanged__compact,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 18 metres, now 18 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1082
name_1__obj_bicycle__num_00__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__closer,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse is now 13 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1083
name_1__obj_bicycle__num_00__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__farther,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse is now 23 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1084
name_1__obj_bicycle__num_00__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__unchanged,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse is now 18 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1085
name_1__obj_bicycle__num_00__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__closer__expanded,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 13 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1086
name_1__obj_bicycle__num_00__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__farther__expanded,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 23 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1087
name_1__obj_bicycle__num_00__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,explicit_distance,name_1__obj_bicycle__num_00__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__explicit_distance__unchanged__expanded,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 18 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1088
name_1__obj_bicycle__num_00__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,movement_description,name_1__obj_bicycle__num_00__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__closer__compact,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 18 metres from a stationary bicycle, Jesse walked 5 metres directly toward it.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,14,87,16,9,47,11,10,9,50,11,10,12,61,14,13,1089
name_1__obj_bicycle__num_00__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,movement_description,name_1__obj_bicycle__num_00__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__farther__compact,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 18 metres from a stationary bicycle, Jesse walked 5 metres directly away from it.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,15,90,17,9,47,11,10,9,50,11,10,12,61,14,13,1090
name_1__obj_bicycle__num_00__movement_description__closer,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,movement_description,name_1__obj_bicycle__num_00__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__closer,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse walked 5 metres directly toward the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,97,19,9,47,11,10,9,50,11,10,12,61,14,13,1091
name_1__obj_bicycle__num_00__movement_description__farther,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,movement_description,name_1__obj_bicycle__num_00__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__farther,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse walked 5 metres directly away from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,17,100,20,9,47,11,10,9,50,11,10,12,61,14,13,1092
name_1__obj_bicycle__num_00__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,movement_description,name_1__obj_bicycle__num_00__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__closer__expanded,18,13,-5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. From that starting position, Jesse walked 5 metres directly toward the bicycle.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,23,151,27,9,47,11,10,9,50,11,10,12,61,14,13,1093
name_1__obj_bicycle__num_00__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,movement_description,name_1__obj_bicycle__num_00__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__movement_description__farther__expanded,18,23,5,5,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. From that starting position, Jesse walked 5 metres directly away from the bicycle.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,24,154,28,9,47,11,10,9,50,11,10,12,61,14,13,1094
name_1__obj_bicycle__num_00__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__compact,orientation_control,name_1__obj_bicycle__num_00__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__orientation_control__unchanged__compact,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse, 18 metres from a stationary bicycle, turned around in place.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,11,67,15,9,47,11,10,9,50,11,10,12,61,14,13,1095
name_1__obj_bicycle__num_00__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00,orientation_control,name_1__obj_bicycle__num_00__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__orientation_control__unchanged,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 18 metres from a stationary bicycle. Jesse turned around without changing position.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,14,93,17,9,47,11,10,9,50,11,10,12,61,14,13,1096
name_1__obj_bicycle__num_00__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_00__expanded,orientation_control,name_1__obj_bicycle__num_00__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_00,metres,unit_metres,word,name_1__obj_bicycle__num_00__orientation_control__unchanged__expanded,18,18,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 18 metres from a bicycle that remained stationary. Jesse then turned to face the opposite direction, keeping both feet in the same place.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,26,158,30,9,47,11,10,9,50,11,10,12,61,14,13,1097
name_1__obj_bicycle__num_01__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__closer__compact,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 85 metres, now 73 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1098
