matched_group_id,outcome,unit_id,length_band,explicit_probe_id,situation_probe_id,initial_distance,final_distance,match_type
name_0__obj_bicycle__num_01__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_01__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_01__orientation_control__unchanged__expanded,85,85,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_02__explicit_distance__closer__compact,name_0__obj_bicycle__num_02__movement_description__closer__compact,30,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02,closer,unit_metres,standard,name_0__obj_bicycle__num_02__explicit_distance__closer,name_0__obj_bicycle__num_02__movement_description__closer,30,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_02__explicit_distance__closer__expanded,name_0__obj_bicycle__num_02__movement_description__closer__expanded,30,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_02__explicit_distance__farther__compact,name_0__obj_bicycle__num_02__movement_description__farther__compact,30,36,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02,farther,unit_metres,standard,name_0__obj_bicycle__num_02__explicit_distance__farther,name_0__obj_bicycle__num_02__movement_description__farther,30,36,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_02__explicit_distance__farther__expanded,name_0__obj_bicycle__num_02__movement_description__farther__expanded,30,36,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_02__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_02__orientation_control__unchanged__compact,30,30,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02,unchanged,unit_metres,standard,name_0__obj_bicycle__num_02__explicit_distance__unchanged,name_0__obj_bicycle__num_02__orientation_control__unchanged,30,30,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_02__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_02__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_02__orientation_control__unchanged__expanded,30,30,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_03__explicit_distance__closer__compact,name_0__obj_bicycle__num_03__movement_description__closer__compact,35,31,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03,closer,unit_metres,standard,name_0__obj_bicycle__num_03__explicit_distance__closer,name_0__obj_bicycle__num_03__movement_description__closer,35,31,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_03__explicit_distance__closer__expanded,name_0__obj_bicycle__num_03__movement_description__closer__expanded,35,31,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_03__explicit_distance__farther__compact,name_0__obj_bicycle__num_03__movement_description__farther__compact,35,39,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03,farther,unit_metres,standard,name_0__obj_bicycle__num_03__explicit_distance__farther,name_0__obj_bicycle__num_03__movement_description__farther,35,39,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_03__explicit_distance__farther__expanded,name_0__obj_bicycle__num_03__movement_description__farther__expanded,35,39,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_03__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_03__orientation_control__unchanged__compact,35,35,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03,unchanged,unit_metres,standard,name_0__obj_bicycle__num_03__explicit_distance__unchanged,name_0__obj_bicycle__num_03__orientation_control__unchanged,35,35,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_03__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_03__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_03__orientation_control__unchanged__expanded,35,35,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_04__explicit_distance__closer__compact,name_0__obj_bicycle__num_04__movement_description__closer__compact,53,21,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04,closer,unit_metres,standard,name_0__obj_bicycle__num_04__explicit_distance__closer,name_0__obj_bicycle__num_04__movement_description__closer,53,21,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_04__explicit_distance__closer__expanded,name_0__obj_bicycle__num_04__movement_description__closer__expanded,53,21,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_04__explicit_distance__farther__compact,name_0__obj_bicycle__num_04__movement_description__farther__compact,53,85,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04,farther,unit_metres,standard,name_0__obj_bicycle__num_04__explicit_distance__farther,name_0__obj_bicycle__num_04__movement_description__farther,53,85,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_04__explicit_distance__farther__expanded,name_0__obj_bicycle__num_04__movement_description__farther__expanded,53,85,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_04__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_04__orientation_control__unchanged__compact,53,53,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04,unchanged,unit_metres,standard,name_0__obj_bicycle__num_04__explicit_distance__unchanged,name_0__obj_bicycle__num_04__orientation_control__unchanged,53,53,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_04__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_04__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_04__orientation_control__unchanged__expanded,53,53,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_05__explicit_distance__closer__compact,name_0__obj_bicycle__num_05__movement_description__closer__compact,54,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05,closer,unit_metres,standard,name_0__obj_bicycle__num_05__explicit_distance__closer,name_0__obj_bicycle__num_05__movement_description__closer,54,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_05__explicit_distance__closer__expanded,name_0__obj_bicycle__num_05__movement_description__closer__expanded,54,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_05__explicit_distance__farther__compact,name_0__obj_bicycle__num_05__movement_description__farther__compact,54,86,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05,farther,unit_metres,standard,name_0__obj_bicycle__num_05__explicit_distance__farther,name_0__obj_bicycle__num_05__movement_description__farther,54,86,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_05__explicit_distance__farther__expanded,name_0__obj_bicycle__num_05__movement_description__farther__expanded,54,86,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_05__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_05__orientation_control__unchanged__compact,54,54,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05,unchanged,unit_metres,standard,name_0__obj_bicycle__num_05__explicit_distance__unchanged,name_0__obj_bicycle__num_05__orientation_control__unchanged,54,54,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_05__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_05__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_05__orientation_control__unchanged__expanded,54,54,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_06__explicit_distance__closer__compact,name_0__obj_bicycle__num_06__movement_description__closer__compact,59,49,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06,closer,unit_metres,standard,name_0__obj_bicycle__num_06__explicit_distance__closer,name_0__obj_bicycle__num_06__movement_description__closer,59,49,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_06__explicit_distance__closer__expanded,name_0__obj_bicycle__num_06__movement_description__closer__expanded,59,49,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_06__explicit_distance__farther__compact,name_0__obj_bicycle__num_06__movement_description__farther__compact,59,69,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06,farther,unit_metres,standard,name_0__obj_bicycle__num_06__explicit_distance__farther,name_0__obj_bicycle__num_06__movement_description__farther,59,69,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_06__explicit_distance__farther__expanded,name_0__obj_bicycle__num_06__movement_description__farther__expanded,59,69,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_06__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_06__orientation_control__unchanged__compact,59,59,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06,unchanged,unit_metres,standard,name_0__obj_bicycle__num_06__explicit_distance__unchanged,name_0__obj_bicycle__num_06__orientation_control__unchanged,59,59,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_06__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_06__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_06__orientation_control__unchanged__expanded,59,59,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_07__explicit_distance__closer__compact,name_0__obj_bicycle__num_07__movement_description__closer__compact,48,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07,closer,unit_metres,standard,name_0__obj_bicycle__num_07__explicit_distance__closer,name_0__obj_bicycle__num_07__movement_description__closer,48,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_07__explicit_distance__closer__expanded,name_0__obj_bicycle__num_07__movement_description__closer__expanded,48,22,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_07__explicit_distance__farther__compact,name_0__obj_bicycle__num_07__movement_description__farther__compact,48,74,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07,farther,unit_metres,standard,name_0__obj_bicycle__num_07__explicit_distance__farther,name_0__obj_bicycle__num_07__movement_description__farther,48,74,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_07__explicit_distance__farther__expanded,name_0__obj_bicycle__num_07__movement_description__farther__expanded,48,74,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_07__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_07__orientation_control__unchanged__compact,48,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07,unchanged,unit_metres,standard,name_0__obj_bicycle__num_07__explicit_distance__unchanged,name_0__obj_bicycle__num_07__orientation_control__unchanged,48,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_07__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_07__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_07__orientation_control__unchanged__expanded,48,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_08__explicit_distance__closer__compact,name_0__obj_bicycle__num_08__movement_description__closer__compact,12,4,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08,closer,unit_metres,standard,name_0__obj_bicycle__num_08__explicit_distance__closer,name_0__obj_bicycle__num_08__movement_description__closer,12,4,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_08__explicit_distance__closer__expanded,name_0__obj_bicycle__num_08__movement_description__closer__expanded,12,4,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_08__explicit_distance__farther__compact,name_0__obj_bicycle__num_08__movement_description__farther__compact,12,20,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08,farther,unit_metres,standard,name_0__obj_bicycle__num_08__explicit_distance__farther,name_0__obj_bicycle__num_08__movement_description__farther,12,20,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_08__explicit_distance__farther__expanded,name_0__obj_bicycle__num_08__movement_description__farther__expanded,12,20,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_08__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_08__orientation_control__unchanged__compact,12,12,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08,unchanged,unit_metres,standard,name_0__obj_bicycle__num_08__explicit_distance__unchanged,name_0__obj_bicycle__num_08__orientation_control__unchanged,12,12,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_08__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_08__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_08__orientation_control__unchanged__expanded,12,12,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_09__explicit_distance__closer__compact,name_0__obj_bicycle__num_09__movement_description__closer__compact,52,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09,closer,unit_metres,standard,name_0__obj_bicycle__num_09__explicit_distance__closer,name_0__obj_bicycle__num_09__movement_description__closer,52,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_09__explicit_distance__closer__expanded,name_0__obj_bicycle__num_09__movement_description__closer__expanded,52,24,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_09__explicit_distance__farther__compact,name_0__obj_bicycle__num_09__movement_description__farther__compact,52,80,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09,farther,unit_metres,standard,name_0__obj_bicycle__num_09__explicit_distance__farther,name_0__obj_bicycle__num_09__movement_description__farther,52,80,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_09__explicit_distance__farther__expanded,name_0__obj_bicycle__num_09__movement_description__farther__expanded,52,80,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_09__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_09__orientation_control__unchanged__compact,52,52,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09,unchanged,unit_metres,standard,name_0__obj_bicycle__num_09__explicit_distance__unchanged,name_0__obj_bicycle__num_09__orientation_control__unchanged,52,52,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_09__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_09__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_09__orientation_control__unchanged__expanded,52,52,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_10__explicit_distance__closer__compact,name_0__obj_bicycle__num_10__movement_description__closer__compact,56,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10,closer,unit_metres,standard,name_0__obj_bicycle__num_10__explicit_distance__closer,name_0__obj_bicycle__num_10__movement_description__closer,56,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_10__explicit_distance__closer__expanded,name_0__obj_bicycle__num_10__movement_description__closer__expanded,56,48,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_10__explicit_distance__farther__compact,name_0__obj_bicycle__num_10__movement_description__farther__compact,56,64,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10,farther,unit_metres,standard,name_0__obj_bicycle__num_10__explicit_distance__farther,name_0__obj_bicycle__num_10__movement_description__farther,56,64,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_10__explicit_distance__farther__expanded,name_0__obj_bicycle__num_10__movement_description__farther__expanded,56,64,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_10__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_10__orientation_control__unchanged__compact,56,56,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10,unchanged,unit_metres,standard,name_0__obj_bicycle__num_10__explicit_distance__unchanged,name_0__obj_bicycle__num_10__orientation_control__unchanged,56,56,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_10__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_10__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_10__orientation_control__unchanged__expanded,56,56,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__compact,closer,unit_metres,compact,name_0__obj_bicycle__num_11__explicit_distance__closer__compact,name_0__obj_bicycle__num_11__movement_description__closer__compact,32,9,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11,closer,unit_metres,standard,name_0__obj_bicycle__num_11__explicit_distance__closer,name_0__obj_bicycle__num_11__movement_description__closer,32,9,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__expanded,closer,unit_metres,expanded,name_0__obj_bicycle__num_11__explicit_distance__closer__expanded,name_0__obj_bicycle__num_11__movement_description__closer__expanded,32,9,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__compact,farther,unit_metres,compact,name_0__obj_bicycle__num_11__explicit_distance__farther__compact,name_0__obj_bicycle__num_11__movement_description__farther__compact,32,55,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11,farther,unit_metres,standard,name_0__obj_bicycle__num_11__explicit_distance__farther,name_0__obj_bicycle__num_11__movement_description__farther,32,55,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__expanded,farther,unit_metres,expanded,name_0__obj_bicycle__num_11__explicit_distance__farther__expanded,name_0__obj_bicycle__num_11__movement_description__farther__expanded,32,55,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__compact,unchanged,unit_metres,compact,name_0__obj_bicycle__num_11__explicit_distance__unchanged__compact,name_0__obj_bicycle__num_11__orientation_control__unchanged__compact,32,32,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11,unchanged,unit_metres,standard,name_0__obj_bicycle__num_11__explicit_distance__unchanged,name_0__obj_bicycle__num_11__orientation_control__unchanged,32,32,same_entities_endpoints_and_targets
name_0__obj_bicycle__num_11__expanded,unchanged,unit_metres,expanded,name_0__obj_bicycle__num_11__explicit_distance__unchanged__expanded,name_0__obj_bicycle__num_11__orientation_control__unchanged__expanded,32,32,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__compact,closer,unit_metres,compact,name_1__obj_cone__num_00__explicit_distance__closer__compact,name_1__obj_cone__num_00__movement_description__closer__compact,18,13,same_entities_endpoints_and_targets
name_1__obj_cone__num_00,closer,unit_metres,standard,name_1__obj_cone__num_00__explicit_distance__closer,name_1__obj_cone__num_00__movement_description__closer,18,13,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__expanded,closer,unit_metres,expanded,name_1__obj_cone__num_00__explicit_distance__closer__expanded,name_1__obj_cone__num_00__movement_description__closer__expanded,18,13,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__compact,farther,unit_metres,compact,name_1__obj_cone__num_00__explicit_distance__farther__compact,name_1__obj_cone__num_00__movement_description__farther__compact,18,23,same_entities_endpoints_and_targets
name_1__obj_cone__num_00,farther,unit_metres,standard,name_1__obj_cone__num_00__explicit_distance__farther,name_1__obj_cone__num_00__movement_description__farther,18,23,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__expanded,farther,unit_metres,expanded,name_1__obj_cone__num_00__explicit_distance__farther__expanded,name_1__obj_cone__num_00__movement_description__farther__expanded,18,23,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__compact,unchanged,unit_metres,compact,name_1__obj_cone__num_00__explicit_distance__unchanged__compact,name_1__obj_cone__num_00__orientation_control__unchanged__compact,18,18,same_entities_endpoints_and_targets
name_1__obj_cone__num_00,unchanged,unit_metres,standard,name_1__obj_cone__num_00__explicit_distance__unchanged,name_1__obj_cone__num_00__orientation_control__unchanged,18,18,same_entities_endpoints_and_targets
name_1__obj_cone__num_00__expanded,unchanged,unit_metres,expanded,name_1__obj_cone__num_00__explicit_distance__unchanged__expanded,name_1__obj_cone__num_00__orientation_control__unchanged__expanded,18,18,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__compact,closer,unit_metres,compact,name_1__obj_cone__num_01__explicit_distance__closer__compact,name_1__obj_cone__num_01__movement_description__closer__compact,85,73,same_entities_endpoints_and_targets
name_1__obj_cone__num_01,closer,unit_metres,standard,name_1__obj_cone__num_01__explicit_distance__closer,name_1__obj_cone__num_01__movement_description__closer,85,73,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__expanded,closer,unit_metres,expanded,name_1__obj_cone__num_01__explicit_distance__closer__expanded,name_1__obj_cone__num_01__movement_description__closer__expanded,85,73,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__compact,farther,unit_metres,compact,name_1__obj_cone__num_01__explicit_distance__farther__compact,name_1__obj_cone__num_01__movement_description__farther__compact,85,97,same_entities_endpoints_and_targets
name_1__obj_cone__num_01,farther,unit_metres,standard,name_1__obj_cone__num_01__explicit_distance__farther,name_1__obj_cone__num_01__movement_description__farther,85,97,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__expanded,farther,unit_metres,expanded,name_1__obj_cone__num_01__explicit_distance__farther__expanded,name_1__obj_cone__num_01__movement_description__farther__expanded,85,97,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__compact,unchanged,unit_metres,compact,name_1__obj_cone__num_01__explicit_distance__unchanged__compact,name_1__obj_cone__num_01__orientation_control__unchanged__compact,85,85,same_entities_endpoints_and_targets
name_1__obj_cone__num_01,unchanged,unit_metres,standard,name_1__obj_cone__num_01__explicit_distance__unchanged,name_1__obj_cone__num_01__orientation_control__unchanged,85,85,same_entities_endpoints_and_targets
name_1__obj_cone__num_01__expanded,unchanged,unit_metres,expanded,name_1__obj_cone__num_01__explicit_distance__unchanged__expanded,name_1__obj_cone__num_01__orientation_control__unchanged__expanded,85,85,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__compact,closer,unit_metres,compact,name_1__obj_cone__num_02__explicit_distance__closer__compact,name_1__obj_cone__num_02__movement_description__closer__compact,30,24,same_entities_endpoints_and_targets
name_1__obj_cone__num_02,closer,unit_metres,standard,name_1__obj_cone__num_02__explicit_distance__closer,name_1__obj_cone__num_02__movement_description__closer,30,24,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__expanded,closer,unit_metres,expanded,name_1__obj_cone__num_02__explicit_distance__closer__expanded,name_1__obj_cone__num_02__movement_description__closer__expanded,30,24,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__compact,farther,unit_metres,compact,name_1__obj_cone__num_02__explicit_distance__farther__compact,name_1__obj_cone__num_02__movement_description__farther__compact,30,36,same_entities_endpoints_and_targets
name_1__obj_cone__num_02,farther,unit_metres,standard,name_1__obj_cone__num_02__explicit_distance__farther,name_1__obj_cone__num_02__movement_description__farther,30,36,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__expanded,farther,unit_metres,expanded,name_1__obj_cone__num_02__explicit_distance__farther__expanded,name_1__obj_cone__num_02__movement_description__farther__expanded,30,36,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__compact,unchanged,unit_metres,compact,name_1__obj_cone__num_02__explicit_distance__unchanged__compact,name_1__obj_cone__num_02__orientation_control__unchanged__compact,30,30,same_entities_endpoints_and_targets
name_1__obj_cone__num_02,unchanged,unit_metres,standard,name_1__obj_cone__num_02__explicit_distance__unchanged,name_1__obj_cone__num_02__orientation_control__unchanged,30,30,same_entities_endpoints_and_targets
name_1__obj_cone__num_02__expanded,unchanged,unit_metres,expanded,name_1__obj_cone__num_02__explicit_distance__unchanged__expanded,name_1__obj_cone__num_02__orientation_control__unchanged__expanded,30,30,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__compact,closer,unit_metres,compact,name_1__obj_cone__num_03__explicit_distance__closer__compact,name_1__obj_cone__num_03__movement_description__closer__compact,35,31,same_entities_endpoints_and_targets
name_1__obj_cone__num_03,closer,unit_metres,standard,name_1__obj_cone__num_03__explicit_distance__closer,name_1__obj_cone__num_03__movement_description__closer,35,31,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__expanded,closer,unit_metres,expanded,name_1__obj_cone__num_03__explicit_distance__closer__expanded,name_1__obj_cone__num_03__movement_description__closer__expanded,35,31,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__compact,farther,unit_metres,compact,name_1__obj_cone__num_03__explicit_distance__farther__compact,name_1__obj_cone__num_03__movement_description__farther__compact,35,39,same_entities_endpoints_and_targets
name_1__obj_cone__num_03,farther,unit_metres,standard,name_1__obj_cone__num_03__explicit_distance__farther,name_1__obj_cone__num_03__movement_description__farther,35,39,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__expanded,farther,unit_metres,expanded,name_1__obj_cone__num_03__explicit_distance__farther__expanded,name_1__obj_cone__num_03__movement_description__farther__expanded,35,39,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__compact,unchanged,unit_metres,compact,name_1__obj_cone__num_03__explicit_distance__unchanged__compact,name_1__obj_cone__num_03__orientation_control__unchanged__compact,35,35,same_entities_endpoints_and_targets
name_1__obj_cone__num_03,unchanged,unit_metres,standard,name_1__obj_cone__num_03__explicit_distance__unchanged,name_1__obj_cone__num_03__orientation_control__unchanged,35,35,same_entities_endpoints_and_targets
name_1__obj_cone__num_03__expanded,unchanged,unit_metres,expanded,name_1__obj_cone__num_03__explicit_distance__unchanged__expanded,name_1__obj_cone__num_03__orientation_control__unchanged__expanded,35,35,same_entities_endpoints_and_targets
name_1__obj_cone__num_04__compact,closer,unit_metres,compact,name_1__obj_cone__num_04__explicit_distance__closer__compact,name_1__obj_cone__num_04__movement_description__closer__compact,53,21,same_entities_endpoints_and_targets
name_1__obj_cone__num_04,closer,unit_metres,standard,name_1__obj_cone__num_04__explicit_distance__closer,name_1__obj_cone__num_04__movement_description__closer,53,21,same_entities_endpoints_and_targets
name_1__obj_cone__num_04__expanded,closer,unit_metres,expanded,name_1__obj_cone__num_04__explicit_distance__closer__expanded,name_1__obj_cone__num_04__movement_description__closer__expanded,53,21,same_entities_endpoints_and_targets
name_1__obj_cone__num_04__compact,farther,unit_metres,compact,name_1__obj_cone__num_04__explicit_distance__farther__compact,name_1__obj_cone__num_04__movement_description__farther__compact,53,85,same_entities_endpoints_and_targets
name_1__obj_cone__num_04,farther,unit_metres,standard,name_1__obj_cone__num_04__explicit_distance__farther,name_1__obj_cone__num_04__movement_description__farther,53,85,same_entities_endpoints_and_targets
name_1__obj_cone__num_04__expanded,farther,unit_metres,expanded,name_1__obj_cone__num_04__explicit_distance__farther__expanded,name_1__obj_cone__num_04__movement_description__farther__expanded,53,85,same_entities_endpoints_and_targets
