probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_0__obj_cone__num_08__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__expanded,explicit_distance,name_0__obj_cone__num_08__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__explicit_distance__farther__expanded,12,20,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 metres from a cone that remained stationary. The distance between Maya and that cone is now 20 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,151
name_0__obj_cone__num_08__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__expanded,explicit_distance,name_0__obj_cone__num_08__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__explicit_distance__unchanged__expanded,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 metres from a cone that remained stationary. The distance between Maya and that cone is now 12 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,152
name_0__obj_cone__num_08__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__compact,movement_description,name_0__obj_cone__num_08__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__closer__compact,12,4,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 12 metres from a stationary cone, Maya walked 8 metres directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,83,16,9,43,11,10,9,46,11,10,12,57,14,13,153
name_0__obj_cone__num_08__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__compact,movement_description,name_0__obj_cone__num_08__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__farther__compact,12,20,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 12 metres from a stationary cone, Maya walked 8 metres directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,86,17,9,43,11,10,9,46,11,10,12,57,14,13,154
name_0__obj_cone__num_08__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08,movement_description,name_0__obj_cone__num_08__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__closer,12,4,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 12 metres from a stationary cone. Maya walked 8 metres directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,89,19,9,43,11,10,9,46,11,10,12,57,14,13,155
name_0__obj_cone__num_08__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08,movement_description,name_0__obj_cone__num_08__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__farther,12,20,8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 12 metres from a stationary cone. Maya walked 8 metres directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,92,20,9,43,11,10,9,46,11,10,12,57,14,13,156
name_0__obj_cone__num_08__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__expanded,movement_description,name_0__obj_cone__num_08__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__closer__expanded,12,4,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 metres from a cone that remained stationary. From that starting position, Maya walked 8 metres directly toward the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,23,143,27,9,43,11,10,9,46,11,10,12,57,14,13,157
name_0__obj_cone__num_08__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__expanded,movement_description,name_0__obj_cone__num_08__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__movement_description__farther__expanded,12,20,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 metres from a cone that remained stationary. From that starting position, Maya walked 8 metres directly away from the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,24,146,28,9,43,11,10,9,46,11,10,12,57,14,13,158
name_0__obj_cone__num_08__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__compact,orientation_control,name_0__obj_cone__num_08__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__orientation_control__unchanged__compact,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 12 metres from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,159
name_0__obj_cone__num_08__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08,orientation_control,name_0__obj_cone__num_08__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__orientation_control__unchanged,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 12 metres from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,160
name_0__obj_cone__num_08__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_08__expanded,orientation_control,name_0__obj_cone__num_08__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_08,metres,unit_metres,word,name_0__obj_cone__num_08__orientation_control__unchanged__expanded,12,12,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 12 metres from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,161
name_0__obj_cone__num_09__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,explicit_distance,name_0__obj_cone__num_09__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__closer__compact,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 metres, now 24 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,162
name_0__obj_cone__num_09__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,explicit_distance,name_0__obj_cone__num_09__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__farther__compact,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 metres, now 80 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,163
name_0__obj_cone__num_09__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,explicit_distance,name_0__obj_cone__num_09__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__unchanged__compact,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 52 metres, now 52 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,164
name_0__obj_cone__num_09__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,explicit_distance,name_0__obj_cone__num_09__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__closer,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya is now 24 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,165
name_0__obj_cone__num_09__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,explicit_distance,name_0__obj_cone__num_09__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__farther,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya is now 80 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,166
name_0__obj_cone__num_09__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,explicit_distance,name_0__obj_cone__num_09__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__unchanged,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya is now 52 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,167
name_0__obj_cone__num_09__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,explicit_distance,name_0__obj_cone__num_09__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__closer__expanded,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. The distance between Maya and that cone is now 24 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,168
name_0__obj_cone__num_09__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,explicit_distance,name_0__obj_cone__num_09__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__farther__expanded,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. The distance between Maya and that cone is now 80 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,169
name_0__obj_cone__num_09__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,explicit_distance,name_0__obj_cone__num_09__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__explicit_distance__unchanged__expanded,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. The distance between Maya and that cone is now 52 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,170
name_0__obj_cone__num_09__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,movement_description,name_0__obj_cone__num_09__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__closer__compact,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 52 metres from a stationary cone, Maya walked 28 metres directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,84,16,9,43,11,10,9,46,11,10,12,57,14,13,171
name_0__obj_cone__num_09__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,movement_description,name_0__obj_cone__num_09__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__farther__compact,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 52 metres from a stationary cone, Maya walked 28 metres directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,87,17,9,43,11,10,9,46,11,10,12,57,14,13,172
name_0__obj_cone__num_09__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,movement_description,name_0__obj_cone__num_09__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__closer,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya walked 28 metres directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,90,19,9,43,11,10,9,46,11,10,12,57,14,13,173
name_0__obj_cone__num_09__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,movement_description,name_0__obj_cone__num_09__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__farther,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya walked 28 metres directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,93,20,9,43,11,10,9,46,11,10,12,57,14,13,174
name_0__obj_cone__num_09__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,movement_description,name_0__obj_cone__num_09__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__closer__expanded,52,24,-28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. From that starting position, Maya walked 28 metres directly toward the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,23,144,27,9,43,11,10,9,46,11,10,12,57,14,13,175
name_0__obj_cone__num_09__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,movement_description,name_0__obj_cone__num_09__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__movement_description__farther__expanded,52,80,28,28,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. From that starting position, Maya walked 28 metres directly away from the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,24,147,28,9,43,11,10,9,46,11,10,12,57,14,13,176
name_0__obj_cone__num_09__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__compact,orientation_control,name_0__obj_cone__num_09__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__orientation_control__unchanged__compact,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 52 metres from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,177
name_0__obj_cone__num_09__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09,orientation_control,name_0__obj_cone__num_09__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__orientation_control__unchanged,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 52 metres from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,178
name_0__obj_cone__num_09__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_09__expanded,orientation_control,name_0__obj_cone__num_09__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_09,metres,unit_metres,word,name_0__obj_cone__num_09__orientation_control__unchanged__expanded,52,52,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 52 metres from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,179
name_0__obj_cone__num_10__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__compact,explicit_distance,name_0__obj_cone__num_10__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__closer__compact,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 metres, now 48 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,180
name_0__obj_cone__num_10__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__compact,explicit_distance,name_0__obj_cone__num_10__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__farther__compact,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 metres, now 64 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,181
name_0__obj_cone__num_10__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__compact,explicit_distance,name_0__obj_cone__num_10__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__unchanged__compact,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 56 metres, now 56 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,182
name_0__obj_cone__num_10__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10,explicit_distance,name_0__obj_cone__num_10__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__closer,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 metres from a stationary cone. Maya is now 48 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,183
name_0__obj_cone__num_10__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10,explicit_distance,name_0__obj_cone__num_10__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__farther,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 metres from a stationary cone. Maya is now 64 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,184
name_0__obj_cone__num_10__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10,explicit_distance,name_0__obj_cone__num_10__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__unchanged,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 metres from a stationary cone. Maya is now 56 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,185
name_0__obj_cone__num_10__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__expanded,explicit_distance,name_0__obj_cone__num_10__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__closer__expanded,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 metres from a cone that remained stationary. The distance between Maya and that cone is now 48 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,186
name_0__obj_cone__num_10__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__expanded,explicit_distance,name_0__obj_cone__num_10__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__farther__expanded,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 metres from a cone that remained stationary. The distance between Maya and that cone is now 64 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,187
name_0__obj_cone__num_10__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__expanded,explicit_distance,name_0__obj_cone__num_10__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__explicit_distance__unchanged__expanded,56,56,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 56 metres from a cone that remained stationary. The distance between Maya and that cone is now 56 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,188
name_0__obj_cone__num_10__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__compact,movement_description,name_0__obj_cone__num_10__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__movement_description__closer__compact,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 56 metres from a stationary cone, Maya walked 8 metres directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,83,16,9,43,11,10,9,46,11,10,12,57,14,13,189
name_0__obj_cone__num_10__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10__compact,movement_description,name_0__obj_cone__num_10__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__movement_description__farther__compact,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 56 metres from a stationary cone, Maya walked 8 metres directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,86,17,9,43,11,10,9,46,11,10,12,57,14,13,190
name_0__obj_cone__num_10__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10,movement_description,name_0__obj_cone__num_10__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__movement_description__closer,56,48,-8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 metres from a stationary cone. Maya walked 8 metres directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,89,19,9,43,11,10,9,46,11,10,12,57,14,13,191
name_0__obj_cone__num_10__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_10,movement_description,name_0__obj_cone__num_10__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_10,metres,unit_metres,word,name_0__obj_cone__num_10__movement_description__farther,56,64,8,8,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 56 metres from a stationary cone. Maya walked 8 metres directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,92,20,9,43,11,10,9,46,11,10,12,57,14,13,192
