probe_id,scene_id,length_band,query_frame,axis,event_family,initial_facing,context1_final_facing,context2_final_facing,context1_action,context2_action,observer_start_position,observer_end_position,object_start_position,object_end_position,object_cardinal_relation,gold_relation_context1,gold_relation_context2,expected_relation_change,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2,description_structure,object_description
face_north__object_east__compact__observer_relative__fixed_flag,face_north__object_east,compact,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,right,left,True,"B faces north. Flag A stands east of B. B continues looking north. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces north. Flag A stands east of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_north__object_east__standard__cardinal__fixed_flag,face_north__object_east,standard,cardinal,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,east,east,False,"At the start, observer B faces north. Flag A stands at a fixed location east of B. B continues looking north. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces north. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target1,Target1,fixed_flag,flag_A
face_north__object_east__standard__observer_relative__fixed_flag,face_north__object_east,standard,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,right,left,True,"At the start, observer B faces north. Flag A stands at a fixed location east of B. B continues looking north. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces north. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_north__object_east__expanded__cardinal__fixed_flag,face_north__object_east,expanded,cardinal,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,east,east,False,"At the start of the scene, observer B faces north. Flag A stands at a fixed location east of B. B continues looking north. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces north. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target1,Target1,fixed_flag,flag_A
face_north__object_east__expanded__observer_relative__fixed_flag,face_north__object_east,expanded,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,right,left,True,"At the start of the scene, observer B faces north. Flag A stands at a fixed location east of B. B continues looking north. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces north. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_north__object_west__compact__cardinal__fixed_flag,face_north__object_west,compact,cardinal,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"B faces north. Flag A stands west of B. B continues looking north. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces north. Flag A stands west of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_north__object_west__compact__observer_relative__fixed_flag,face_north__object_west,compact,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,left,right,True,"B faces north. Flag A stands west of B. B continues looking north. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces north. Flag A stands west of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_north__object_west__standard__cardinal__fixed_flag,face_north__object_west,standard,cardinal,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"At the start, observer B faces north. Flag A stands at a fixed location west of B. B continues looking north. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces north. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_north__object_west__standard__observer_relative__fixed_flag,face_north__object_west,standard,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,left,right,True,"At the start, observer B faces north. Flag A stands at a fixed location west of B. B continues looking north. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces north. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_north__object_west__expanded__cardinal__fixed_flag,face_north__object_west,expanded,cardinal,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"At the start of the scene, observer B faces north. Flag A stands at a fixed location west of B. B continues looking north. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces north. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_north__object_west__expanded__observer_relative__fixed_flag,face_north__object_west,expanded,observer_relative,east_west,observer_turn,north,north,south,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,left,right,True,"At the start of the scene, observer B faces north. Flag A stands at a fixed location west of B. B continues looking north. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces north. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_east__object_north__compact__cardinal__fixed_flag,face_east__object_north,compact,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"B faces east. Flag A stands north of B. B continues looking east. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces east. Flag A stands north of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_east__object_north__compact__observer_relative__fixed_flag,face_east__object_north,compact,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,left,right,True,"B faces east. Flag A stands north of B. B continues looking east. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces east. Flag A stands north of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_east__object_north__standard__cardinal__fixed_flag,face_east__object_north,standard,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"At the start, observer B faces east. Flag A stands at a fixed location north of B. B continues looking east. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces east. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_east__object_north__standard__observer_relative__fixed_flag,face_east__object_north,standard,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,left,right,True,"At the start, observer B faces east. Flag A stands at a fixed location north of B. B continues looking east. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces east. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_east__object_north__expanded__cardinal__fixed_flag,face_east__object_north,expanded,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"At the start of the scene, observer B faces east. Flag A stands at a fixed location north of B. B continues looking east. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces east. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_east__object_north__expanded__observer_relative__fixed_flag,face_east__object_north,expanded,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,left,right,True,"At the start of the scene, observer B faces east. Flag A stands at a fixed location north of B. B continues looking east. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces east. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_east__object_south__compact__cardinal__fixed_flag,face_east__object_south,compact,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"B faces east. Flag A stands south of B. B continues looking east. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces east. Flag A stands south of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_east__object_south__compact__observer_relative__fixed_flag,face_east__object_south,compact,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,right,left,True,"B faces east. Flag A stands south of B. B continues looking east. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces east. Flag A stands south of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_east__object_south__standard__cardinal__fixed_flag,face_east__object_south,standard,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"At the start, observer B faces east. Flag A stands at a fixed location south of B. B continues looking east. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces east. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_east__object_south__standard__observer_relative__fixed_flag,face_east__object_south,standard,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,right,left,True,"At the start, observer B faces east. Flag A stands at a fixed location south of B. B continues looking east. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces east. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_east__object_south__expanded__cardinal__fixed_flag,face_east__object_south,expanded,cardinal,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"At the start of the scene, observer B faces east. Flag A stands at a fixed location south of B. B continues looking east. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces east. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_east__object_south__expanded__observer_relative__fixed_flag,face_east__object_south,expanded,observer_relative,north_south,observer_turn,east,east,west,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,right,left,True,"At the start of the scene, observer B faces east. Flag A stands at a fixed location south of B. B continues looking east. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces east. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_south__object_east__compact__cardinal__fixed_flag,face_south__object_east,compact,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,east,east,False,"B faces south. Flag A stands east of B. B continues looking south. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces south. Flag A stands east of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target1,Target1,fixed_flag,flag_A
face_south__object_east__compact__observer_relative__fixed_flag,face_south__object_east,compact,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,left,right,True,"B faces south. Flag A stands east of B. B continues looking south. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces south. Flag A stands east of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_south__object_east__standard__cardinal__fixed_flag,face_south__object_east,standard,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,east,east,False,"At the start, observer B faces south. Flag A stands at a fixed location east of B. B continues looking south. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces south. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target1,Target1,fixed_flag,flag_A
face_south__object_east__standard__observer_relative__fixed_flag,face_south__object_east,standard,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,left,right,True,"At the start, observer B faces south. Flag A stands at a fixed location east of B. B continues looking south. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces south. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_south__object_east__expanded__cardinal__fixed_flag,face_south__object_east,expanded,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,east,east,False,"At the start of the scene, observer B faces south. Flag A stands at a fixed location east of B. B continues looking south. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces south. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target1,Target1,fixed_flag,flag_A
face_south__object_east__expanded__observer_relative__fixed_flag,face_south__object_east,expanded,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[1, 0]","[1, 0]",east,left,right,True,"At the start of the scene, observer B faces south. Flag A stands at a fixed location east of B. B continues looking south. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces south. Flag A stands at a fixed location east of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_south__object_west__compact__cardinal__fixed_flag,face_south__object_west,compact,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"B faces south. Flag A stands west of B. B continues looking south. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces south. Flag A stands west of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_south__object_west__compact__observer_relative__fixed_flag,face_south__object_west,compact,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,right,left,True,"B faces south. Flag A stands west of B. B continues looking south. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces south. Flag A stands west of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_south__object_west__standard__cardinal__fixed_flag,face_south__object_west,standard,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"At the start, observer B faces south. Flag A stands at a fixed location west of B. B continues looking south. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces south. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_south__object_west__standard__observer_relative__fixed_flag,face_south__object_west,standard,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,right,left,True,"At the start, observer B faces south. Flag A stands at a fixed location west of B. B continues looking south. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces south. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_south__object_west__expanded__cardinal__fixed_flag,face_south__object_west,expanded,cardinal,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,west,west,False,"At the start of the scene, observer B faces south. Flag A stands at a fixed location west of B. B continues looking south. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces south. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is east of observer B.,Flag A is west of observer B.,Target2,Target2,fixed_flag,flag_A
face_south__object_west__expanded__observer_relative__fixed_flag,face_south__object_west,expanded,observer_relative,east_west,observer_turn,south,south,north,no_turn,half_turn,"[0, 0]","[0, 0]","[-1, 0]","[-1, 0]",west,right,left,True,"At the start of the scene, observer B faces south. Flag A stands at a fixed location west of B. B continues looking south. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces south. Flag A stands at a fixed location west of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_west__object_north__compact__cardinal__fixed_flag,face_west__object_north,compact,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"B faces west. Flag A stands north of B. B continues looking west. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces west. Flag A stands north of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_west__object_north__compact__observer_relative__fixed_flag,face_west__object_north,compact,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,right,left,True,"B faces west. Flag A stands north of B. B continues looking west. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces west. Flag A stands north of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_west__object_north__standard__cardinal__fixed_flag,face_west__object_north,standard,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"At the start, observer B faces west. Flag A stands at a fixed location north of B. B continues looking west. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces west. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_west__object_north__standard__observer_relative__fixed_flag,face_west__object_north,standard,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,right,left,True,"At the start, observer B faces west. Flag A stands at a fixed location north of B. B continues looking west. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces west. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_west__object_north__expanded__cardinal__fixed_flag,face_west__object_north,expanded,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,north,north,False,"At the start of the scene, observer B faces west. Flag A stands at a fixed location north of B. B continues looking west. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces west. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target1,Target1,fixed_flag,flag_A
face_west__object_north__expanded__observer_relative__fixed_flag,face_west__object_north,expanded,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, 1]","[0, 1]",north,right,left,True,"At the start of the scene, observer B faces west. Flag A stands at a fixed location north of B. B continues looking west. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces west. Flag A stands at a fixed location north of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target2,Target1,fixed_flag,flag_A
face_west__object_south__compact__cardinal__fixed_flag,face_west__object_south,compact,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"B faces west. Flag A stands south of B. B continues looking west. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces west. Flag A stands south of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_west__object_south__compact__observer_relative__fixed_flag,face_west__object_south,compact,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,left,right,True,"B faces west. Flag A stands south of B. B continues looking west. B and flag A remain in their original locations. At the end, to summarize the relationship:","B faces west. Flag A stands south of B. B turns to face the opposite direction. B and flag A remain in their original locations. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_west__object_south__standard__cardinal__fixed_flag,face_west__object_south,standard,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"At the start, observer B faces west. Flag A stands at a fixed location south of B. B continues looking west. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces west. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_west__object_south__standard__observer_relative__fixed_flag,face_west__object_south,standard,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,left,right,True,"At the start, observer B faces west. Flag A stands at a fixed location south of B. B continues looking west. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:","At the start, observer B faces west. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B and flag A remain in their original locations throughout the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
face_west__object_south__expanded__cardinal__fixed_flag,face_west__object_south,expanded,cardinal,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,south,south,False,"At the start of the scene, observer B faces west. Flag A stands at a fixed location south of B. B continues looking west. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces west. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is north of observer B.,Flag A is south of observer B.,Target2,Target2,fixed_flag,flag_A
face_west__object_south__expanded__observer_relative__fixed_flag,face_west__object_south,expanded,observer_relative,north_south,observer_turn,west,west,east,no_turn,half_turn,"[0, 0]","[0, 0]","[0, -1]","[0, -1]",south,left,right,True,"At the start of the scene, observer B faces west. Flag A stands at a fixed location south of B. B continues looking west. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:","At the start of the scene, observer B faces west. Flag A stands at a fixed location south of B. B turns to face the opposite direction. Observer B stays at the initial location. Flag A also stays where it started, so neither position changes during the scene. At the end, to summarize the relationship:",Flag A is on observer B's left side.,Flag A is on observer B's right side.,Target1,Target2,fixed_flag,flag_A
