matched_group_id,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,Domain,ConceptA,ConceptB,Target1,Target2,reference_order_id,target_negation_pattern_id,distance_standard_id,probe_id,probe_version,probe_type,original_baseline_probe_id,context_form_id,reference_form_id,condition_id,body_comparison_available,body_reference_type,body_reference,evidence_type,ContextType,ContextDiff,TargetDiff,prefix_text,close_location_sentence,far_location_sentence,Context1,Context2,correct_target_for_context1,correct_target_for_context2,close_evidence_type,far_evidence_type,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_dining__name_2__obj_book,person_dining,room_separation,person_dining,large dining room,person_object,name_2,Li,obj_book,book,,,spatial-relations,close,far,The book is close to Li.,The book is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_2__obj_book__placement__endpoint,1.0,close_far_context_and_body_reference,person_dining__name_2__obj_book__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Li sits on a chair at one end of a large dining room.,The book rests on the floor between the legs of the chair where Li sits.,The book rests across the full length of a large dining room from Li.,Li sits on a chair at one end of a large dining room. The book rests on the floor between the legs of the chair where Li sits.,Li sits on a chair at one end of a large dining room. The book rests across the full length of a large dining room from Li.,Target1,Target2,physical_arrangement,physical_arrangement,28,126,27,123,6,24,6,24,62
person_dining__name_2__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_2__obj_bag__placement__compact,1.0,close_far_context_and_body_reference,person_dining__name_2__obj_bag__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The bag rests on the floor between the legs of the chair where Li sits.,The bag rests across the full length of a large dining room from Li.,The bag rests on the floor between the legs of the chair where Li sits.,The bag rests across the full length of a large dining room from Li.,Target1,Target2,physical_arrangement,physical_arrangement,15,71,14,68,6,23,6,23,63
person_dining__name_2__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_2__obj_bag__placement__setting,1.0,close_far_context_and_body_reference,person_dining__name_2__obj_bag__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Li sits on a chair in a dining room.,The bag rests on the floor between the legs of the chair where Li sits.,The bag rests across the full length of a large dining room from Li.,Li sits on a chair in a dining room. The bag rests on the floor between the legs of the chair where Li sits.,Li sits on a chair in a dining room. The bag rests across the full length of a large dining room from Li.,Target1,Target2,physical_arrangement,physical_arrangement,24,108,23,105,6,23,6,23,64
person_dining__name_2__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_2,Li,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Li.,The bag is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_2__obj_bag__placement__endpoint,1.0,close_far_context_and_body_reference,person_dining__name_2__obj_bag__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Li sits on a chair at one end of a large dining room.,The bag rests on the floor between the legs of the chair where Li sits.,The bag rests across the full length of a large dining room from Li.,Li sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of the chair where Li sits.,Li sits on a chair at one end of a large dining room. The bag rests across the full length of a large dining room from Li.,Target1,Target2,physical_arrangement,physical_arrangement,28,125,27,122,6,23,6,23,65
person_dining__name_3__obj_book,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,spatial-relations,close,far,The book is close to Omar.,The book is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_book__placement__compact,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_book__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The book rests on the floor between the legs of the chair where Omar sits.,The book rests across the full length of a large dining room from Omar.,The book rests on the floor between the legs of the chair where Omar sits.,The book rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,15,74,14,71,6,26,6,26,66
person_dining__name_3__obj_book,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,spatial-relations,close,far,The book is close to Omar.,The book is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_book__placement__setting,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_book__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Omar sits on a chair in a dining room.,The book rests on the floor between the legs of the chair where Omar sits.,The book rests across the full length of a large dining room from Omar.,Omar sits on a chair in a dining room. The book rests on the floor between the legs of the chair where Omar sits.,Omar sits on a chair in a dining room. The book rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,24,113,23,110,6,26,6,26,67
person_dining__name_3__obj_book,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,spatial-relations,close,far,The book is close to Omar.,The book is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_book__placement__endpoint,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_book__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room.,The book rests on the floor between the legs of the chair where Omar sits.,The book rests across the full length of a large dining room from Omar.,Omar sits on a chair at one end of a large dining room. The book rests on the floor between the legs of the chair where Omar sits.,Omar sits on a chair at one end of a large dining room. The book rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,28,130,27,127,6,26,6,26,68
person_dining__name_3__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Omar.,The bag is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_bag__placement__compact,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_bag__baseline,compact,placement,placement__compact,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,,The bag rests on the floor between the legs of the chair where Omar sits.,The bag rests across the full length of a large dining room from Omar.,The bag rests on the floor between the legs of the chair where Omar sits.,The bag rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,15,73,14,70,6,25,6,25,69
person_dining__name_3__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Omar.,The bag is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_bag__placement__setting,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_bag__baseline,setting,placement,placement__setting,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Omar sits on a chair in a dining room.,The bag rests on the floor between the legs of the chair where Omar sits.,The bag rests across the full length of a large dining room from Omar.,Omar sits on a chair in a dining room. The bag rests on the floor between the legs of the chair where Omar sits.,Omar sits on a chair in a dining room. The bag rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,24,112,23,109,6,25,6,25,70
person_dining__name_3__obj_bag,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,spatial-relations,close,far,The bag is close to Omar.,The bag is far from Omar.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_dining__name_3__obj_bag__placement__endpoint,1.0,close_far_context_and_body_reference,person_dining__name_3__obj_bag__baseline,endpoint,placement,placement__endpoint,False,,,physical_arrangement,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room.,The bag rests on the floor between the legs of the chair where Omar sits.,The bag rests across the full length of a large dining room from Omar.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of the chair where Omar sits.,Omar sits on a chair at one end of a large dining room. The bag rests across the full length of a large dining room from Omar.,Target1,Target2,physical_arrangement,physical_arrangement,28,129,27,126,6,25,6,25,71
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,compact,placement,placement__compact,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,8,46,13,72,6,26,6,26,72
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands on a playing field.,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,Maya stands on a playing field. The ball rests immediately beside Maya's feet.,Maya stands on a playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,14,78,19,104,6,26,6,26,73
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The ball rests immediately beside Maya's feet.,The entire length of a large playing field separates the ball from Maya.,Maya stands at one end of a large playing field. The ball rests immediately beside Maya's feet.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,18,95,23,121,6,26,6,26,74
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__compact,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,6,39,13,72,6,26,6,26,75
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands on a playing field.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Maya stands on a playing field. The ball rests immediately beside Maya.,Maya stands on a playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,12,71,19,104,6,26,6,26,76
person_field__name_0__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Maya.,The ball is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_ball__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_ball__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The ball rests immediately beside Maya.,The entire length of a large playing field separates the ball from Maya.,Maya stands at one end of a large playing field. The ball rests immediately beside Maya.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the ball from Maya.,Target1,Target2,proximity_word,physical_arrangement,16,88,23,121,6,26,6,26,77
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__placement__compact,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,compact,placement,placement__compact,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,,The cone rests immediately beside Maya's feet.,The entire length of a large playing field separates the cone from Maya.,The cone rests immediately beside Maya's feet.,The entire length of a large playing field separates the cone from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,8,46,13,72,6,26,6,26,78
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands on a playing field.,The cone rests immediately beside Maya's feet.,The entire length of a large playing field separates the cone from Maya.,Maya stands on a playing field. The cone rests immediately beside Maya's feet.,Maya stands on a playing field. The entire length of a large playing field separates the cone from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,14,78,19,104,6,26,6,26,79
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The cone rests immediately beside Maya's feet.,The entire length of a large playing field separates the cone from Maya.,Maya stands at one end of a large playing field. The cone rests immediately beside Maya's feet.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the cone from Maya.,Target1,Target2,physical_arrangement,physical_arrangement,18,95,23,121,6,26,6,26,80
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__person_direct__compact,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The cone rests immediately beside Maya.,The entire length of a large playing field separates the cone from Maya.,The cone rests immediately beside Maya.,The entire length of a large playing field separates the cone from Maya.,Target1,Target2,proximity_word,physical_arrangement,6,39,13,72,6,26,6,26,81
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__person_direct__setting,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands on a playing field.,The cone rests immediately beside Maya.,The entire length of a large playing field separates the cone from Maya.,Maya stands on a playing field. The cone rests immediately beside Maya.,Maya stands on a playing field. The entire length of a large playing field separates the cone from Maya.,Target1,Target2,proximity_word,physical_arrangement,12,71,19,104,6,26,6,26,82
person_field__name_0__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Maya.,The cone is far from Maya.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_0__obj_cone__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_field__name_0__obj_cone__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Maya stands at one end of a large playing field.,The cone rests immediately beside Maya.,The entire length of a large playing field separates the cone from Maya.,Maya stands at one end of a large playing field. The cone rests immediately beside Maya.,Maya stands at one end of a large playing field. The entire length of a large playing field separates the cone from Maya.,Target1,Target2,proximity_word,physical_arrangement,16,88,23,121,6,26,6,26,83
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,compact,placement,placement__compact,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside Jesse's feet.,The entire length of a large playing field separates the ball from Jesse.,The ball rests immediately beside Jesse's feet.,The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,8,47,13,73,6,27,6,27,84
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands on a playing field.,The ball rests immediately beside Jesse's feet.,The entire length of a large playing field separates the ball from Jesse.,Jesse stands on a playing field. The ball rests immediately beside Jesse's feet.,Jesse stands on a playing field. The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,14,80,19,106,6,27,6,27,85
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field.,The ball rests immediately beside Jesse's feet.,The entire length of a large playing field separates the ball from Jesse.,Jesse stands at one end of a large playing field. The ball rests immediately beside Jesse's feet.,Jesse stands at one end of a large playing field. The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,18,97,23,123,6,27,6,27,86
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__person_direct__compact,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The ball rests immediately beside Jesse.,The entire length of a large playing field separates the ball from Jesse.,The ball rests immediately beside Jesse.,The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,proximity_word,physical_arrangement,6,40,13,73,6,27,6,27,87
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__person_direct__setting,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands on a playing field.,The ball rests immediately beside Jesse.,The entire length of a large playing field separates the ball from Jesse.,Jesse stands on a playing field. The ball rests immediately beside Jesse.,Jesse stands on a playing field. The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,proximity_word,physical_arrangement,12,73,19,106,6,27,6,27,88
person_field__name_1__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Jesse.,The ball is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_ball__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_field__name_1__obj_ball__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands at one end of a large playing field.,The ball rests immediately beside Jesse.,The entire length of a large playing field separates the ball from Jesse.,Jesse stands at one end of a large playing field. The ball rests immediately beside Jesse.,Jesse stands at one end of a large playing field. The entire length of a large playing field separates the ball from Jesse.,Target1,Target2,proximity_word,physical_arrangement,16,90,23,123,6,27,6,27,89
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__placement__compact,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,compact,placement,placement__compact,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,,The cone rests immediately beside Jesse's feet.,The entire length of a large playing field separates the cone from Jesse.,The cone rests immediately beside Jesse's feet.,The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,8,47,13,73,6,27,6,27,90
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands on a playing field.,The cone rests immediately beside Jesse's feet.,The entire length of a large playing field separates the cone from Jesse.,Jesse stands on a playing field. The cone rests immediately beside Jesse's feet.,Jesse stands on a playing field. The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,14,80,19,106,6,27,6,27,91
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field.,The cone rests immediately beside Jesse's feet.,The entire length of a large playing field separates the cone from Jesse.,Jesse stands at one end of a large playing field. The cone rests immediately beside Jesse's feet.,Jesse stands at one end of a large playing field. The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,physical_arrangement,physical_arrangement,18,97,23,123,6,27,6,27,92
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__person_direct__compact,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,compact,person_direct,person_direct__compact,True,,,proximity_word,mixed,location phrase contrast,concept swap,,The cone rests immediately beside Jesse.,The entire length of a large playing field separates the cone from Jesse.,The cone rests immediately beside Jesse.,The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,proximity_word,physical_arrangement,6,40,13,73,6,27,6,27,93
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__person_direct__setting,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,setting,person_direct,person_direct__setting,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands on a playing field.,The cone rests immediately beside Jesse.,The entire length of a large playing field separates the cone from Jesse.,Jesse stands on a playing field. The cone rests immediately beside Jesse.,Jesse stands on a playing field. The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,proximity_word,physical_arrangement,12,73,19,106,6,27,6,27,94
person_field__name_1__obj_cone,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,spatial-relations,close,far,The cone is close to Jesse.,The cone is far from Jesse.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_1__obj_cone__person_direct__endpoint,1.0,close_far_context_and_body_reference,person_field__name_1__obj_cone__baseline,endpoint,person_direct,person_direct__endpoint,True,,,proximity_word,mixed,location phrase contrast,concept swap,Jesse stands at one end of a large playing field.,The cone rests immediately beside Jesse.,The entire length of a large playing field separates the cone from Jesse.,Jesse stands at one end of a large playing field. The cone rests immediately beside Jesse.,Jesse stands at one end of a large playing field. The entire length of a large playing field separates the cone from Jesse.,Target1,Target2,proximity_word,physical_arrangement,16,90,23,123,6,27,6,27,95
person_field__name_2__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_2__obj_ball__placement__compact,1.0,close_far_context_and_body_reference,person_field__name_2__obj_ball__baseline,compact,placement,placement__compact,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,,The ball rests immediately beside Li's feet.,The entire length of a large playing field separates the ball from Li.,The ball rests immediately beside Li's feet.,The entire length of a large playing field separates the ball from Li.,Target1,Target2,physical_arrangement,physical_arrangement,8,44,13,70,6,24,6,24,96
person_field__name_2__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_2__obj_ball__placement__setting,1.0,close_far_context_and_body_reference,person_field__name_2__obj_ball__baseline,setting,placement,placement__setting,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands on a playing field.,The ball rests immediately beside Li's feet.,The entire length of a large playing field separates the ball from Li.,Li stands on a playing field. The ball rests immediately beside Li's feet.,Li stands on a playing field. The entire length of a large playing field separates the ball from Li.,Target1,Target2,physical_arrangement,physical_arrangement,14,74,19,100,6,24,6,24,97
person_field__name_2__obj_ball,person_field,endpoints,person_field,large playing field,person_object,name_2,Li,obj_ball,ball,,,spatial-relations,close,far,The ball is close to Li.,The ball is far from Li.,target_first,positive,ordinary_physical_separation,context_diagnostic__person_field__name_2__obj_ball__placement__endpoint,1.0,close_far_context_and_body_reference,person_field__name_2__obj_ball__baseline,endpoint,placement,placement__endpoint,True,body_part,feet,physical_arrangement,indirect,location phrase contrast,concept swap,Li stands at one end of a large playing field.,The ball rests immediately beside Li's feet.,The entire length of a large playing field separates the ball from Li.,Li stands at one end of a large playing field. The ball rests immediately beside Li's feet.,Li stands at one end of a large playing field. The entire length of a large playing field separates the ball from Li.,Target1,Target2,physical_arrangement,physical_arrangement,18,91,23,117,6,24,6,24,98
