control,reference_probe_id,variant_probe_id,context_form_id,match_type
context_expansion,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__compact,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__setting,setting,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_2__obj_backpack__placement__setting,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__setting,setting,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__compact,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__endpoint,endpoint,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_2__obj_backpack__placement__endpoint,context_diagnostic__person_platform__name_2__obj_backpack__person_direct__endpoint,endpoint,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_suitcase__placement__compact,context_diagnostic__person_platform__name_3__obj_suitcase__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_suitcase__placement__compact,context_diagnostic__person_platform__name_3__obj_suitcase__placement__endpoint,endpoint,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_suitcase__placement__compact,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__compact,compact,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__compact,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__setting,setting,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_suitcase__placement__setting,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__setting,setting,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__compact,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__endpoint,endpoint,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_suitcase__placement__endpoint,context_diagnostic__person_platform__name_3__obj_suitcase__person_direct__endpoint,endpoint,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_backpack__placement__compact,context_diagnostic__person_platform__name_3__obj_backpack__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_backpack__placement__compact,context_diagnostic__person_platform__name_3__obj_backpack__placement__endpoint,endpoint,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_backpack__placement__compact,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__compact,compact,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__compact,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__setting,setting,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_backpack__placement__setting,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__setting,setting,identical_far_context_and_targets
context_expansion,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__compact,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__endpoint,endpoint,identical_location_sentences_and_targets
body_reference,context_diagnostic__person_platform__name_3__obj_backpack__placement__endpoint,context_diagnostic__person_platform__name_3__obj_backpack__person_direct__endpoint,endpoint,identical_far_context_and_targets
context_expansion,context_diagnostic__person_auditorium__name_0__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_0__obj_bag__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_0__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_0__obj_bag__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_0__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_0__obj_coat__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_0__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_0__obj_coat__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_1__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_1__obj_bag__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_1__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_1__obj_bag__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_1__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_1__obj_coat__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_1__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_1__obj_coat__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_2__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_2__obj_bag__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_2__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_2__obj_bag__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_2__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_2__obj_coat__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_2__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_2__obj_coat__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_3__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_3__obj_bag__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_3__obj_bag__placement__compact,context_diagnostic__person_auditorium__name_3__obj_bag__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_3__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_3__obj_coat__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__person_auditorium__name_3__obj_coat__placement__compact,context_diagnostic__person_auditorium__name_3__obj_coat__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__compact,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__compact,context_diagnostic__objects_gym__obj_bench__obj_ball__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_bench__obj_cone__placement__compact,context_diagnostic__objects_gym__obj_bench__obj_cone__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_bench__obj_cone__placement__compact,context_diagnostic__objects_gym__obj_bench__obj_cone__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_mat__obj_ball__placement__compact,context_diagnostic__objects_gym__obj_mat__obj_ball__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_mat__obj_ball__placement__compact,context_diagnostic__objects_gym__obj_mat__obj_ball__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_mat__obj_cone__placement__compact,context_diagnostic__objects_gym__obj_mat__obj_cone__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_gym__obj_mat__obj_cone__placement__compact,context_diagnostic__objects_gym__obj_mat__obj_cone__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__compact,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__compact,context_diagnostic__objects_kitchen__obj_plate__obj_cup__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_plate__obj_mug__placement__compact,context_diagnostic__objects_kitchen__obj_plate__obj_mug__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_plate__obj_mug__placement__compact,context_diagnostic__objects_kitchen__obj_plate__obj_mug__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_bowl__obj_cup__placement__compact,context_diagnostic__objects_kitchen__obj_bowl__obj_cup__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_bowl__obj_cup__placement__compact,context_diagnostic__objects_kitchen__obj_bowl__obj_cup__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_bowl__obj_mug__placement__compact,context_diagnostic__objects_kitchen__obj_bowl__obj_mug__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_kitchen__obj_bowl__obj_mug__placement__compact,context_diagnostic__objects_kitchen__obj_bowl__obj_mug__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__compact,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__compact,context_diagnostic__objects_workshop__obj_toolbox__obj_helmet__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_toolbox__obj_bucket__placement__compact,context_diagnostic__objects_workshop__obj_toolbox__obj_bucket__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_toolbox__obj_bucket__placement__compact,context_diagnostic__objects_workshop__obj_toolbox__obj_bucket__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_crate__obj_helmet__placement__compact,context_diagnostic__objects_workshop__obj_crate__obj_helmet__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_crate__obj_helmet__placement__compact,context_diagnostic__objects_workshop__obj_crate__obj_helmet__placement__endpoint,endpoint,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_crate__obj_bucket__placement__compact,context_diagnostic__objects_workshop__obj_crate__obj_bucket__placement__setting,setting,identical_location_sentences_and_targets
context_expansion,context_diagnostic__objects_workshop__obj_crate__obj_bucket__placement__compact,context_diagnostic__objects_workshop__obj_crate__obj_bucket__placement__endpoint,endpoint,identical_location_sentences_and_targets
