probe_id,probe_version,probe_family,axis,template_id,mapping_direction,wording_family,wording_id,reference_frame,reference_surface,context_entity_order,target_entity_order,correct_target_for_context1,correct_target_for_context2,Context1,Target1,context1_direction,gold1_cardinal_direction,context1_screen_axis,context1_screen_sign,Context2,Target2,context2_direction,gold2_cardinal_direction,context2_screen_axis,context2_screen_sign,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count,preposition,design_extension,preposition_match_id
north_south__position_reverse_paraphrase__reciprocal_named,1.2,relative_map_position,north_south,position_reverse_paraphrase__reciprocal_named,meaning_to_word,relative_position,paraphrase,north_up_east_right_map,map,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"On this map, north is at the top and east is on the right. The cabin is drawn above the lake. The lake is",south of the cabin.,north,south,vertical,1,"On this map, north is at the top and east is on the right. The cabin is drawn below the lake. The lake is",north of the cabin.,south,north,vertical,-1,24,24,4,4,not_applicable,reciprocal_named_entities,
east_west__position_forward_plain__reciprocal_named,1.2,relative_map_position,east_west,position_forward_plain__reciprocal_named,word_to_meaning,relative_position,plain,north_up_east_right_map,map,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"On this map, north is at the top and east is on the right. The cabin is east of the lake. The lake appears",to the left of the cabin.,east,west,horizontal,1,"On this map, north is at the top and east is on the right. The cabin is west of the lake. The lake appears",to the right of the cabin.,west,east,horizontal,-1,24,24,6,6,not_applicable,reciprocal_named_entities,
east_west__position_forward_paraphrase__reciprocal_named,1.2,relative_map_position,east_west,position_forward_paraphrase__reciprocal_named,word_to_meaning,relative_position,paraphrase,north_up_east_right_map,map,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"On this map, north is at the top and east is on the right. The cabin lies east of the lake. The lake appears",to the left of the cabin.,east,west,horizontal,1,"On this map, north is at the top and east is on the right. The cabin lies west of the lake. The lake appears",to the right of the cabin.,west,east,horizontal,-1,24,24,6,6,not_applicable,reciprocal_named_entities,
east_west__position_reverse_plain__reciprocal_named,1.2,relative_map_position,east_west,position_reverse_plain__reciprocal_named,meaning_to_word,relative_position,plain,north_up_east_right_map,map,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"On this map, north is at the top and east is on the right. The cabin appears to the right of the lake. The lake is",west of the cabin.,east,west,horizontal,1,"On this map, north is at the top and east is on the right. The cabin appears to the left of the lake. The lake is",east of the cabin.,west,east,horizontal,-1,26,26,4,4,not_applicable,reciprocal_named_entities,
east_west__position_reverse_paraphrase__reciprocal_named,1.2,relative_map_position,east_west,position_reverse_paraphrase__reciprocal_named,meaning_to_word,relative_position,paraphrase,north_up_east_right_map,map,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"On this map, north is at the top and east is on the right. The cabin is drawn to the right of the lake. The lake is",west of the cabin.,east,west,horizontal,1,"On this map, north is at the top and east is on the right. The cabin is drawn to the left of the lake. The lake is",east of the cabin.,west,east,horizontal,-1,27,27,4,4,not_applicable,reciprocal_named_entities,
north_south__position_forward_plain__globe__reciprocal_named,1.2,relative_map_position,north_south,position_forward_plain__reciprocal_named,word_to_meaning,relative_position,plain,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is north of the lake. The lake appears",below the cabin.,north,south,vertical,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is south of the lake. The lake appears",above the cabin.,south,north,vertical,-1,42,42,3,3,not_applicable,reciprocal_named_entities,
north_south__position_forward_paraphrase__globe__reciprocal_named,1.2,relative_map_position,north_south,position_forward_paraphrase__reciprocal_named,word_to_meaning,relative_position,paraphrase,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin lies north of the lake. The lake appears",below the cabin.,north,south,vertical,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin lies south of the lake. The lake appears",above the cabin.,south,north,vertical,-1,42,42,3,3,not_applicable,reciprocal_named_entities,
north_south__position_reverse_plain__globe__reciprocal_named,1.2,relative_map_position,north_south,position_reverse_plain__reciprocal_named,meaning_to_word,relative_position,plain,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin appears above the lake. The lake is",south of the cabin.,north,south,vertical,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin appears below the lake. The lake is",north of the cabin.,south,north,vertical,-1,41,41,4,4,not_applicable,reciprocal_named_entities,
north_south__position_reverse_paraphrase__globe__reciprocal_named,1.2,relative_map_position,north_south,position_reverse_paraphrase__reciprocal_named,meaning_to_word,relative_position,paraphrase,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is drawn above the lake. The lake is",south of the cabin.,north,south,vertical,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is drawn below the lake. The lake is",north of the cabin.,south,north,vertical,-1,42,42,4,4,not_applicable,reciprocal_named_entities,
east_west__position_forward_plain__globe__reciprocal_named,1.2,relative_map_position,east_west,position_forward_plain__reciprocal_named,word_to_meaning,relative_position,plain,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is east of the lake. The lake appears",to the left of the cabin.,east,west,horizontal,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is west of the lake. The lake appears",to the right of the cabin.,west,east,horizontal,-1,42,42,6,6,not_applicable,reciprocal_named_entities,
east_west__position_forward_paraphrase__globe__reciprocal_named,1.2,relative_map_position,east_west,position_forward_paraphrase__reciprocal_named,word_to_meaning,relative_position,paraphrase,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin lies east of the lake. The lake appears",to the left of the cabin.,east,west,horizontal,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin lies west of the lake. The lake appears",to the right of the cabin.,west,east,horizontal,-1,42,42,6,6,not_applicable,reciprocal_named_entities,
east_west__position_reverse_plain__globe__reciprocal_named,1.2,relative_map_position,east_west,position_reverse_plain__reciprocal_named,meaning_to_word,relative_position,plain,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin appears to the right of the lake. The lake is",west of the cabin.,east,west,horizontal,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin appears to the left of the lake. The lake is",east of the cabin.,west,east,horizontal,-1,44,44,4,4,not_applicable,reciprocal_named_entities,
east_west__position_reverse_paraphrase__globe__reciprocal_named,1.2,relative_map_position,east_west,position_reverse_paraphrase__reciprocal_named,meaning_to_word,relative_position,paraphrase,upright_globe_central_view,globe,cabin_then_lake,lake_relative_to_cabin,Target1,Target2,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is drawn to the right of the lake. The lake is",west of the cabin.,east,west,horizontal,1,"You view an upright globe with the North Pole at the top. In the central visible region, north appears upward and east appears rightward. Both markers are close together in that region. The cabin is drawn to the left of the lake. The lake is",east of the cabin.,west,east,horizontal,-1,45,45,4,4,not_applicable,reciprocal_named_entities,
