probe_type,probe_version,name_id,name,object_id,object,Target1,Target2,Target3,probe_id,condition_id,event_family,direct_label_match_id,evidence_type,numeric_information,template_id,context_entity_order,length_band,length_match_id,entity_order_match_id,reference_order_id,outcome,correct_target,event_id,distance_trajectory_id,numeric_case_id,unit_id,initial_distance,final_distance,movement_distance,person_before,person_after,object_before,object_after,person_moves,object_moves,object_stationary,passes_reference,target_relation_repeated,Context,Context_word_count,Context_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,Target3_word_count,Target3_token_count,probe_row_index
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_object_first__farther,direct_label,direct_relation_control,name_3__obj_cone__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now farther from Omar.",10,12,9,11,9,11,12,14,6051
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_person_first__unchanged,direct_label,direct_relation_control,name_3__obj_cone__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now at the same distance from the cone.",13,15,9,11,9,11,12,14,6052
closer_farther_event_extension,1.2,name_3,Omar,obj_cone,cone,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,Omar is now at the same distance from the cone as before.,name_3__obj_cone__direct_object_first__unchanged,direct_label,direct_relation_control,name_3__obj_cone__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the cone is now at the same distance from Omar.",13,15,9,11,9,11,12,14,6053
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_person_first__closer,direct_label,direct_relation_control,name_3__obj_flag__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now closer to the flag.",10,12,9,11,9,11,12,14,6720
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_object_first__closer,direct_label,direct_relation_control,name_3__obj_flag__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now closer to Omar.",10,12,9,11,9,11,12,14,6721
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_person_first__farther,direct_label,direct_relation_control,name_3__obj_flag__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now farther from the flag.",10,12,9,11,9,11,12,14,6722
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_object_first__farther,direct_label,direct_relation_control,name_3__obj_flag__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now farther from Omar.",10,12,9,11,9,11,12,14,6723
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_person_first__unchanged,direct_label,direct_relation_control,name_3__obj_flag__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now at the same distance from the flag.",13,15,9,11,9,11,12,14,6724
closer_farther_event_extension,1.2,name_3,Omar,obj_flag,flag,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,Omar is now at the same distance from the flag as before.,name_3__obj_flag__direct_object_first__unchanged,direct_label,direct_relation_control,name_3__obj_flag__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the flag is now at the same distance from Omar.",13,15,9,11,9,11,12,14,6725
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_person_first__closer,direct_label,direct_relation_control,name_3__obj_bicycle__closer,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now closer to the bicycle.",10,12,9,11,9,11,12,14,7392
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_object_first__closer,direct_label,direct_relation_control,name_3__obj_bicycle__closer,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,closer,Target1,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now closer to Omar.",10,12,9,11,9,11,12,14,7393
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_person_first__farther,direct_label,direct_relation_control,name_3__obj_bicycle__farther,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now farther from the bicycle.",10,12,9,11,9,11,12,14,7394
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_object_first__farther,direct_label,direct_relation_control,name_3__obj_bicycle__farther,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,farther,Target2,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now farther from Omar.",10,12,9,11,9,11,12,14,7395
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_person_first__unchanged,direct_label,direct_relation_control,name_3__obj_bicycle__unchanged,explicit_comparative_label,absent,direct_person_first,person_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, Omar is now at the same distance from the bicycle.",13,15,9,11,9,11,12,14,7396
closer_farther_event_extension,1.2,name_3,Omar,obj_bicycle,bicycle,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,Omar is now at the same distance from the bicycle as before.,name_3__obj_bicycle__direct_object_first__unchanged,direct_label,direct_relation_control,name_3__obj_bicycle__unchanged,explicit_comparative_label,absent,direct_object_first,object_first,direct,,,person_relative_to_object,unchanged,Target3,,,,,,,,,,,,,,,,True,"Compared with before, the bicycle is now at the same distance from Omar.",13,15,9,11,9,11,12,14,7397
