match_type,probe_id_a,probe_id_b,expected_gold_change,scene_cluster_id
target_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_same_direction__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_same_direction__numeric__maya_eli__target_first__reference_first__increasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__maya_eli__target_first__reference_first__decreasing__none,False,both_same_direction
target_entity_order,event__both_same_direction__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__both_same_direction__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,both_same_direction
target_entity_order,event__both_same_direction__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__both_same_direction__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,both_same_direction
target_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__increasing__none,event__both_opposite_preserved__numeric__a_b__target_first__target_first__increasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__target_first__target_first__decreasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__increasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__decreasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__increasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__increasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__increasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__decreasing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__both_opposite_preserved__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,both_opposite_preserved
target_entity_order,event__both_opposite_preserved__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__both_opposite_preserved__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,both_opposite_preserved
target_entity_order,event__both_reverse__numeric__a_b__reference_first__target_first__increasing__none,event__both_reverse__numeric__a_b__target_first__target_first__increasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__a_b__reference_first__target_first__decreasing__none,event__both_reverse__numeric__a_b__target_first__target_first__decreasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__a_b__reference_first__reference_first__increasing__none,event__both_reverse__numeric__a_b__target_first__reference_first__increasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__a_b__target_first__reference_first__decreasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__maya_eli__reference_first__target_first__increasing__none,event__both_reverse__numeric__maya_eli__target_first__target_first__increasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_reverse__numeric__maya_eli__target_first__target_first__decreasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__maya_eli__reference_first__reference_first__increasing__none,event__both_reverse__numeric__maya_eli__target_first__reference_first__increasing__none,False,both_reverse
target_entity_order,event__both_reverse__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__maya_eli__target_first__reference_first__decreasing__none,False,both_reverse
target_entity_order,event__both_reverse__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,event__both_reverse__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,False,both_reverse
target_entity_order,event__both_reverse__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,event__both_reverse__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,both_reverse
target_entity_order,control__direct_labels__direct_label__a_b__reference_first__template_specific__not_applicable__none,control__direct_labels__direct_label__a_b__target_first__template_specific__not_applicable__none,False,direct_labels
target_entity_order,observer_turn__observer_turn_front__initial_relation_then_action__a_b__reference_first__template_specific__implicit_initial_facing__none,observer_turn__observer_turn_front__initial_relation_then_action__a_b__target_first__template_specific__implicit_initial_facing__none,False,observer_turn_front_behind
target_entity_order,observer_turn__observer_turn_behind__initial_relation_then_action__a_b__reference_first__template_specific__implicit_initial_facing__none,observer_turn__observer_turn_behind__initial_relation_then_action__a_b__target_first__template_specific__implicit_initial_facing__none,False,observer_turn_front_behind
target_entity_order,control__direct_labels__direct_label__maya_eli__reference_first__template_specific__not_applicable__none,control__direct_labels__direct_label__maya_eli__target_first__template_specific__not_applicable__none,False,direct_labels
target_entity_order,observer_turn__observer_turn_front__initial_relation_then_action__maya_eli__reference_first__template_specific__implicit_initial_facing__none,observer_turn__observer_turn_front__initial_relation_then_action__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,observer_turn_front_behind
target_entity_order,observer_turn__observer_turn_behind__initial_relation_then_action__maya_eli__reference_first__template_specific__implicit_initial_facing__none,observer_turn__observer_turn_behind__initial_relation_then_action__maya_eli__target_first__template_specific__implicit_initial_facing__none,False,observer_turn_front_behind
facing_direction,event__static_adjacent__numeric__a_b__target_first__target_first__decreasing__none,event__static_adjacent__numeric__a_b__target_first__target_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__a_b__reference_first__target_first__decreasing__none,event__static_adjacent__numeric__a_b__reference_first__target_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__a_b__target_first__reference_first__decreasing__none,event__static_adjacent__numeric__a_b__target_first__reference_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_adjacent__numeric__a_b__reference_first__reference_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__maya_eli__target_first__target_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__target_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_adjacent__numeric__maya_eli__reference_first__target_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__maya_eli__target_first__reference_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__reference_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__increasing__none,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__door,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__door,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__door,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__door,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__window,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__window,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__window,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__window,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__gate,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__gate,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__gate,True,static_adjacent
facing_direction,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__gate,True,static_adjacent
facing_direction,event__static_separated__numeric__a_b__target_first__target_first__decreasing__none,event__static_separated__numeric__a_b__target_first__target_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__a_b__reference_first__target_first__decreasing__none,event__static_separated__numeric__a_b__reference_first__target_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__a_b__target_first__reference_first__decreasing__none,event__static_separated__numeric__a_b__target_first__reference_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_separated__numeric__a_b__reference_first__reference_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__maya_eli__target_first__target_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__target_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_separated__numeric__maya_eli__reference_first__target_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__maya_eli__target_first__reference_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__reference_first__increasing__none,True,static_separated
facing_direction,event__static_separated__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_separated__numeric__maya_eli__reference_first__reference_first__increasing__none,True,static_separated
facing_direction,event__static_interior__numeric__a_b__target_first__target_first__decreasing__none,event__static_interior__numeric__a_b__target_first__target_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__a_b__reference_first__target_first__decreasing__none,event__static_interior__numeric__a_b__reference_first__target_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__a_b__target_first__reference_first__decreasing__none,event__static_interior__numeric__a_b__target_first__reference_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_interior__numeric__a_b__reference_first__reference_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__maya_eli__target_first__target_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__target_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__maya_eli__reference_first__target_first__decreasing__none,event__static_interior__numeric__maya_eli__reference_first__target_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__maya_eli__target_first__reference_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__reference_first__increasing__none,True,static_interior
facing_direction,event__static_interior__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__static_interior__numeric__maya_eli__reference_first__reference_first__increasing__none,True,static_interior
facing_direction,event__target_cross_forward__numeric__a_b__target_first__target_first__decreasing__none,event__target_cross_forward__numeric__a_b__target_first__target_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__a_b__reference_first__target_first__decreasing__none,event__target_cross_forward__numeric__a_b__reference_first__target_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__a_b__target_first__reference_first__decreasing__none,event__target_cross_forward__numeric__a_b__target_first__reference_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__a_b__reference_first__reference_first__decreasing__none,event__target_cross_forward__numeric__a_b__reference_first__reference_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__maya_eli__target_first__target_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__increasing__none,True,target_cross_forward
facing_direction,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__increasing__none,True,target_cross_forward
facing_direction,event__reference_cross_forward__numeric__a_b__target_first__target_first__decreasing__none,event__reference_cross_forward__numeric__a_b__target_first__target_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__a_b__reference_first__target_first__decreasing__none,event__reference_cross_forward__numeric__a_b__reference_first__target_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__a_b__target_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__a_b__target_first__reference_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__a_b__reference_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__a_b__reference_first__reference_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__maya_eli__target_first__target_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__maya_eli__reference_first__target_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__reference_first__target_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__maya_eli__target_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__target_first__reference_first__increasing__none,True,reference_cross_forward
facing_direction,event__reference_cross_forward__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__reference_cross_forward__numeric__maya_eli__reference_first__reference_first__increasing__none,True,reference_cross_forward
facing_direction,event__approach_without_crossing__numeric__a_b__target_first__target_first__decreasing__none,event__approach_without_crossing__numeric__a_b__target_first__target_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__a_b__reference_first__target_first__decreasing__none,event__approach_without_crossing__numeric__a_b__reference_first__target_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__a_b__target_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__a_b__target_first__reference_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__a_b__reference_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__a_b__reference_first__reference_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__maya_eli__target_first__target_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__target_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__maya_eli__reference_first__target_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__reference_first__target_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__maya_eli__target_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__target_first__reference_first__increasing__none,True,approach_without_crossing
facing_direction,event__approach_without_crossing__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__approach_without_crossing__numeric__maya_eli__reference_first__reference_first__increasing__none,True,approach_without_crossing
facing_direction,event__recede_without_crossing__numeric__a_b__target_first__target_first__decreasing__none,event__recede_without_crossing__numeric__a_b__target_first__target_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__a_b__reference_first__target_first__decreasing__none,event__recede_without_crossing__numeric__a_b__reference_first__target_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__a_b__target_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__a_b__target_first__reference_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__a_b__reference_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__a_b__reference_first__reference_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__maya_eli__target_first__target_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__target_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__reference_first__target_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__maya_eli__target_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__target_first__reference_first__increasing__none,True,recede_without_crossing
facing_direction,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__recede_without_crossing__numeric__maya_eli__reference_first__reference_first__increasing__none,True,recede_without_crossing
facing_direction,event__both_same_direction__numeric__a_b__target_first__target_first__decreasing__none,event__both_same_direction__numeric__a_b__target_first__target_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__a_b__reference_first__target_first__decreasing__none,event__both_same_direction__numeric__a_b__reference_first__target_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__a_b__target_first__reference_first__decreasing__none,event__both_same_direction__numeric__a_b__target_first__reference_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__a_b__reference_first__reference_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__maya_eli__target_first__target_first__decreasing__none,event__both_same_direction__numeric__maya_eli__target_first__target_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_same_direction__numeric__maya_eli__reference_first__target_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_same_direction__numeric__maya_eli__target_first__reference_first__increasing__none,True,both_same_direction
facing_direction,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_same_direction__numeric__maya_eli__reference_first__reference_first__increasing__none,True,both_same_direction
facing_direction,event__both_opposite_preserved__numeric__a_b__target_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__target_first__target_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__reference_first__target_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__target_first__reference_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__a_b__reference_first__reference_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__target_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__reference_first__target_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__target_first__reference_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_opposite_preserved__numeric__maya_eli__reference_first__reference_first__increasing__none,True,both_opposite_preserved
facing_direction,event__both_reverse__numeric__a_b__target_first__target_first__decreasing__none,event__both_reverse__numeric__a_b__target_first__target_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__a_b__reference_first__target_first__decreasing__none,event__both_reverse__numeric__a_b__reference_first__target_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__a_b__target_first__reference_first__decreasing__none,event__both_reverse__numeric__a_b__target_first__reference_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__a_b__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__a_b__reference_first__reference_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__maya_eli__target_first__target_first__decreasing__none,event__both_reverse__numeric__maya_eli__target_first__target_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__maya_eli__reference_first__target_first__decreasing__none,event__both_reverse__numeric__maya_eli__reference_first__target_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__maya_eli__target_first__reference_first__decreasing__none,event__both_reverse__numeric__maya_eli__target_first__reference_first__increasing__none,True,both_reverse
facing_direction,event__both_reverse__numeric__maya_eli__reference_first__reference_first__decreasing__none,event__both_reverse__numeric__maya_eli__reference_first__reference_first__increasing__none,True,both_reverse
entity_pair_id,event__static_adjacent__numeric__a_b__target_first__target_first__increasing__none,event__static_adjacent__numeric__maya_eli__target_first__target_first__increasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__target_first__target_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__reference_first__target_first__increasing__none,event__static_adjacent__numeric__maya_eli__reference_first__target_first__increasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__reference_first__target_first__decreasing__none,event__static_adjacent__numeric__maya_eli__reference_first__target_first__decreasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__target_first__reference_first__increasing__none,event__static_adjacent__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__target_first__reference_first__decreasing__none,event__static_adjacent__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__reference_first__reference_first__increasing__none,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__increasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_adjacent__numeric__maya_eli__reference_first__reference_first__decreasing__none,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__door,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__door,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__door,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__door,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__door,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__door,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__door,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__window,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__window,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__window,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__window,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__window,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__window,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__window,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__toward_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__toward_anchor__gate,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__toward_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__toward_anchor__gate,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__target_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__target_first__template_specific__away_from_anchor__gate,False,static_adjacent
entity_pair_id,event__static_adjacent__nonnumeric__a_b__reference_first__template_specific__away_from_anchor__gate,event__static_adjacent__nonnumeric__maya_eli__reference_first__template_specific__away_from_anchor__gate,False,static_adjacent
entity_pair_id,event__static_separated__numeric__a_b__target_first__target_first__increasing__none,event__static_separated__numeric__maya_eli__target_first__target_first__increasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__target_first__target_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__reference_first__target_first__increasing__none,event__static_separated__numeric__maya_eli__reference_first__target_first__increasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__reference_first__target_first__decreasing__none,event__static_separated__numeric__maya_eli__reference_first__target_first__decreasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__target_first__reference_first__increasing__none,event__static_separated__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__target_first__reference_first__decreasing__none,event__static_separated__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__reference_first__reference_first__increasing__none,event__static_separated__numeric__maya_eli__reference_first__reference_first__increasing__none,False,static_separated
entity_pair_id,event__static_separated__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_separated__numeric__maya_eli__reference_first__reference_first__decreasing__none,False,static_separated
entity_pair_id,event__static_interior__numeric__a_b__target_first__target_first__increasing__none,event__static_interior__numeric__maya_eli__target_first__target_first__increasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__target_first__target_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__target_first__decreasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__reference_first__target_first__increasing__none,event__static_interior__numeric__maya_eli__reference_first__target_first__increasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__reference_first__target_first__decreasing__none,event__static_interior__numeric__maya_eli__reference_first__target_first__decreasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__target_first__reference_first__increasing__none,event__static_interior__numeric__maya_eli__target_first__reference_first__increasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__target_first__reference_first__decreasing__none,event__static_interior__numeric__maya_eli__target_first__reference_first__decreasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__reference_first__reference_first__increasing__none,event__static_interior__numeric__maya_eli__reference_first__reference_first__increasing__none,False,static_interior
entity_pair_id,event__static_interior__numeric__a_b__reference_first__reference_first__decreasing__none,event__static_interior__numeric__maya_eli__reference_first__reference_first__decreasing__none,False,static_interior
entity_pair_id,event__target_cross_forward__numeric__a_b__target_first__target_first__increasing__none,event__target_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,False,target_cross_forward
