probe_version,probe_family,case_id,scene_cluster_id,event_family,event_subtype,evidence_format,entity_pair_id,target_entity,reference_entity,target_entity_order,context_entity_order,facing_direction,anchor,reference_frame,length_band,definition_present,answer_bridge_present,headline_eligible,source_seed_ids,facing_fixed,initial_relation_explicit,final_relation_explicit,geometry_precision,pair_type,Target1,target1_relation_word,Target2,target2_relation_word,probe_id,Context1,context1_target_start,context1_target_end,context1_reference_start,context1_reference_end,context1_reference_facing_start,context1_reference_facing_end,context1_reference_motion_relative_to_initial_facing,context1_initial_relation,context1_gold_relation,context1_relation_changed,correct_target_for_context1,Context2,context2_target_start,context2_target_end,context2_reference_start,context2_reference_end,context2_reference_facing_start,context2_reference_facing_end,context2_reference_motion_relative_to_initial_facing,context2_initial_relation,context2_gold_relation,context2_relation_changed,correct_target_for_context2,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count
2.0,event,static_separated,static_separated,static_placement,separated,numeric,a_b,A,B,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_separated__numeric__a_b__reference_first__reference_first__increasing__none,B faces increasing position numbers. B stays at 1. A stays at 5.,5,5,1,1,1,1,still,front,front,False,Target1,B faces increasing position numbers. B stays at 5. A stays at 1.,1,1,5,5,1,1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,a_b,A,B,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_separated__numeric__a_b__reference_first__reference_first__decreasing__none,B faces decreasing position numbers. B stays at 1. A stays at 5.,5,5,1,1,-1,-1,still,behind,behind,False,Target2,B faces decreasing position numbers. B stays at 5. A stays at 1.,1,1,5,5,-1,-1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,target_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_separated__numeric__maya_eli__target_first__target_first__increasing__none,Eli faces increasing position numbers. Maya stays at 5. Eli stays at 1.,5,5,1,1,1,1,still,front,front,False,Target1,Eli faces increasing position numbers. Maya stays at 1. Eli stays at 5.,1,1,5,5,1,1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,target_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_separated__numeric__maya_eli__target_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya stays at 5. Eli stays at 1.,5,5,1,1,-1,-1,still,behind,behind,False,Target2,Eli faces decreasing position numbers. Maya stays at 1. Eli stays at 5.,1,1,5,5,-1,-1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,reference_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_separated__numeric__maya_eli__reference_first__target_first__increasing__none,Eli faces increasing position numbers. Maya stays at 5. Eli stays at 1.,5,5,1,1,1,1,still,front,front,False,Target1,Eli faces increasing position numbers. Maya stays at 1. Eli stays at 5.,1,1,5,5,1,1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,reference_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_separated__numeric__maya_eli__reference_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya stays at 5. Eli stays at 1.,5,5,1,1,-1,-1,still,behind,behind,False,Target2,Eli faces decreasing position numbers. Maya stays at 1. Eli stays at 5.,1,1,5,5,-1,-1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,target_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_separated__numeric__maya_eli__target_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 1. Maya stays at 5.,5,5,1,1,1,1,still,front,front,False,Target1,Eli faces increasing position numbers. Eli stays at 5. Maya stays at 1.,1,1,5,5,1,1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,target_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_separated__numeric__maya_eli__target_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 1. Maya stays at 5.,5,5,1,1,-1,-1,still,behind,behind,False,Target2,Eli faces decreasing position numbers. Eli stays at 5. Maya stays at 1.,1,1,5,5,-1,-1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_separated__numeric__maya_eli__reference_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 1. Maya stays at 5.,5,5,1,1,1,1,still,front,front,False,Target1,Eli faces increasing position numbers. Eli stays at 5. Maya stays at 1.,1,1,5,5,1,1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_separated,static_separated,static_placement,separated,numeric,maya_eli,Maya,Eli,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_separated""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_separated__numeric__maya_eli__reference_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 1. Maya stays at 5.,5,5,1,1,-1,-1,still,behind,behind,False,Target2,Eli faces decreasing position numbers. Eli stays at 5. Maya stays at 1.,1,1,5,5,-1,-1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,target_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__static_interior__numeric__a_b__target_first__target_first__increasing__none,B faces increasing position numbers. A stays at 2. B stays at 4.,2,2,4,4,1,1,still,behind,behind,False,Target2,B faces increasing position numbers. A stays at 4. B stays at 2.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,target_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__static_interior__numeric__a_b__target_first__target_first__decreasing__none,B faces decreasing position numbers. A stays at 2. B stays at 4.,2,2,4,4,-1,-1,still,front,front,False,Target1,B faces decreasing position numbers. A stays at 4. B stays at 2.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,reference_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_interior__numeric__a_b__reference_first__target_first__increasing__none,B faces increasing position numbers. A stays at 2. B stays at 4.,2,2,4,4,1,1,still,behind,behind,False,Target2,B faces increasing position numbers. A stays at 4. B stays at 2.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,reference_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_interior__numeric__a_b__reference_first__target_first__decreasing__none,B faces decreasing position numbers. A stays at 2. B stays at 4.,2,2,4,4,-1,-1,still,front,front,False,Target1,B faces decreasing position numbers. A stays at 4. B stays at 2.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,target_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__static_interior__numeric__a_b__target_first__reference_first__increasing__none,B faces increasing position numbers. B stays at 4. A stays at 2.,2,2,4,4,1,1,still,behind,behind,False,Target2,B faces increasing position numbers. B stays at 2. A stays at 4.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,target_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__static_interior__numeric__a_b__target_first__reference_first__decreasing__none,B faces decreasing position numbers. B stays at 4. A stays at 2.,2,2,4,4,-1,-1,still,front,front,False,Target1,B faces decreasing position numbers. B stays at 2. A stays at 4.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_interior__numeric__a_b__reference_first__reference_first__increasing__none,B faces increasing position numbers. B stays at 4. A stays at 2.,2,2,4,4,1,1,still,behind,behind,False,Target2,B faces increasing position numbers. B stays at 2. A stays at 4.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,a_b,A,B,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__static_interior__numeric__a_b__reference_first__reference_first__decreasing__none,B faces decreasing position numbers. B stays at 4. A stays at 2.,2,2,4,4,-1,-1,still,front,front,False,Target1,B faces decreasing position numbers. B stays at 2. A stays at 4.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,target_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_interior__numeric__maya_eli__target_first__target_first__increasing__none,Eli faces increasing position numbers. Maya stays at 2. Eli stays at 4.,2,2,4,4,1,1,still,behind,behind,False,Target2,Eli faces increasing position numbers. Maya stays at 4. Eli stays at 2.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,target_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_interior__numeric__maya_eli__target_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya stays at 2. Eli stays at 4.,2,2,4,4,-1,-1,still,front,front,False,Target1,Eli faces decreasing position numbers. Maya stays at 4. Eli stays at 2.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,reference_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_interior__numeric__maya_eli__reference_first__target_first__increasing__none,Eli faces increasing position numbers. Maya stays at 2. Eli stays at 4.,2,2,4,4,1,1,still,behind,behind,False,Target2,Eli faces increasing position numbers. Maya stays at 4. Eli stays at 2.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,reference_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_interior__numeric__maya_eli__reference_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya stays at 2. Eli stays at 4.,2,2,4,4,-1,-1,still,front,front,False,Target1,Eli faces decreasing position numbers. Maya stays at 4. Eli stays at 2.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,target_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_interior__numeric__maya_eli__target_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 4. Maya stays at 2.,2,2,4,4,1,1,still,behind,behind,False,Target2,Eli faces increasing position numbers. Eli stays at 2. Maya stays at 4.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,target_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__static_interior__numeric__maya_eli__target_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 4. Maya stays at 2.,2,2,4,4,-1,-1,still,front,front,False,Target1,Eli faces decreasing position numbers. Eli stays at 2. Maya stays at 4.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_interior__numeric__maya_eli__reference_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 4. Maya stays at 2.,2,2,4,4,1,1,still,behind,behind,False,Target2,Eli faces increasing position numbers. Eli stays at 2. Maya stays at 4.,4,4,2,2,1,1,still,front,front,False,Target1,13,13,6,4
2.0,event,static_interior,static_interior,static_placement,interior,numeric,maya_eli,Maya,Eli,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""static_interior""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__static_interior__numeric__maya_eli__reference_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 4. Maya stays at 2.,2,2,4,4,-1,-1,still,front,front,False,Target1,Eli faces decreasing position numbers. Eli stays at 2. Maya stays at 4.,4,4,2,2,-1,-1,still,behind,behind,False,Target2,13,13,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,target_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__target_cross_forward__numeric__a_b__target_first__target_first__increasing__none,B faces increasing position numbers. A moves from 1 to 5. B stays at 3.,1,5,3,3,1,1,still,behind,front,True,Target1,B faces increasing position numbers. A moves from 5 to 1. B stays at 3.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,target_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__target_cross_forward__numeric__a_b__target_first__target_first__decreasing__none,B faces decreasing position numbers. A moves from 1 to 5. B stays at 3.,1,5,3,3,-1,-1,still,front,behind,True,Target2,B faces decreasing position numbers. A moves from 5 to 1. B stays at 3.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,reference_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__target_cross_forward__numeric__a_b__reference_first__target_first__increasing__none,B faces increasing position numbers. A moves from 1 to 5. B stays at 3.,1,5,3,3,1,1,still,behind,front,True,Target1,B faces increasing position numbers. A moves from 5 to 1. B stays at 3.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,reference_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__target_cross_forward__numeric__a_b__reference_first__target_first__decreasing__none,B faces decreasing position numbers. A moves from 1 to 5. B stays at 3.,1,5,3,3,-1,-1,still,front,behind,True,Target2,B faces decreasing position numbers. A moves from 5 to 1. B stays at 3.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,target_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__target_cross_forward__numeric__a_b__target_first__reference_first__increasing__none,B faces increasing position numbers. B stays at 3. A moves from 1 to 5.,1,5,3,3,1,1,still,behind,front,True,Target1,B faces increasing position numbers. B stays at 3. A moves from 5 to 1.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,target_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__target_cross_forward__numeric__a_b__target_first__reference_first__decreasing__none,B faces decreasing position numbers. B stays at 3. A moves from 1 to 5.,1,5,3,3,-1,-1,still,front,behind,True,Target2,B faces decreasing position numbers. B stays at 3. A moves from 5 to 1.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__target_cross_forward__numeric__a_b__reference_first__reference_first__increasing__none,B faces increasing position numbers. B stays at 3. A moves from 1 to 5.,1,5,3,3,1,1,still,behind,front,True,Target1,B faces increasing position numbers. B stays at 3. A moves from 5 to 1.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,a_b,A,B,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__target_cross_forward__numeric__a_b__reference_first__reference_first__decreasing__none,B faces decreasing position numbers. B stays at 3. A moves from 1 to 5.,1,5,3,3,-1,-1,still,front,behind,True,Target2,B faces decreasing position numbers. B stays at 3. A moves from 5 to 1.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,target_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__target_cross_forward__numeric__maya_eli__target_first__target_first__increasing__none,Eli faces increasing position numbers. Maya moves from 1 to 5. Eli stays at 3.,1,5,3,3,1,1,still,behind,front,True,Target1,Eli faces increasing position numbers. Maya moves from 5 to 1. Eli stays at 3.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,target_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__target_cross_forward__numeric__maya_eli__target_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya moves from 1 to 5. Eli stays at 3.,1,5,3,3,-1,-1,still,front,behind,True,Target2,Eli faces decreasing position numbers. Maya moves from 5 to 1. Eli stays at 3.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,reference_first,target_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__increasing__none,Eli faces increasing position numbers. Maya moves from 1 to 5. Eli stays at 3.,1,5,3,3,1,1,still,behind,front,True,Target1,Eli faces increasing position numbers. Maya moves from 5 to 1. Eli stays at 3.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,reference_first,target_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__target_cross_forward__numeric__maya_eli__reference_first__target_first__decreasing__none,Eli faces decreasing position numbers. Maya moves from 1 to 5. Eli stays at 3.,1,5,3,3,-1,-1,still,front,behind,True,Target2,Eli faces decreasing position numbers. Maya moves from 5 to 1. Eli stays at 3.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,target_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 3. Maya moves from 1 to 5.,1,5,3,3,1,1,still,behind,front,True,Target1,Eli faces increasing position numbers. Eli stays at 3. Maya moves from 5 to 1.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,target_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__target_cross_forward__numeric__maya_eli__target_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 3. Maya moves from 1 to 5.,1,5,3,3,-1,-1,still,front,behind,True,Target2,Eli faces decreasing position numbers. Eli stays at 3. Maya moves from 5 to 1.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,reference_first,reference_first,increasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__increasing__none,Eli faces increasing position numbers. Eli stays at 3. Maya moves from 1 to 5.,1,5,3,3,1,1,still,behind,front,True,Target1,Eli faces increasing position numbers. Eli stays at 3. Maya moves from 5 to 1.,5,1,3,3,1,1,still,front,behind,True,Target2,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,numeric,maya_eli,Maya,Eli,reference_first,reference_first,decreasing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,False,False,exact_positions,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__target_cross_forward__numeric__maya_eli__reference_first__reference_first__decreasing__none,Eli faces decreasing position numbers. Eli stays at 3. Maya moves from 1 to 5.,1,5,3,3,-1,-1,still,front,behind,True,Target2,Eli faces decreasing position numbers. Eli stays at 3. Maya moves from 5 to 1.,5,1,3,3,-1,-1,still,behind,front,True,Target1,15,15,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,nonnumeric,a_b,A,B,target_first,template_specific,implicit_initial_facing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,True,False,qualitative,opposite_initial_positions,A is in front of B.,front,A is behind B.,behind,event__target_cross_forward__nonnumeric__a_b__target_first__template_specific__implicit_initial_facing__none,"A starts behind B, then walks straight past B. B stays still without turning.",1,5,3,3,1,1,still,behind,front,True,Target1,"A starts in front of B, then walks straight past B. B stays still without turning.",5,1,3,3,1,1,still,front,behind,True,Target2,14,16,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,nonnumeric,a_b,A,B,reference_first,template_specific,implicit_initial_facing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,True,False,qualitative,opposite_initial_positions,In front of B is A.,front,Behind B is A.,behind,event__target_cross_forward__nonnumeric__a_b__reference_first__template_specific__implicit_initial_facing__none,"A starts behind B, then walks straight past B. B stays still without turning.",1,5,3,3,1,1,still,behind,front,True,Target1,"A starts in front of B, then walks straight past B. B stays still without turning.",5,1,3,3,1,1,still,front,behind,True,Target2,14,16,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,nonnumeric,maya_eli,Maya,Eli,target_first,template_specific,implicit_initial_facing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,True,False,qualitative,opposite_initial_positions,Maya is in front of Eli.,front,Maya is behind Eli.,behind,event__target_cross_forward__nonnumeric__maya_eli__target_first__template_specific__implicit_initial_facing__none,"Maya starts behind Eli, then walks straight past Eli. Eli stays still without turning.",1,5,3,3,1,1,still,behind,front,True,Target1,"Maya starts in front of Eli, then walks straight past Eli. Eli stays still without turning.",5,1,3,3,1,1,still,front,behind,True,Target2,14,16,6,4
2.0,event,target_cross_forward,target_cross_forward,target_crosses,crossing,nonnumeric,maya_eli,Maya,Eli,reference_first,template_specific,implicit_initial_facing,none,observer_relative,compact,False,False,True,"[""target_cross_forward"", ""target_cross_backward""]",True,True,False,qualitative,opposite_initial_positions,In front of Eli is Maya.,front,Behind Eli is Maya.,behind,event__target_cross_forward__nonnumeric__maya_eli__reference_first__template_specific__implicit_initial_facing__none,"Maya starts behind Eli, then walks straight past Eli. Eli stays still without turning.",1,5,3,3,1,1,still,behind,front,True,Target1,"Maya starts in front of Eli, then walks straight past Eli. Eli stays still without turning.",5,1,3,3,1,1,still,front,behind,True,Target2,14,16,6,4
