probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index
non_numeric_v1_1__name_2__obj_cone__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_cone__expanded,non_numeric_v1_1__name_2__obj_cone__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_cone,cone,closer,toward,Target1,"Initially, Li was some distance from a cone that remained stationary. From that starting position, Li walked some distance directly toward the cone without reaching or passing it.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,28,179,32,9,41,10,10,9,44,10,10,64
non_numeric_v1_1__name_2__obj_cone__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_cone__expanded,non_numeric_v1_1__name_2__obj_cone__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_cone,cone,farther,away from,Target2,"Initially, Li was some distance from a cone that remained stationary. From that starting position, Li walked some distance directly away from the cone without reaching or passing it.",Li is now closer to the cone than before.,Li is now farther from the cone than before.,29,182,33,9,41,10,10,9,44,10,10,65
non_numeric_v1_1__name_2__obj_flag__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__compact,non_numeric_v1_1__name_2__obj_flag__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Starting some distance from a stationary flag, Li walked some distance directly toward it without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,19,121,21,9,41,10,10,9,44,10,10,66
non_numeric_v1_1__name_2__obj_flag__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__compact,non_numeric_v1_1__name_2__obj_flag__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,"Starting some distance from a stationary flag, Li walked some distance directly away from it without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,20,124,22,9,41,10,10,9,44,10,10,67
non_numeric_v1_1__name_2__obj_flag__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__standard,non_numeric_v1_1__name_2__obj_flag__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,Li was some distance from a stationary flag. Li walked some distance directly toward the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,21,125,23,9,41,10,10,9,44,10,10,68
non_numeric_v1_1__name_2__obj_flag__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__standard,non_numeric_v1_1__name_2__obj_flag__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was some distance from a stationary flag. Li walked some distance directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,128,24,9,41,10,10,9,44,10,10,69
non_numeric_v1_1__name_2__obj_flag__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__expanded,non_numeric_v1_1__name_2__obj_flag__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was some distance from a flag that remained stationary. From that starting position, Li walked some distance directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,179,32,9,41,10,10,9,44,10,10,70
non_numeric_v1_1__name_2__obj_flag__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_flag__expanded,non_numeric_v1_1__name_2__obj_flag__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,"Initially, Li was some distance from a flag that remained stationary. From that starting position, Li walked some distance directly away from the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,29,182,33,9,41,10,10,9,44,10,10,71
non_numeric_v1_1__name_2__obj_bicycle__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__compact,non_numeric_v1_1__name_2__obj_bicycle__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,"Starting some distance from a stationary bicycle, Li walked some distance directly toward it without reaching or passing it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,19,124,21,9,44,10,10,9,47,10,10,72
non_numeric_v1_1__name_2__obj_bicycle__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__compact,non_numeric_v1_1__name_2__obj_bicycle__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,"Starting some distance from a stationary bicycle, Li walked some distance directly away from it without reaching or passing it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,20,127,22,9,44,10,10,9,47,10,10,73
non_numeric_v1_1__name_2__obj_bicycle__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__standard,non_numeric_v1_1__name_2__obj_bicycle__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,Li was some distance from a stationary bicycle. Li walked some distance directly toward the bicycle without reaching or passing it.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,21,131,23,9,44,10,10,9,47,10,10,74
non_numeric_v1_1__name_2__obj_bicycle__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__standard,non_numeric_v1_1__name_2__obj_bicycle__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,Li was some distance from a stationary bicycle. Li walked some distance directly away from the bicycle without reaching or passing it.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,22,134,24,9,44,10,10,9,47,10,10,75
non_numeric_v1_1__name_2__obj_bicycle__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__expanded,non_numeric_v1_1__name_2__obj_bicycle__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,closer,toward,Target1,"Initially, Li was some distance from a bicycle that remained stationary. From that starting position, Li walked some distance directly toward the bicycle without reaching or passing it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,28,185,32,9,44,10,10,9,47,10,10,76
non_numeric_v1_1__name_2__obj_bicycle__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bicycle__expanded,non_numeric_v1_1__name_2__obj_bicycle__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bicycle,bicycle,farther,away from,Target2,"Initially, Li was some distance from a bicycle that remained stationary. From that starting position, Li walked some distance directly away from the bicycle without reaching or passing it.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.,29,188,33,9,44,10,10,9,47,10,10,77
non_numeric_v1_1__name_2__obj_bench__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__compact,non_numeric_v1_1__name_2__obj_bench__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,closer,toward,Target1,"Starting some distance from a stationary bench, Li walked some distance directly toward it without reaching or passing it.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,19,122,21,9,42,10,10,9,45,10,10,78
non_numeric_v1_1__name_2__obj_bench__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__compact,non_numeric_v1_1__name_2__obj_bench__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,farther,away from,Target2,"Starting some distance from a stationary bench, Li walked some distance directly away from it without reaching or passing it.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,20,125,22,9,42,10,10,9,45,10,10,79
non_numeric_v1_1__name_2__obj_bench__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__standard,non_numeric_v1_1__name_2__obj_bench__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,closer,toward,Target1,Li was some distance from a stationary bench. Li walked some distance directly toward the bench without reaching or passing it.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,21,127,23,9,42,10,10,9,45,10,10,80
non_numeric_v1_1__name_2__obj_bench__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__standard,non_numeric_v1_1__name_2__obj_bench__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,farther,away from,Target2,Li was some distance from a stationary bench. Li walked some distance directly away from the bench without reaching or passing it.,Li is now closer to the bench than before.,Li is now farther from the bench than before.,22,130,24,9,42,10,10,9,45,10,10,81
non_numeric_v1_1__name_2__obj_bench__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__expanded,non_numeric_v1_1__name_2__obj_bench__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,closer,toward,Target1,"Initially, Li was some distance from a bench that remained stationary. From that starting position, Li walked some distance directly toward the bench without reaching or passing it.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,28,181,32,9,42,10,10,9,45,10,10,82
non_numeric_v1_1__name_2__obj_bench__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_bench__expanded,non_numeric_v1_1__name_2__obj_bench__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_bench,bench,farther,away from,Target2,"Initially, Li was some distance from a bench that remained stationary. From that starting position, Li walked some distance directly away from the bench without reaching or passing it.",Li is now closer to the bench than before.,Li is now farther from the bench than before.,29,184,33,9,42,10,10,9,45,10,10,83
non_numeric_v1_1__name_2__obj_mailbox__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__compact,non_numeric_v1_1__name_2__obj_mailbox__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,"Starting some distance from a stationary mailbox, Li walked some distance directly toward it without reaching or passing it.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,19,124,21,9,44,10,10,9,47,10,10,84
non_numeric_v1_1__name_2__obj_mailbox__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__compact,non_numeric_v1_1__name_2__obj_mailbox__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,"Starting some distance from a stationary mailbox, Li walked some distance directly away from it without reaching or passing it.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,20,127,22,9,44,10,10,9,47,10,10,85
non_numeric_v1_1__name_2__obj_mailbox__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__standard,non_numeric_v1_1__name_2__obj_mailbox__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,Li was some distance from a stationary mailbox. Li walked some distance directly toward the mailbox without reaching or passing it.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,21,131,23,9,44,10,10,9,47,10,10,86
non_numeric_v1_1__name_2__obj_mailbox__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__standard,non_numeric_v1_1__name_2__obj_mailbox__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,Li was some distance from a stationary mailbox. Li walked some distance directly away from the mailbox without reaching or passing it.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,22,134,24,9,44,10,10,9,47,10,10,87
non_numeric_v1_1__name_2__obj_mailbox__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__expanded,non_numeric_v1_1__name_2__obj_mailbox__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,closer,toward,Target1,"Initially, Li was some distance from a mailbox that remained stationary. From that starting position, Li walked some distance directly toward the mailbox without reaching or passing it.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,28,185,32,9,44,10,10,9,47,10,10,88
non_numeric_v1_1__name_2__obj_mailbox__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_2__obj_mailbox__expanded,non_numeric_v1_1__name_2__obj_mailbox__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_mailbox,mailbox,farther,away from,Target2,"Initially, Li was some distance from a mailbox that remained stationary. From that starting position, Li walked some distance directly away from the mailbox without reaching or passing it.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.,29,188,33,9,44,10,10,9,47,10,10,89
non_numeric_v1_1__name_3__obj_cone__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__compact,non_numeric_v1_1__name_3__obj_cone__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,"Starting some distance from a stationary cone, Omar walked some distance directly toward it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,19,123,21,9,43,11,10,9,46,11,10,90
non_numeric_v1_1__name_3__obj_cone__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__compact,non_numeric_v1_1__name_3__obj_cone__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Starting some distance from a stationary cone, Omar walked some distance directly away from it without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,20,126,22,9,43,11,10,9,46,11,10,91
non_numeric_v1_1__name_3__obj_cone__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__standard,non_numeric_v1_1__name_3__obj_cone__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,Omar was some distance from a stationary cone. Omar walked some distance directly toward the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,21,129,24,9,43,11,10,9,46,11,10,92
non_numeric_v1_1__name_3__obj_cone__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__standard,non_numeric_v1_1__name_3__obj_cone__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,Omar was some distance from a stationary cone. Omar walked some distance directly away from the cone without reaching or passing it.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,22,132,25,9,43,11,10,9,46,11,10,93
non_numeric_v1_1__name_3__obj_cone__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__expanded,non_numeric_v1_1__name_3__obj_cone__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,closer,toward,Target1,"Initially, Omar was some distance from a cone that remained stationary. From that starting position, Omar walked some distance directly toward the cone without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,28,183,32,9,43,11,10,9,46,11,10,94
non_numeric_v1_1__name_3__obj_cone__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_cone__expanded,non_numeric_v1_1__name_3__obj_cone__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_cone,cone,farther,away from,Target2,"Initially, Omar was some distance from a cone that remained stationary. From that starting position, Omar walked some distance directly away from the cone without reaching or passing it.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.,29,186,33,9,43,11,10,9,46,11,10,95
non_numeric_v1_1__name_3__obj_flag__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__compact,non_numeric_v1_1__name_3__obj_flag__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,closer,toward,Target1,"Starting some distance from a stationary flag, Omar walked some distance directly toward it without reaching or passing it.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,19,123,21,9,43,11,10,9,46,11,10,96
non_numeric_v1_1__name_3__obj_flag__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__compact,non_numeric_v1_1__name_3__obj_flag__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,farther,away from,Target2,"Starting some distance from a stationary flag, Omar walked some distance directly away from it without reaching or passing it.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,20,126,22,9,43,11,10,9,46,11,10,97
non_numeric_v1_1__name_3__obj_flag__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__standard,non_numeric_v1_1__name_3__obj_flag__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,closer,toward,Target1,Omar was some distance from a stationary flag. Omar walked some distance directly toward the flag without reaching or passing it.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,21,129,24,9,43,11,10,9,46,11,10,98
non_numeric_v1_1__name_3__obj_flag__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__standard,non_numeric_v1_1__name_3__obj_flag__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,farther,away from,Target2,Omar was some distance from a stationary flag. Omar walked some distance directly away from the flag without reaching or passing it.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,22,132,25,9,43,11,10,9,46,11,10,99
non_numeric_v1_1__name_3__obj_flag__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__expanded,non_numeric_v1_1__name_3__obj_flag__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,closer,toward,Target1,"Initially, Omar was some distance from a flag that remained stationary. From that starting position, Omar walked some distance directly toward the flag without reaching or passing it.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,28,183,32,9,43,11,10,9,46,11,10,100
non_numeric_v1_1__name_3__obj_flag__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_flag__expanded,non_numeric_v1_1__name_3__obj_flag__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_flag,flag,farther,away from,Target2,"Initially, Omar was some distance from a flag that remained stationary. From that starting position, Omar walked some distance directly away from the flag without reaching or passing it.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.,29,186,33,9,43,11,10,9,46,11,10,101
non_numeric_v1_1__name_3__obj_bicycle__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__compact,non_numeric_v1_1__name_3__obj_bicycle__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,closer,toward,Target1,"Starting some distance from a stationary bicycle, Omar walked some distance directly toward it without reaching or passing it.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,19,126,21,9,46,11,10,9,49,11,10,102
non_numeric_v1_1__name_3__obj_bicycle__compact__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__compact,non_numeric_v1_1__name_3__obj_bicycle__farther,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,farther,away from,Target2,"Starting some distance from a stationary bicycle, Omar walked some distance directly away from it without reaching or passing it.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,20,129,22,9,46,11,10,9,49,11,10,103
non_numeric_v1_1__name_3__obj_bicycle__standard__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__standard,non_numeric_v1_1__name_3__obj_bicycle__closer,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,closer,toward,Target1,Omar was some distance from a stationary bicycle. Omar walked some distance directly toward the bicycle without reaching or passing it.,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,21,135,24,9,46,11,10,9,49,11,10,104
non_numeric_v1_1__name_3__obj_bicycle__standard__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__standard,non_numeric_v1_1__name_3__obj_bicycle__farther,non_numeric_movement,aligned_standard,standard,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,farther,away from,Target2,Omar was some distance from a stationary bicycle. Omar walked some distance directly away from the bicycle without reaching or passing it.,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,22,138,25,9,46,11,10,9,49,11,10,105
non_numeric_v1_1__name_3__obj_bicycle__expanded__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__expanded,non_numeric_v1_1__name_3__obj_bicycle__closer,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,closer,toward,Target1,"Initially, Omar was some distance from a bicycle that remained stationary. From that starting position, Omar walked some distance directly toward the bicycle without reaching or passing it.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,28,189,32,9,46,11,10,9,49,11,10,106
non_numeric_v1_1__name_3__obj_bicycle__expanded__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bicycle__expanded,non_numeric_v1_1__name_3__obj_bicycle__farther,non_numeric_movement,aligned_expanded,expanded,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bicycle,bicycle,farther,away from,Target2,"Initially, Omar was some distance from a bicycle that remained stationary. From that starting position, Omar walked some distance directly away from the bicycle without reaching or passing it.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.,29,192,33,9,46,11,10,9,49,11,10,107
non_numeric_v1_1__name_3__obj_bench__compact__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_1__name_3__obj_bench__compact,non_numeric_v1_1__name_3__obj_bench__closer,non_numeric_movement,aligned_compact,compact,directed_movement_inference,absent,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_3,Omar,obj_bench,bench,closer,toward,Target1,"Starting some distance from a stationary bench, Omar walked some distance directly toward it without reaching or passing it.",Omar is now closer to the bench than before.,Omar is now farther from the bench than before.,19,124,21,9,44,11,10,9,47,11,10,108
