pair_id,length_band,name_id,object_id,numeric_case_id,unit_id,closer_probe_id,farther_probe_id,Context1,Context2,Target1,Target2
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_06__unit_inches,expanded,name_1,obj_cone,num_06,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_06__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_06__unit_inches,"Initially, Jesse was 59 inches from a cone that remained stationary. From that starting position, Jesse walked 10 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 59 inches from a cone that remained stationary. From that starting position, Jesse walked 10 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_07__unit_metres,expanded,name_1,obj_cone,num_07,unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_07__unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_07__unit_metres,"Initially, Jesse was 48 metres from a cone that remained stationary. From that starting position, Jesse walked 26 metres directly toward the cone without reaching or passing it.","Initially, Jesse was 48 metres from a cone that remained stationary. From that starting position, Jesse walked 26 metres directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_07__unit_ft,expanded,name_1,obj_cone,num_07,unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_07__unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_07__unit_ft,"Initially, Jesse was 48 ft from a cone that remained stationary. From that starting position, Jesse walked 26 ft directly toward the cone without reaching or passing it.","Initially, Jesse was 48 ft from a cone that remained stationary. From that starting position, Jesse walked 26 ft directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_07__unit_inches,expanded,name_1,obj_cone,num_07,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_07__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_07__unit_inches,"Initially, Jesse was 48 inches from a cone that remained stationary. From that starting position, Jesse walked 26 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 48 inches from a cone that remained stationary. From that starting position, Jesse walked 26 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_08__unit_metres,expanded,name_1,obj_cone,num_08,unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_08__unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_08__unit_metres,"Initially, Jesse was 12 metres from a cone that remained stationary. From that starting position, Jesse walked 8 metres directly toward the cone without reaching or passing it.","Initially, Jesse was 12 metres from a cone that remained stationary. From that starting position, Jesse walked 8 metres directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_08__unit_ft,expanded,name_1,obj_cone,num_08,unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_08__unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_08__unit_ft,"Initially, Jesse was 12 ft from a cone that remained stationary. From that starting position, Jesse walked 8 ft directly toward the cone without reaching or passing it.","Initially, Jesse was 12 ft from a cone that remained stationary. From that starting position, Jesse walked 8 ft directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_08__unit_inches,expanded,name_1,obj_cone,num_08,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_08__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_08__unit_inches,"Initially, Jesse was 12 inches from a cone that remained stationary. From that starting position, Jesse walked 8 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 12 inches from a cone that remained stationary. From that starting position, Jesse walked 8 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_09__unit_metres,expanded,name_1,obj_cone,num_09,unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_09__unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_09__unit_metres,"Initially, Jesse was 52 metres from a cone that remained stationary. From that starting position, Jesse walked 28 metres directly toward the cone without reaching or passing it.","Initially, Jesse was 52 metres from a cone that remained stationary. From that starting position, Jesse walked 28 metres directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_09__unit_ft,expanded,name_1,obj_cone,num_09,unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_09__unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_09__unit_ft,"Initially, Jesse was 52 ft from a cone that remained stationary. From that starting position, Jesse walked 28 ft directly toward the cone without reaching or passing it.","Initially, Jesse was 52 ft from a cone that remained stationary. From that starting position, Jesse walked 28 ft directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_09__unit_inches,expanded,name_1,obj_cone,num_09,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_09__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_09__unit_inches,"Initially, Jesse was 52 inches from a cone that remained stationary. From that starting position, Jesse walked 28 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 52 inches from a cone that remained stationary. From that starting position, Jesse walked 28 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_10__unit_metres,expanded,name_1,obj_cone,num_10,unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_10__unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_10__unit_metres,"Initially, Jesse was 56 metres from a cone that remained stationary. From that starting position, Jesse walked 8 metres directly toward the cone without reaching or passing it.","Initially, Jesse was 56 metres from a cone that remained stationary. From that starting position, Jesse walked 8 metres directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_10__unit_ft,expanded,name_1,obj_cone,num_10,unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_10__unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_10__unit_ft,"Initially, Jesse was 56 ft from a cone that remained stationary. From that starting position, Jesse walked 8 ft directly toward the cone without reaching or passing it.","Initially, Jesse was 56 ft from a cone that remained stationary. From that starting position, Jesse walked 8 ft directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_10__unit_inches,expanded,name_1,obj_cone,num_10,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_10__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_10__unit_inches,"Initially, Jesse was 56 inches from a cone that remained stationary. From that starting position, Jesse walked 8 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 56 inches from a cone that remained stationary. From that starting position, Jesse walked 8 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_11__unit_metres,expanded,name_1,obj_cone,num_11,unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_11__unit_metres,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_11__unit_metres,"Initially, Jesse was 32 metres from a cone that remained stationary. From that starting position, Jesse walked 23 metres directly toward the cone without reaching or passing it.","Initially, Jesse was 32 metres from a cone that remained stationary. From that starting position, Jesse walked 23 metres directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_11__unit_ft,expanded,name_1,obj_cone,num_11,unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_11__unit_ft,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_11__unit_ft,"Initially, Jesse was 32 ft from a cone that remained stationary. From that starting position, Jesse walked 23 ft directly toward the cone without reaching or passing it.","Initially, Jesse was 32 ft from a cone that remained stationary. From that starting position, Jesse walked 23 ft directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_cone__expanded__num_11__unit_inches,expanded,name_1,obj_cone,num_11,unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__closer__num_11__unit_inches,numeric_aligned_v1_1__name_1__obj_cone__expanded__farther__num_11__unit_inches,"Initially, Jesse was 32 inches from a cone that remained stationary. From that starting position, Jesse walked 23 inches directly toward the cone without reaching or passing it.","Initially, Jesse was 32 inches from a cone that remained stationary. From that starting position, Jesse walked 23 inches directly away from the cone without reaching or passing it.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_00__unit_metres,compact,name_1,obj_flag,num_00,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_00__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_00__unit_metres,"Starting 18 metres from a stationary flag, Jesse walked 5 metres directly toward it without reaching or passing it.","Starting 18 metres from a stationary flag, Jesse walked 5 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_00__unit_ft,compact,name_1,obj_flag,num_00,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_00__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_00__unit_ft,"Starting 18 ft from a stationary flag, Jesse walked 5 ft directly toward it without reaching or passing it.","Starting 18 ft from a stationary flag, Jesse walked 5 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_00__unit_inches,compact,name_1,obj_flag,num_00,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_00__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_00__unit_inches,"Starting 18 inches from a stationary flag, Jesse walked 5 inches directly toward it without reaching or passing it.","Starting 18 inches from a stationary flag, Jesse walked 5 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_01__unit_metres,compact,name_1,obj_flag,num_01,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_01__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_01__unit_metres,"Starting 85 metres from a stationary flag, Jesse walked 12 metres directly toward it without reaching or passing it.","Starting 85 metres from a stationary flag, Jesse walked 12 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_01__unit_ft,compact,name_1,obj_flag,num_01,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_01__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_01__unit_ft,"Starting 85 ft from a stationary flag, Jesse walked 12 ft directly toward it without reaching or passing it.","Starting 85 ft from a stationary flag, Jesse walked 12 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_01__unit_inches,compact,name_1,obj_flag,num_01,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_01__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_01__unit_inches,"Starting 85 inches from a stationary flag, Jesse walked 12 inches directly toward it without reaching or passing it.","Starting 85 inches from a stationary flag, Jesse walked 12 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_02__unit_metres,compact,name_1,obj_flag,num_02,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_02__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_02__unit_metres,"Starting 30 metres from a stationary flag, Jesse walked 6 metres directly toward it without reaching or passing it.","Starting 30 metres from a stationary flag, Jesse walked 6 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_02__unit_ft,compact,name_1,obj_flag,num_02,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_02__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_02__unit_ft,"Starting 30 ft from a stationary flag, Jesse walked 6 ft directly toward it without reaching or passing it.","Starting 30 ft from a stationary flag, Jesse walked 6 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_02__unit_inches,compact,name_1,obj_flag,num_02,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_02__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_02__unit_inches,"Starting 30 inches from a stationary flag, Jesse walked 6 inches directly toward it without reaching or passing it.","Starting 30 inches from a stationary flag, Jesse walked 6 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_03__unit_metres,compact,name_1,obj_flag,num_03,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_03__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_03__unit_metres,"Starting 35 metres from a stationary flag, Jesse walked 4 metres directly toward it without reaching or passing it.","Starting 35 metres from a stationary flag, Jesse walked 4 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_03__unit_ft,compact,name_1,obj_flag,num_03,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_03__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_03__unit_ft,"Starting 35 ft from a stationary flag, Jesse walked 4 ft directly toward it without reaching or passing it.","Starting 35 ft from a stationary flag, Jesse walked 4 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_03__unit_inches,compact,name_1,obj_flag,num_03,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_03__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_03__unit_inches,"Starting 35 inches from a stationary flag, Jesse walked 4 inches directly toward it without reaching or passing it.","Starting 35 inches from a stationary flag, Jesse walked 4 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_04__unit_metres,compact,name_1,obj_flag,num_04,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_04__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_04__unit_metres,"Starting 53 metres from a stationary flag, Jesse walked 32 metres directly toward it without reaching or passing it.","Starting 53 metres from a stationary flag, Jesse walked 32 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_04__unit_ft,compact,name_1,obj_flag,num_04,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_04__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_04__unit_ft,"Starting 53 ft from a stationary flag, Jesse walked 32 ft directly toward it without reaching or passing it.","Starting 53 ft from a stationary flag, Jesse walked 32 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_04__unit_inches,compact,name_1,obj_flag,num_04,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_04__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_04__unit_inches,"Starting 53 inches from a stationary flag, Jesse walked 32 inches directly toward it without reaching or passing it.","Starting 53 inches from a stationary flag, Jesse walked 32 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_05__unit_metres,compact,name_1,obj_flag,num_05,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_05__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_05__unit_metres,"Starting 54 metres from a stationary flag, Jesse walked 32 metres directly toward it without reaching or passing it.","Starting 54 metres from a stationary flag, Jesse walked 32 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_05__unit_ft,compact,name_1,obj_flag,num_05,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_05__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_05__unit_ft,"Starting 54 ft from a stationary flag, Jesse walked 32 ft directly toward it without reaching or passing it.","Starting 54 ft from a stationary flag, Jesse walked 32 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_05__unit_inches,compact,name_1,obj_flag,num_05,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_05__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_05__unit_inches,"Starting 54 inches from a stationary flag, Jesse walked 32 inches directly toward it without reaching or passing it.","Starting 54 inches from a stationary flag, Jesse walked 32 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_06__unit_metres,compact,name_1,obj_flag,num_06,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_06__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_06__unit_metres,"Starting 59 metres from a stationary flag, Jesse walked 10 metres directly toward it without reaching or passing it.","Starting 59 metres from a stationary flag, Jesse walked 10 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_06__unit_ft,compact,name_1,obj_flag,num_06,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_06__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_06__unit_ft,"Starting 59 ft from a stationary flag, Jesse walked 10 ft directly toward it without reaching or passing it.","Starting 59 ft from a stationary flag, Jesse walked 10 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_06__unit_inches,compact,name_1,obj_flag,num_06,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_06__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_06__unit_inches,"Starting 59 inches from a stationary flag, Jesse walked 10 inches directly toward it without reaching or passing it.","Starting 59 inches from a stationary flag, Jesse walked 10 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_07__unit_metres,compact,name_1,obj_flag,num_07,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_07__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_07__unit_metres,"Starting 48 metres from a stationary flag, Jesse walked 26 metres directly toward it without reaching or passing it.","Starting 48 metres from a stationary flag, Jesse walked 26 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_07__unit_ft,compact,name_1,obj_flag,num_07,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_07__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_07__unit_ft,"Starting 48 ft from a stationary flag, Jesse walked 26 ft directly toward it without reaching or passing it.","Starting 48 ft from a stationary flag, Jesse walked 26 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_07__unit_inches,compact,name_1,obj_flag,num_07,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_07__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_07__unit_inches,"Starting 48 inches from a stationary flag, Jesse walked 26 inches directly toward it without reaching or passing it.","Starting 48 inches from a stationary flag, Jesse walked 26 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_08__unit_metres,compact,name_1,obj_flag,num_08,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_08__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_08__unit_metres,"Starting 12 metres from a stationary flag, Jesse walked 8 metres directly toward it without reaching or passing it.","Starting 12 metres from a stationary flag, Jesse walked 8 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_08__unit_ft,compact,name_1,obj_flag,num_08,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_08__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_08__unit_ft,"Starting 12 ft from a stationary flag, Jesse walked 8 ft directly toward it without reaching or passing it.","Starting 12 ft from a stationary flag, Jesse walked 8 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_08__unit_inches,compact,name_1,obj_flag,num_08,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_08__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_08__unit_inches,"Starting 12 inches from a stationary flag, Jesse walked 8 inches directly toward it without reaching or passing it.","Starting 12 inches from a stationary flag, Jesse walked 8 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_09__unit_metres,compact,name_1,obj_flag,num_09,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_09__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_09__unit_metres,"Starting 52 metres from a stationary flag, Jesse walked 28 metres directly toward it without reaching or passing it.","Starting 52 metres from a stationary flag, Jesse walked 28 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_09__unit_ft,compact,name_1,obj_flag,num_09,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_09__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_09__unit_ft,"Starting 52 ft from a stationary flag, Jesse walked 28 ft directly toward it without reaching or passing it.","Starting 52 ft from a stationary flag, Jesse walked 28 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_09__unit_inches,compact,name_1,obj_flag,num_09,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_09__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_09__unit_inches,"Starting 52 inches from a stationary flag, Jesse walked 28 inches directly toward it without reaching or passing it.","Starting 52 inches from a stationary flag, Jesse walked 28 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_10__unit_metres,compact,name_1,obj_flag,num_10,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_10__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_10__unit_metres,"Starting 56 metres from a stationary flag, Jesse walked 8 metres directly toward it without reaching or passing it.","Starting 56 metres from a stationary flag, Jesse walked 8 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_10__unit_ft,compact,name_1,obj_flag,num_10,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_10__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_10__unit_ft,"Starting 56 ft from a stationary flag, Jesse walked 8 ft directly toward it without reaching or passing it.","Starting 56 ft from a stationary flag, Jesse walked 8 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_10__unit_inches,compact,name_1,obj_flag,num_10,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_10__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_10__unit_inches,"Starting 56 inches from a stationary flag, Jesse walked 8 inches directly toward it without reaching or passing it.","Starting 56 inches from a stationary flag, Jesse walked 8 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_11__unit_metres,compact,name_1,obj_flag,num_11,unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_11__unit_metres,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_11__unit_metres,"Starting 32 metres from a stationary flag, Jesse walked 23 metres directly toward it without reaching or passing it.","Starting 32 metres from a stationary flag, Jesse walked 23 metres directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_11__unit_ft,compact,name_1,obj_flag,num_11,unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_11__unit_ft,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_11__unit_ft,"Starting 32 ft from a stationary flag, Jesse walked 23 ft directly toward it without reaching or passing it.","Starting 32 ft from a stationary flag, Jesse walked 23 ft directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
numeric_aligned_v1_1__name_1__obj_flag__compact__num_11__unit_inches,compact,name_1,obj_flag,num_11,unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__closer__num_11__unit_inches,numeric_aligned_v1_1__name_1__obj_flag__compact__farther__num_11__unit_inches,"Starting 32 inches from a stationary flag, Jesse walked 23 inches directly toward it without reaching or passing it.","Starting 32 inches from a stationary flag, Jesse walked 23 inches directly away from it without reaching or passing it.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
