probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index,numeric_case_id,unit_id,initial_distance,movement_distance,final_distance
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_02__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_02__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_02__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 30 inches from a stationary cone. Maya walked 6 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,116,num_02,unit_inches,30,6,36
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_03__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_03__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 35 metres from a stationary cone. Maya walked 4 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,117,num_03,unit_metres,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_03__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_03__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 35 ft from a stationary cone. Maya walked 4 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,115,25,9,43,11,10,9,46,11,10,118,num_03,unit_ft,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_03__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_03__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 35 inches from a stationary cone. Maya walked 4 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,119,num_03,unit_inches,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_04__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_04__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 53 metres from a stationary cone. Maya walked 32 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,120,num_04,unit_metres,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_04__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_04__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 53 ft from a stationary cone. Maya walked 32 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,121,num_04,unit_ft,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_04__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_04__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 53 inches from a stationary cone. Maya walked 32 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,122,num_04,unit_inches,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_05__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_05__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 54 metres from a stationary cone. Maya walked 32 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,123,num_05,unit_metres,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_05__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_05__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 54 ft from a stationary cone. Maya walked 32 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,124,num_05,unit_ft,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_05__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_05__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 54 inches from a stationary cone. Maya walked 32 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,125,num_05,unit_inches,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_06__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_06__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 59 metres from a stationary cone. Maya walked 10 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,126,num_06,unit_metres,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_06__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_06__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 59 ft from a stationary cone. Maya walked 10 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,127,num_06,unit_ft,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_06__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_06__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 59 inches from a stationary cone. Maya walked 10 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,128,num_06,unit_inches,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_07__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_07__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_07__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 48 metres from a stationary cone. Maya walked 26 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,129,num_07,unit_metres,48,26,74
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_07__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_07__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_07__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 48 ft from a stationary cone. Maya walked 26 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,130,num_07,unit_ft,48,26,74
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_07__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_07__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_07__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 48 inches from a stationary cone. Maya walked 26 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,131,num_07,unit_inches,48,26,74
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_08__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_08__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_08__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 12 metres from a stationary cone. Maya walked 8 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,132,num_08,unit_metres,12,8,20
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_08__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_08__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_08__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 12 ft from a stationary cone. Maya walked 8 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,115,25,9,43,11,10,9,46,11,10,133,num_08,unit_ft,12,8,20
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_08__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_08__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_08__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 12 inches from a stationary cone. Maya walked 8 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,134,num_08,unit_inches,12,8,20
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_09__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_09__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_09__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 52 metres from a stationary cone. Maya walked 28 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,135,num_09,unit_metres,52,28,80
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_09__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_09__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_09__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 52 ft from a stationary cone. Maya walked 28 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,136,num_09,unit_ft,52,28,80
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_09__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_09__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_09__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 52 inches from a stationary cone. Maya walked 28 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,137,num_09,unit_inches,52,28,80
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_10__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_10__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_10__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 56 metres from a stationary cone. Maya walked 8 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,138,num_10,unit_metres,56,8,64
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_10__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_10__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_10__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 56 ft from a stationary cone. Maya walked 8 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,115,25,9,43,11,10,9,46,11,10,139,num_10,unit_ft,56,8,64
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_10__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_10__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_10__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 56 inches from a stationary cone. Maya walked 8 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,123,25,9,43,11,10,9,46,11,10,140,num_10,unit_inches,56,8,64
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_11__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_11__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_11__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 32 metres from a stationary cone. Maya walked 23 metres directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,141,num_11,unit_metres,32,23,55
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_11__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_11__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_11__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 32 ft from a stationary cone. Maya walked 23 ft directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,116,25,9,43,11,10,9,46,11,10,142,num_11,unit_ft,32,23,55
numeric_aligned_v1_1__name_0__obj_cone__standard__farther__num_11__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__standard__num_11__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_11__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,Maya was 32 inches from a stationary cone. Maya walked 23 inches directly away from the cone without reaching or passing it.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,22,124,25,9,43,11,10,9,46,11,10,143,num_11,unit_inches,32,23,55
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_00__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_00__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__closer__num_00__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 18 metres from a cone that remained stationary. From that starting position, Maya walked 5 metres directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,174,32,9,43,11,10,9,46,11,10,144,num_00,unit_metres,18,5,13
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_00__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_00__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__closer__num_00__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 18 ft from a cone that remained stationary. From that starting position, Maya walked 5 ft directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,166,32,9,43,11,10,9,46,11,10,145,num_00,unit_ft,18,5,13
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_00__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_00__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__closer__num_00__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 18 inches from a cone that remained stationary. From that starting position, Maya walked 5 inches directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,174,32,9,43,11,10,9,46,11,10,146,num_00,unit_inches,18,5,13
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_01__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_01__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__closer__num_01__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 85 metres from a cone that remained stationary. From that starting position, Maya walked 12 metres directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,175,32,9,43,11,10,9,46,11,10,147,num_01,unit_metres,85,12,73
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_01__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_01__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__closer__num_01__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 85 ft from a cone that remained stationary. From that starting position, Maya walked 12 ft directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,167,32,9,43,11,10,9,46,11,10,148,num_01,unit_ft,85,12,73
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_01__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_01__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__closer__num_01__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 85 inches from a cone that remained stationary. From that starting position, Maya walked 12 inches directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,175,32,9,43,11,10,9,46,11,10,149,num_01,unit_inches,85,12,73
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_02__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_02__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__closer__num_02__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 30 metres from a cone that remained stationary. From that starting position, Maya walked 6 metres directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,174,32,9,43,11,10,9,46,11,10,150,num_02,unit_metres,30,6,24
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_02__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_02__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__closer__num_02__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 30 ft from a cone that remained stationary. From that starting position, Maya walked 6 ft directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,166,32,9,43,11,10,9,46,11,10,151,num_02,unit_ft,30,6,24
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_02__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_02__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__closer__num_02__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 30 inches from a cone that remained stationary. From that starting position, Maya walked 6 inches directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,174,32,9,43,11,10,9,46,11,10,152,num_02,unit_inches,30,6,24
numeric_aligned_v1_1__name_0__obj_cone__expanded__closer__num_03__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__expanded__num_03__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__closer__num_03__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,closer,toward,Target1,"Initially, Maya was 35 metres from a cone that remained stationary. From that starting position, Maya walked 4 metres directly toward the cone without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,28,174,32,9,43,11,10,9,46,11,10,153,num_03,unit_metres,35,4,31
