pair_id,length_band,template_id,name_id,object_id,evidence_type,closer_probe_id,farther_probe_id,Context1,Context2,Target1,Target2
non_numeric_v1_1__name_3__obj_mailbox__expanded,expanded,aligned_expanded,name_3,obj_mailbox,directed_movement_inference,non_numeric_v1_1__name_3__obj_mailbox__expanded__closer,non_numeric_v1_1__name_3__obj_mailbox__expanded__farther,"Initially, Omar was some distance from a mailbox that remained stationary. From that starting position, Omar walked some distance directly toward the mailbox without reaching or passing it.","Initially, Omar was some distance from a mailbox that remained stationary. From that starting position, Omar walked some distance directly away from the mailbox without reaching or passing it.",Omar is now closer to the mailbox than before.,Omar is now farther from the mailbox than before.
non_numeric_v1_2__name_0__obj_cone__minimal_unqualified,minimal,minimal_unqualified,name_0,obj_cone,directed_movement_inference,non_numeric_v1_2__name_0__obj_cone__minimal_unqualified__closer,non_numeric_v1_2__name_0__obj_cone__minimal_unqualified__farther,Maya walked toward the cone.,Maya walked away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.
non_numeric_v1_2__name_0__obj_cone__minimal_stationary,minimal_stationary,minimal_stationary,name_0,obj_cone,directed_movement_inference,non_numeric_v1_2__name_0__obj_cone__minimal_stationary__closer,non_numeric_v1_2__name_0__obj_cone__minimal_stationary__farther,Maya walked toward the stationary cone.,Maya walked away from the stationary cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.
non_numeric_v1_2__name_0__obj_cone__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_0,obj_cone,directed_movement_inference,non_numeric_v1_2__name_0__obj_cone__reference_clause_stationary__closer,non_numeric_v1_2__name_0__obj_cone__reference_clause_stationary__farther,"Maya walked toward the cone, which remained stationary.","Maya walked away from the cone, which remained stationary.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.
non_numeric_v1_2__name_0__obj_cone__reference_clause_still,clause_still,reference_clause_still,name_0,obj_cone,directed_movement_inference,non_numeric_v1_2__name_0__obj_cone__reference_clause_still__closer,non_numeric_v1_2__name_0__obj_cone__reference_clause_still__farther,"Maya walked toward the cone, which remained still.","Maya walked away from the cone, which remained still.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.
non_numeric_v1_2__name_0__obj_flag__minimal_unqualified,minimal,minimal_unqualified,name_0,obj_flag,directed_movement_inference,non_numeric_v1_2__name_0__obj_flag__minimal_unqualified__closer,non_numeric_v1_2__name_0__obj_flag__minimal_unqualified__farther,Maya walked toward the flag.,Maya walked away from the flag.,Maya is now closer to the flag than before.,Maya is now farther from the flag than before.
non_numeric_v1_2__name_0__obj_flag__minimal_stationary,minimal_stationary,minimal_stationary,name_0,obj_flag,directed_movement_inference,non_numeric_v1_2__name_0__obj_flag__minimal_stationary__closer,non_numeric_v1_2__name_0__obj_flag__minimal_stationary__farther,Maya walked toward the stationary flag.,Maya walked away from the stationary flag.,Maya is now closer to the flag than before.,Maya is now farther from the flag than before.
non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_0,obj_flag,directed_movement_inference,non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary__closer,non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary__farther,"Maya walked toward the flag, which remained stationary.","Maya walked away from the flag, which remained stationary.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.
non_numeric_v1_2__name_0__obj_flag__reference_clause_still,clause_still,reference_clause_still,name_0,obj_flag,directed_movement_inference,non_numeric_v1_2__name_0__obj_flag__reference_clause_still__closer,non_numeric_v1_2__name_0__obj_flag__reference_clause_still__farther,"Maya walked toward the flag, which remained still.","Maya walked away from the flag, which remained still.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.
non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified,minimal,minimal_unqualified,name_0,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified__closer,non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified__farther,Maya walked toward the bicycle.,Maya walked away from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.
non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary,minimal_stationary,minimal_stationary,name_0,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary__closer,non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary__farther,Maya walked toward the stationary bicycle.,Maya walked away from the stationary bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_0,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary__closer,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary__farther,"Maya walked toward the bicycle, which remained stationary.","Maya walked away from the bicycle, which remained stationary.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still,clause_still,reference_clause_still,name_0,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still__closer,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still__farther,"Maya walked toward the bicycle, which remained still.","Maya walked away from the bicycle, which remained still.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.
non_numeric_v1_2__name_0__obj_bench__minimal_unqualified,minimal,minimal_unqualified,name_0,obj_bench,directed_movement_inference,non_numeric_v1_2__name_0__obj_bench__minimal_unqualified__closer,non_numeric_v1_2__name_0__obj_bench__minimal_unqualified__farther,Maya walked toward the bench.,Maya walked away from the bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.
non_numeric_v1_2__name_0__obj_bench__minimal_stationary,minimal_stationary,minimal_stationary,name_0,obj_bench,directed_movement_inference,non_numeric_v1_2__name_0__obj_bench__minimal_stationary__closer,non_numeric_v1_2__name_0__obj_bench__minimal_stationary__farther,Maya walked toward the stationary bench.,Maya walked away from the stationary bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.
non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_0,obj_bench,directed_movement_inference,non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary__closer,non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary__farther,"Maya walked toward the bench, which remained stationary.","Maya walked away from the bench, which remained stationary.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.
non_numeric_v1_2__name_0__obj_bench__reference_clause_still,clause_still,reference_clause_still,name_0,obj_bench,directed_movement_inference,non_numeric_v1_2__name_0__obj_bench__reference_clause_still__closer,non_numeric_v1_2__name_0__obj_bench__reference_clause_still__farther,"Maya walked toward the bench, which remained still.","Maya walked away from the bench, which remained still.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.
non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified,minimal,minimal_unqualified,name_0,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified__closer,non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified__farther,Maya walked toward the mailbox.,Maya walked away from the mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.
non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary,minimal_stationary,minimal_stationary,name_0,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary__closer,non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary__farther,Maya walked toward the stationary mailbox.,Maya walked away from the stationary mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_0,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary__closer,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary__farther,"Maya walked toward the mailbox, which remained stationary.","Maya walked away from the mailbox, which remained stationary.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still,clause_still,reference_clause_still,name_0,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still__closer,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still__farther,"Maya walked toward the mailbox, which remained still.","Maya walked away from the mailbox, which remained still.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.
non_numeric_v1_2__name_1__obj_cone__minimal_unqualified,minimal,minimal_unqualified,name_1,obj_cone,directed_movement_inference,non_numeric_v1_2__name_1__obj_cone__minimal_unqualified__closer,non_numeric_v1_2__name_1__obj_cone__minimal_unqualified__farther,Jesse walked toward the cone.,Jesse walked away from the cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
non_numeric_v1_2__name_1__obj_cone__minimal_stationary,minimal_stationary,minimal_stationary,name_1,obj_cone,directed_movement_inference,non_numeric_v1_2__name_1__obj_cone__minimal_stationary__closer,non_numeric_v1_2__name_1__obj_cone__minimal_stationary__farther,Jesse walked toward the stationary cone.,Jesse walked away from the stationary cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_1,obj_cone,directed_movement_inference,non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary__closer,non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary__farther,"Jesse walked toward the cone, which remained stationary.","Jesse walked away from the cone, which remained stationary.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
non_numeric_v1_2__name_1__obj_cone__reference_clause_still,clause_still,reference_clause_still,name_1,obj_cone,directed_movement_inference,non_numeric_v1_2__name_1__obj_cone__reference_clause_still__closer,non_numeric_v1_2__name_1__obj_cone__reference_clause_still__farther,"Jesse walked toward the cone, which remained still.","Jesse walked away from the cone, which remained still.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.
non_numeric_v1_2__name_1__obj_flag__minimal_unqualified,minimal,minimal_unqualified,name_1,obj_flag,directed_movement_inference,non_numeric_v1_2__name_1__obj_flag__minimal_unqualified__closer,non_numeric_v1_2__name_1__obj_flag__minimal_unqualified__farther,Jesse walked toward the flag.,Jesse walked away from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
non_numeric_v1_2__name_1__obj_flag__minimal_stationary,minimal_stationary,minimal_stationary,name_1,obj_flag,directed_movement_inference,non_numeric_v1_2__name_1__obj_flag__minimal_stationary__closer,non_numeric_v1_2__name_1__obj_flag__minimal_stationary__farther,Jesse walked toward the stationary flag.,Jesse walked away from the stationary flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_1,obj_flag,directed_movement_inference,non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary__closer,non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary__farther,"Jesse walked toward the flag, which remained stationary.","Jesse walked away from the flag, which remained stationary.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
non_numeric_v1_2__name_1__obj_flag__reference_clause_still,clause_still,reference_clause_still,name_1,obj_flag,directed_movement_inference,non_numeric_v1_2__name_1__obj_flag__reference_clause_still__closer,non_numeric_v1_2__name_1__obj_flag__reference_clause_still__farther,"Jesse walked toward the flag, which remained still.","Jesse walked away from the flag, which remained still.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.
non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified,minimal,minimal_unqualified,name_1,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified__closer,non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified__farther,Jesse walked toward the bicycle.,Jesse walked away from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.
non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary,minimal_stationary,minimal_stationary,name_1,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary__closer,non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary__farther,Jesse walked toward the stationary bicycle.,Jesse walked away from the stationary bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.
non_numeric_v1_2__name_1__obj_bicycle__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_1,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_1__obj_bicycle__reference_clause_stationary__closer,non_numeric_v1_2__name_1__obj_bicycle__reference_clause_stationary__farther,"Jesse walked toward the bicycle, which remained stationary.","Jesse walked away from the bicycle, which remained stationary.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.
non_numeric_v1_2__name_1__obj_bicycle__reference_clause_still,clause_still,reference_clause_still,name_1,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_1__obj_bicycle__reference_clause_still__closer,non_numeric_v1_2__name_1__obj_bicycle__reference_clause_still__farther,"Jesse walked toward the bicycle, which remained still.","Jesse walked away from the bicycle, which remained still.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.
non_numeric_v1_2__name_1__obj_bench__minimal_unqualified,minimal,minimal_unqualified,name_1,obj_bench,directed_movement_inference,non_numeric_v1_2__name_1__obj_bench__minimal_unqualified__closer,non_numeric_v1_2__name_1__obj_bench__minimal_unqualified__farther,Jesse walked toward the bench.,Jesse walked away from the bench.,Jesse is now closer to the bench than before.,Jesse is now farther from the bench than before.
non_numeric_v1_2__name_1__obj_bench__minimal_stationary,minimal_stationary,minimal_stationary,name_1,obj_bench,directed_movement_inference,non_numeric_v1_2__name_1__obj_bench__minimal_stationary__closer,non_numeric_v1_2__name_1__obj_bench__minimal_stationary__farther,Jesse walked toward the stationary bench.,Jesse walked away from the stationary bench.,Jesse is now closer to the bench than before.,Jesse is now farther from the bench than before.
non_numeric_v1_2__name_1__obj_bench__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_1,obj_bench,directed_movement_inference,non_numeric_v1_2__name_1__obj_bench__reference_clause_stationary__closer,non_numeric_v1_2__name_1__obj_bench__reference_clause_stationary__farther,"Jesse walked toward the bench, which remained stationary.","Jesse walked away from the bench, which remained stationary.",Jesse is now closer to the bench than before.,Jesse is now farther from the bench than before.
non_numeric_v1_2__name_1__obj_bench__reference_clause_still,clause_still,reference_clause_still,name_1,obj_bench,directed_movement_inference,non_numeric_v1_2__name_1__obj_bench__reference_clause_still__closer,non_numeric_v1_2__name_1__obj_bench__reference_clause_still__farther,"Jesse walked toward the bench, which remained still.","Jesse walked away from the bench, which remained still.",Jesse is now closer to the bench than before.,Jesse is now farther from the bench than before.
non_numeric_v1_2__name_1__obj_mailbox__minimal_unqualified,minimal,minimal_unqualified,name_1,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_1__obj_mailbox__minimal_unqualified__closer,non_numeric_v1_2__name_1__obj_mailbox__minimal_unqualified__farther,Jesse walked toward the mailbox.,Jesse walked away from the mailbox.,Jesse is now closer to the mailbox than before.,Jesse is now farther from the mailbox than before.
non_numeric_v1_2__name_1__obj_mailbox__minimal_stationary,minimal_stationary,minimal_stationary,name_1,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_1__obj_mailbox__minimal_stationary__closer,non_numeric_v1_2__name_1__obj_mailbox__minimal_stationary__farther,Jesse walked toward the stationary mailbox.,Jesse walked away from the stationary mailbox.,Jesse is now closer to the mailbox than before.,Jesse is now farther from the mailbox than before.
non_numeric_v1_2__name_1__obj_mailbox__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_1,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_1__obj_mailbox__reference_clause_stationary__closer,non_numeric_v1_2__name_1__obj_mailbox__reference_clause_stationary__farther,"Jesse walked toward the mailbox, which remained stationary.","Jesse walked away from the mailbox, which remained stationary.",Jesse is now closer to the mailbox than before.,Jesse is now farther from the mailbox than before.
non_numeric_v1_2__name_1__obj_mailbox__reference_clause_still,clause_still,reference_clause_still,name_1,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_1__obj_mailbox__reference_clause_still__closer,non_numeric_v1_2__name_1__obj_mailbox__reference_clause_still__farther,"Jesse walked toward the mailbox, which remained still.","Jesse walked away from the mailbox, which remained still.",Jesse is now closer to the mailbox than before.,Jesse is now farther from the mailbox than before.
non_numeric_v1_2__name_2__obj_cone__minimal_unqualified,minimal,minimal_unqualified,name_2,obj_cone,directed_movement_inference,non_numeric_v1_2__name_2__obj_cone__minimal_unqualified__closer,non_numeric_v1_2__name_2__obj_cone__minimal_unqualified__farther,Li walked toward the cone.,Li walked away from the cone.,Li is now closer to the cone than before.,Li is now farther from the cone than before.
non_numeric_v1_2__name_2__obj_cone__minimal_stationary,minimal_stationary,minimal_stationary,name_2,obj_cone,directed_movement_inference,non_numeric_v1_2__name_2__obj_cone__minimal_stationary__closer,non_numeric_v1_2__name_2__obj_cone__minimal_stationary__farther,Li walked toward the stationary cone.,Li walked away from the stationary cone.,Li is now closer to the cone than before.,Li is now farther from the cone than before.
non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_2,obj_cone,directed_movement_inference,non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary__closer,non_numeric_v1_2__name_2__obj_cone__reference_clause_stationary__farther,"Li walked toward the cone, which remained stationary.","Li walked away from the cone, which remained stationary.",Li is now closer to the cone than before.,Li is now farther from the cone than before.
non_numeric_v1_2__name_2__obj_cone__reference_clause_still,clause_still,reference_clause_still,name_2,obj_cone,directed_movement_inference,non_numeric_v1_2__name_2__obj_cone__reference_clause_still__closer,non_numeric_v1_2__name_2__obj_cone__reference_clause_still__farther,"Li walked toward the cone, which remained still.","Li walked away from the cone, which remained still.",Li is now closer to the cone than before.,Li is now farther from the cone than before.
non_numeric_v1_2__name_2__obj_flag__minimal_unqualified,minimal,minimal_unqualified,name_2,obj_flag,directed_movement_inference,non_numeric_v1_2__name_2__obj_flag__minimal_unqualified__closer,non_numeric_v1_2__name_2__obj_flag__minimal_unqualified__farther,Li walked toward the flag.,Li walked away from the flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.
non_numeric_v1_2__name_2__obj_flag__minimal_stationary,minimal_stationary,minimal_stationary,name_2,obj_flag,directed_movement_inference,non_numeric_v1_2__name_2__obj_flag__minimal_stationary__closer,non_numeric_v1_2__name_2__obj_flag__minimal_stationary__farther,Li walked toward the stationary flag.,Li walked away from the stationary flag.,Li is now closer to the flag than before.,Li is now farther from the flag than before.
non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_2,obj_flag,directed_movement_inference,non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary__closer,non_numeric_v1_2__name_2__obj_flag__reference_clause_stationary__farther,"Li walked toward the flag, which remained stationary.","Li walked away from the flag, which remained stationary.",Li is now closer to the flag than before.,Li is now farther from the flag than before.
non_numeric_v1_2__name_2__obj_flag__reference_clause_still,clause_still,reference_clause_still,name_2,obj_flag,directed_movement_inference,non_numeric_v1_2__name_2__obj_flag__reference_clause_still__closer,non_numeric_v1_2__name_2__obj_flag__reference_clause_still__farther,"Li walked toward the flag, which remained still.","Li walked away from the flag, which remained still.",Li is now closer to the flag than before.,Li is now farther from the flag than before.
non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified,minimal,minimal_unqualified,name_2,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified__closer,non_numeric_v1_2__name_2__obj_bicycle__minimal_unqualified__farther,Li walked toward the bicycle.,Li walked away from the bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.
non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary,minimal_stationary,minimal_stationary,name_2,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary__closer,non_numeric_v1_2__name_2__obj_bicycle__minimal_stationary__farther,Li walked toward the stationary bicycle.,Li walked away from the stationary bicycle.,Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_2,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary__closer,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_stationary__farther,"Li walked toward the bicycle, which remained stationary.","Li walked away from the bicycle, which remained stationary.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.
non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still,clause_still,reference_clause_still,name_2,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still__closer,non_numeric_v1_2__name_2__obj_bicycle__reference_clause_still__farther,"Li walked toward the bicycle, which remained still.","Li walked away from the bicycle, which remained still.",Li is now closer to the bicycle than before.,Li is now farther from the bicycle than before.
non_numeric_v1_2__name_2__obj_bench__minimal_unqualified,minimal,minimal_unqualified,name_2,obj_bench,directed_movement_inference,non_numeric_v1_2__name_2__obj_bench__minimal_unqualified__closer,non_numeric_v1_2__name_2__obj_bench__minimal_unqualified__farther,Li walked toward the bench.,Li walked away from the bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.
non_numeric_v1_2__name_2__obj_bench__minimal_stationary,minimal_stationary,minimal_stationary,name_2,obj_bench,directed_movement_inference,non_numeric_v1_2__name_2__obj_bench__minimal_stationary__closer,non_numeric_v1_2__name_2__obj_bench__minimal_stationary__farther,Li walked toward the stationary bench.,Li walked away from the stationary bench.,Li is now closer to the bench than before.,Li is now farther from the bench than before.
non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_2,obj_bench,directed_movement_inference,non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary__closer,non_numeric_v1_2__name_2__obj_bench__reference_clause_stationary__farther,"Li walked toward the bench, which remained stationary.","Li walked away from the bench, which remained stationary.",Li is now closer to the bench than before.,Li is now farther from the bench than before.
non_numeric_v1_2__name_2__obj_bench__reference_clause_still,clause_still,reference_clause_still,name_2,obj_bench,directed_movement_inference,non_numeric_v1_2__name_2__obj_bench__reference_clause_still__closer,non_numeric_v1_2__name_2__obj_bench__reference_clause_still__farther,"Li walked toward the bench, which remained still.","Li walked away from the bench, which remained still.",Li is now closer to the bench than before.,Li is now farther from the bench than before.
non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified,minimal,minimal_unqualified,name_2,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified__closer,non_numeric_v1_2__name_2__obj_mailbox__minimal_unqualified__farther,Li walked toward the mailbox.,Li walked away from the mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.
non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary,minimal_stationary,minimal_stationary,name_2,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary__closer,non_numeric_v1_2__name_2__obj_mailbox__minimal_stationary__farther,Li walked toward the stationary mailbox.,Li walked away from the stationary mailbox.,Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_2,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary__closer,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_stationary__farther,"Li walked toward the mailbox, which remained stationary.","Li walked away from the mailbox, which remained stationary.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.
non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still,clause_still,reference_clause_still,name_2,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still__closer,non_numeric_v1_2__name_2__obj_mailbox__reference_clause_still__farther,"Li walked toward the mailbox, which remained still.","Li walked away from the mailbox, which remained still.",Li is now closer to the mailbox than before.,Li is now farther from the mailbox than before.
non_numeric_v1_2__name_3__obj_cone__minimal_unqualified,minimal,minimal_unqualified,name_3,obj_cone,directed_movement_inference,non_numeric_v1_2__name_3__obj_cone__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_cone__minimal_unqualified__farther,Omar walked toward the cone.,Omar walked away from the cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.
non_numeric_v1_2__name_3__obj_cone__minimal_stationary,minimal_stationary,minimal_stationary,name_3,obj_cone,directed_movement_inference,non_numeric_v1_2__name_3__obj_cone__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_cone__minimal_stationary__farther,Omar walked toward the stationary cone.,Omar walked away from the stationary cone.,Omar is now closer to the cone than before.,Omar is now farther from the cone than before.
non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_3,obj_cone,directed_movement_inference,non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_cone__reference_clause_stationary__farther,"Omar walked toward the cone, which remained stationary.","Omar walked away from the cone, which remained stationary.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.
non_numeric_v1_2__name_3__obj_cone__reference_clause_still,clause_still,reference_clause_still,name_3,obj_cone,directed_movement_inference,non_numeric_v1_2__name_3__obj_cone__reference_clause_still__closer,non_numeric_v1_2__name_3__obj_cone__reference_clause_still__farther,"Omar walked toward the cone, which remained still.","Omar walked away from the cone, which remained still.",Omar is now closer to the cone than before.,Omar is now farther from the cone than before.
non_numeric_v1_2__name_3__obj_flag__minimal_unqualified,minimal,minimal_unqualified,name_3,obj_flag,directed_movement_inference,non_numeric_v1_2__name_3__obj_flag__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_flag__minimal_unqualified__farther,Omar walked toward the flag.,Omar walked away from the flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.
non_numeric_v1_2__name_3__obj_flag__minimal_stationary,minimal_stationary,minimal_stationary,name_3,obj_flag,directed_movement_inference,non_numeric_v1_2__name_3__obj_flag__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_flag__minimal_stationary__farther,Omar walked toward the stationary flag.,Omar walked away from the stationary flag.,Omar is now closer to the flag than before.,Omar is now farther from the flag than before.
non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_3,obj_flag,directed_movement_inference,non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_flag__reference_clause_stationary__farther,"Omar walked toward the flag, which remained stationary.","Omar walked away from the flag, which remained stationary.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.
non_numeric_v1_2__name_3__obj_flag__reference_clause_still,clause_still,reference_clause_still,name_3,obj_flag,directed_movement_inference,non_numeric_v1_2__name_3__obj_flag__reference_clause_still__closer,non_numeric_v1_2__name_3__obj_flag__reference_clause_still__farther,"Omar walked toward the flag, which remained still.","Omar walked away from the flag, which remained still.",Omar is now closer to the flag than before.,Omar is now farther from the flag than before.
non_numeric_v1_2__name_3__obj_bicycle__minimal_unqualified,minimal,minimal_unqualified,name_3,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_3__obj_bicycle__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_bicycle__minimal_unqualified__farther,Omar walked toward the bicycle.,Omar walked away from the bicycle.,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.
