component,reference_probe_id,variant_probe_id,reference_value,variant_value
name_id,person_auditorium__name_0__obj_coat__reference_reversed,person_auditorium__name_3__obj_coat__reference_reversed,name_0,name_3
name_id,person_auditorium__name_0__obj_coat__negate_close,person_auditorium__name_1__obj_coat__negate_close,name_0,name_1
name_id,person_auditorium__name_0__obj_coat__negate_close,person_auditorium__name_2__obj_coat__negate_close,name_0,name_2
name_id,person_auditorium__name_0__obj_coat__negate_close,person_auditorium__name_3__obj_coat__negate_close,name_0,name_3
name_id,person_auditorium__name_0__obj_coat__negate_far,person_auditorium__name_1__obj_coat__negate_far,name_0,name_1
name_id,person_auditorium__name_0__obj_coat__negate_far,person_auditorium__name_2__obj_coat__negate_far,name_0,name_2
name_id,person_auditorium__name_0__obj_coat__negate_far,person_auditorium__name_3__obj_coat__negate_far,name_0,name_3
name_id,person_auditorium__name_0__obj_coat__both_negated,person_auditorium__name_1__obj_coat__both_negated,name_0,name_1
name_id,person_auditorium__name_0__obj_coat__both_negated,person_auditorium__name_2__obj_coat__both_negated,name_0,name_2
name_id,person_auditorium__name_0__obj_coat__both_negated,person_auditorium__name_3__obj_coat__both_negated,name_0,name_3
object_id,person_gym__name_0__obj_bag__baseline,person_gym__name_0__obj_ball__baseline,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__phrase_alternate,person_gym__name_0__obj_ball__phrase_alternate,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__word_beside,person_gym__name_0__obj_ball__word_beside,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__word_alongside,person_gym__name_0__obj_ball__word_alongside,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__word_near,person_gym__name_0__obj_ball__word_near,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__reference_reversed,person_gym__name_0__obj_ball__reference_reversed,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__negate_close,person_gym__name_0__obj_ball__negate_close,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__negate_far,person_gym__name_0__obj_ball__negate_far,obj_bag,obj_ball
object_id,person_gym__name_0__obj_bag__both_negated,person_gym__name_0__obj_ball__both_negated,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__baseline,person_gym__name_1__obj_ball__baseline,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__phrase_alternate,person_gym__name_1__obj_ball__phrase_alternate,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__word_beside,person_gym__name_1__obj_ball__word_beside,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__word_alongside,person_gym__name_1__obj_ball__word_alongside,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__word_near,person_gym__name_1__obj_ball__word_near,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__reference_reversed,person_gym__name_1__obj_ball__reference_reversed,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__negate_close,person_gym__name_1__obj_ball__negate_close,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__negate_far,person_gym__name_1__obj_ball__negate_far,obj_bag,obj_ball
object_id,person_gym__name_1__obj_bag__both_negated,person_gym__name_1__obj_ball__both_negated,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__baseline,person_gym__name_2__obj_ball__baseline,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__phrase_alternate,person_gym__name_2__obj_ball__phrase_alternate,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__word_beside,person_gym__name_2__obj_ball__word_beside,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__word_alongside,person_gym__name_2__obj_ball__word_alongside,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__word_near,person_gym__name_2__obj_ball__word_near,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__reference_reversed,person_gym__name_2__obj_ball__reference_reversed,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__negate_close,person_gym__name_2__obj_ball__negate_close,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__negate_far,person_gym__name_2__obj_ball__negate_far,obj_bag,obj_ball
object_id,person_gym__name_2__obj_bag__both_negated,person_gym__name_2__obj_ball__both_negated,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__baseline,person_gym__name_3__obj_ball__baseline,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__phrase_alternate,person_gym__name_3__obj_ball__phrase_alternate,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__word_beside,person_gym__name_3__obj_ball__word_beside,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__word_alongside,person_gym__name_3__obj_ball__word_alongside,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__word_near,person_gym__name_3__obj_ball__word_near,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__reference_reversed,person_gym__name_3__obj_ball__reference_reversed,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__negate_close,person_gym__name_3__obj_ball__negate_close,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__negate_far,person_gym__name_3__obj_ball__negate_far,obj_bag,obj_ball
object_id,person_gym__name_3__obj_bag__both_negated,person_gym__name_3__obj_ball__both_negated,obj_bag,obj_ball
object_id,person_dining__name_0__obj_bag__baseline,person_dining__name_0__obj_book__baseline,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__phrase_alternate,person_dining__name_0__obj_book__phrase_alternate,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__word_beside,person_dining__name_0__obj_book__word_beside,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__word_alongside,person_dining__name_0__obj_book__word_alongside,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__word_near,person_dining__name_0__obj_book__word_near,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__reference_reversed,person_dining__name_0__obj_book__reference_reversed,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__negate_close,person_dining__name_0__obj_book__negate_close,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__negate_far,person_dining__name_0__obj_book__negate_far,obj_bag,obj_book
object_id,person_dining__name_0__obj_bag__both_negated,person_dining__name_0__obj_book__both_negated,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__baseline,person_dining__name_1__obj_book__baseline,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__phrase_alternate,person_dining__name_1__obj_book__phrase_alternate,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__word_beside,person_dining__name_1__obj_book__word_beside,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__word_alongside,person_dining__name_1__obj_book__word_alongside,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__word_near,person_dining__name_1__obj_book__word_near,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__reference_reversed,person_dining__name_1__obj_book__reference_reversed,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__negate_close,person_dining__name_1__obj_book__negate_close,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__negate_far,person_dining__name_1__obj_book__negate_far,obj_bag,obj_book
object_id,person_dining__name_1__obj_bag__both_negated,person_dining__name_1__obj_book__both_negated,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__baseline,person_dining__name_2__obj_book__baseline,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__phrase_alternate,person_dining__name_2__obj_book__phrase_alternate,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__word_beside,person_dining__name_2__obj_book__word_beside,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__word_alongside,person_dining__name_2__obj_book__word_alongside,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__word_near,person_dining__name_2__obj_book__word_near,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__reference_reversed,person_dining__name_2__obj_book__reference_reversed,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__negate_close,person_dining__name_2__obj_book__negate_close,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__negate_far,person_dining__name_2__obj_book__negate_far,obj_bag,obj_book
object_id,person_dining__name_2__obj_bag__both_negated,person_dining__name_2__obj_book__both_negated,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__baseline,person_dining__name_3__obj_book__baseline,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__phrase_alternate,person_dining__name_3__obj_book__phrase_alternate,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__word_beside,person_dining__name_3__obj_book__word_beside,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__word_alongside,person_dining__name_3__obj_book__word_alongside,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__word_near,person_dining__name_3__obj_book__word_near,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__reference_reversed,person_dining__name_3__obj_book__reference_reversed,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__negate_close,person_dining__name_3__obj_book__negate_close,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__negate_far,person_dining__name_3__obj_book__negate_far,obj_bag,obj_book
object_id,person_dining__name_3__obj_bag__both_negated,person_dining__name_3__obj_book__both_negated,obj_bag,obj_book
object_id,person_field__name_0__obj_ball__baseline,person_field__name_0__obj_cone__baseline,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__phrase_alternate,person_field__name_0__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__word_beside,person_field__name_0__obj_cone__word_beside,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__word_alongside,person_field__name_0__obj_cone__word_alongside,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__word_near,person_field__name_0__obj_cone__word_near,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__reference_reversed,person_field__name_0__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__negate_close,person_field__name_0__obj_cone__negate_close,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__negate_far,person_field__name_0__obj_cone__negate_far,obj_ball,obj_cone
object_id,person_field__name_0__obj_ball__both_negated,person_field__name_0__obj_cone__both_negated,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__baseline,person_field__name_1__obj_cone__baseline,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__phrase_alternate,person_field__name_1__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__word_beside,person_field__name_1__obj_cone__word_beside,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__word_alongside,person_field__name_1__obj_cone__word_alongside,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__word_near,person_field__name_1__obj_cone__word_near,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__reference_reversed,person_field__name_1__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__negate_close,person_field__name_1__obj_cone__negate_close,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__negate_far,person_field__name_1__obj_cone__negate_far,obj_ball,obj_cone
object_id,person_field__name_1__obj_ball__both_negated,person_field__name_1__obj_cone__both_negated,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__baseline,person_field__name_2__obj_cone__baseline,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__phrase_alternate,person_field__name_2__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__word_beside,person_field__name_2__obj_cone__word_beside,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__word_alongside,person_field__name_2__obj_cone__word_alongside,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__word_near,person_field__name_2__obj_cone__word_near,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__reference_reversed,person_field__name_2__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__negate_close,person_field__name_2__obj_cone__negate_close,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__negate_far,person_field__name_2__obj_cone__negate_far,obj_ball,obj_cone
object_id,person_field__name_2__obj_ball__both_negated,person_field__name_2__obj_cone__both_negated,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__baseline,person_field__name_3__obj_cone__baseline,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__phrase_alternate,person_field__name_3__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__word_beside,person_field__name_3__obj_cone__word_beside,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__word_alongside,person_field__name_3__obj_cone__word_alongside,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__word_near,person_field__name_3__obj_cone__word_near,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__reference_reversed,person_field__name_3__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__negate_close,person_field__name_3__obj_cone__negate_close,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__negate_far,person_field__name_3__obj_cone__negate_far,obj_ball,obj_cone
object_id,person_field__name_3__obj_ball__both_negated,person_field__name_3__obj_cone__both_negated,obj_ball,obj_cone
object_id,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_suitcase__baseline,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__phrase_alternate,person_platform__name_0__obj_suitcase__phrase_alternate,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__word_beside,person_platform__name_0__obj_suitcase__word_beside,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__word_alongside,person_platform__name_0__obj_suitcase__word_alongside,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__word_near,person_platform__name_0__obj_suitcase__word_near,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__reference_reversed,person_platform__name_0__obj_suitcase__reference_reversed,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__negate_close,person_platform__name_0__obj_suitcase__negate_close,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__negate_far,person_platform__name_0__obj_suitcase__negate_far,obj_backpack,obj_suitcase
object_id,person_platform__name_0__obj_backpack__both_negated,person_platform__name_0__obj_suitcase__both_negated,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_suitcase__baseline,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__phrase_alternate,person_platform__name_1__obj_suitcase__phrase_alternate,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__word_beside,person_platform__name_1__obj_suitcase__word_beside,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__word_alongside,person_platform__name_1__obj_suitcase__word_alongside,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__word_near,person_platform__name_1__obj_suitcase__word_near,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__reference_reversed,person_platform__name_1__obj_suitcase__reference_reversed,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__negate_close,person_platform__name_1__obj_suitcase__negate_close,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__negate_far,person_platform__name_1__obj_suitcase__negate_far,obj_backpack,obj_suitcase
object_id,person_platform__name_1__obj_backpack__both_negated,person_platform__name_1__obj_suitcase__both_negated,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_suitcase__baseline,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__phrase_alternate,person_platform__name_2__obj_suitcase__phrase_alternate,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__word_beside,person_platform__name_2__obj_suitcase__word_beside,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__word_alongside,person_platform__name_2__obj_suitcase__word_alongside,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__word_near,person_platform__name_2__obj_suitcase__word_near,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__reference_reversed,person_platform__name_2__obj_suitcase__reference_reversed,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__negate_close,person_platform__name_2__obj_suitcase__negate_close,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__negate_far,person_platform__name_2__obj_suitcase__negate_far,obj_backpack,obj_suitcase
object_id,person_platform__name_2__obj_backpack__both_negated,person_platform__name_2__obj_suitcase__both_negated,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_suitcase__baseline,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__phrase_alternate,person_platform__name_3__obj_suitcase__phrase_alternate,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__word_beside,person_platform__name_3__obj_suitcase__word_beside,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__word_alongside,person_platform__name_3__obj_suitcase__word_alongside,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__word_near,person_platform__name_3__obj_suitcase__word_near,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__reference_reversed,person_platform__name_3__obj_suitcase__reference_reversed,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__negate_close,person_platform__name_3__obj_suitcase__negate_close,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__negate_far,person_platform__name_3__obj_suitcase__negate_far,obj_backpack,obj_suitcase
object_id,person_platform__name_3__obj_backpack__both_negated,person_platform__name_3__obj_suitcase__both_negated,obj_backpack,obj_suitcase
object_id,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_coat__baseline,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__phrase_alternate,person_auditorium__name_0__obj_coat__phrase_alternate,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__word_beside,person_auditorium__name_0__obj_coat__word_beside,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__word_alongside,person_auditorium__name_0__obj_coat__word_alongside,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__word_near,person_auditorium__name_0__obj_coat__word_near,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__reference_reversed,person_auditorium__name_0__obj_coat__reference_reversed,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__negate_close,person_auditorium__name_0__obj_coat__negate_close,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__negate_far,person_auditorium__name_0__obj_coat__negate_far,obj_bag,obj_coat
object_id,person_auditorium__name_0__obj_bag__both_negated,person_auditorium__name_0__obj_coat__both_negated,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_coat__baseline,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__phrase_alternate,person_auditorium__name_1__obj_coat__phrase_alternate,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__word_beside,person_auditorium__name_1__obj_coat__word_beside,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__word_alongside,person_auditorium__name_1__obj_coat__word_alongside,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__word_near,person_auditorium__name_1__obj_coat__word_near,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__reference_reversed,person_auditorium__name_1__obj_coat__reference_reversed,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__negate_close,person_auditorium__name_1__obj_coat__negate_close,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__negate_far,person_auditorium__name_1__obj_coat__negate_far,obj_bag,obj_coat
object_id,person_auditorium__name_1__obj_bag__both_negated,person_auditorium__name_1__obj_coat__both_negated,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_coat__baseline,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__phrase_alternate,person_auditorium__name_2__obj_coat__phrase_alternate,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__word_beside,person_auditorium__name_2__obj_coat__word_beside,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__word_alongside,person_auditorium__name_2__obj_coat__word_alongside,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__word_near,person_auditorium__name_2__obj_coat__word_near,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__reference_reversed,person_auditorium__name_2__obj_coat__reference_reversed,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__negate_close,person_auditorium__name_2__obj_coat__negate_close,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__negate_far,person_auditorium__name_2__obj_coat__negate_far,obj_bag,obj_coat
object_id,person_auditorium__name_2__obj_bag__both_negated,person_auditorium__name_2__obj_coat__both_negated,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_coat__baseline,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__phrase_alternate,person_auditorium__name_3__obj_coat__phrase_alternate,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__word_beside,person_auditorium__name_3__obj_coat__word_beside,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__word_alongside,person_auditorium__name_3__obj_coat__word_alongside,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__word_near,person_auditorium__name_3__obj_coat__word_near,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__reference_reversed,person_auditorium__name_3__obj_coat__reference_reversed,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__negate_close,person_auditorium__name_3__obj_coat__negate_close,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__negate_far,person_auditorium__name_3__obj_coat__negate_far,obj_bag,obj_coat
object_id,person_auditorium__name_3__obj_bag__both_negated,person_auditorium__name_3__obj_coat__both_negated,obj_bag,obj_coat
object_id,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_cone__baseline,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__phrase_alternate,objects_gym__obj_bench__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__word_beside,objects_gym__obj_bench__obj_cone__word_beside,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__word_alongside,objects_gym__obj_bench__obj_cone__word_alongside,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__word_near,objects_gym__obj_bench__obj_cone__word_near,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__reference_reversed,objects_gym__obj_bench__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__negate_close,objects_gym__obj_bench__obj_cone__negate_close,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__negate_far,objects_gym__obj_bench__obj_cone__negate_far,obj_ball,obj_cone
object_id,objects_gym__obj_bench__obj_ball__both_negated,objects_gym__obj_bench__obj_cone__both_negated,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_cone__baseline,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__phrase_alternate,objects_gym__obj_mat__obj_cone__phrase_alternate,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__word_beside,objects_gym__obj_mat__obj_cone__word_beside,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__word_alongside,objects_gym__obj_mat__obj_cone__word_alongside,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__word_near,objects_gym__obj_mat__obj_cone__word_near,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__reference_reversed,objects_gym__obj_mat__obj_cone__reference_reversed,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__negate_close,objects_gym__obj_mat__obj_cone__negate_close,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__negate_far,objects_gym__obj_mat__obj_cone__negate_far,obj_ball,obj_cone
object_id,objects_gym__obj_mat__obj_ball__both_negated,objects_gym__obj_mat__obj_cone__both_negated,obj_ball,obj_cone
object_id,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_mug__baseline,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__phrase_alternate,objects_kitchen__obj_plate__obj_mug__phrase_alternate,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__word_beside,objects_kitchen__obj_plate__obj_mug__word_beside,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__word_alongside,objects_kitchen__obj_plate__obj_mug__word_alongside,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__word_near,objects_kitchen__obj_plate__obj_mug__word_near,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__reference_reversed,objects_kitchen__obj_plate__obj_mug__reference_reversed,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__negate_close,objects_kitchen__obj_plate__obj_mug__negate_close,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__negate_far,objects_kitchen__obj_plate__obj_mug__negate_far,obj_cup,obj_mug
object_id,objects_kitchen__obj_plate__obj_cup__both_negated,objects_kitchen__obj_plate__obj_mug__both_negated,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_mug__baseline,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__phrase_alternate,objects_kitchen__obj_bowl__obj_mug__phrase_alternate,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__word_beside,objects_kitchen__obj_bowl__obj_mug__word_beside,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__word_alongside,objects_kitchen__obj_bowl__obj_mug__word_alongside,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__word_near,objects_kitchen__obj_bowl__obj_mug__word_near,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__reference_reversed,objects_kitchen__obj_bowl__obj_mug__reference_reversed,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__negate_close,objects_kitchen__obj_bowl__obj_mug__negate_close,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__negate_far,objects_kitchen__obj_bowl__obj_mug__negate_far,obj_cup,obj_mug
object_id,objects_kitchen__obj_bowl__obj_cup__both_negated,objects_kitchen__obj_bowl__obj_mug__both_negated,obj_cup,obj_mug
object_id,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_helmet__baseline,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__phrase_alternate,objects_workshop__obj_toolbox__obj_helmet__phrase_alternate,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__word_beside,objects_workshop__obj_toolbox__obj_helmet__word_beside,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__word_alongside,objects_workshop__obj_toolbox__obj_helmet__word_alongside,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__word_near,objects_workshop__obj_toolbox__obj_helmet__word_near,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__reference_reversed,objects_workshop__obj_toolbox__obj_helmet__reference_reversed,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__negate_close,objects_workshop__obj_toolbox__obj_helmet__negate_close,obj_bucket,obj_helmet
object_id,objects_workshop__obj_toolbox__obj_bucket__negate_far,objects_workshop__obj_toolbox__obj_helmet__negate_far,obj_bucket,obj_helmet
