probe_id,probe_version,probe_type,matched_group_id,condition_id,control,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,phrase_pair_id,location_phrase_pair_id,evidence_type,semantic_match,reference_order_id,target_negation_pattern_id,sentence_structure_id,distance_standard_id,correct_target_for_context1,correct_target_for_context2,Domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,Context1,Context2,Target1,Target2,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_dining__name_3__obj_book__reference_reversed,1.0,close_far_situation,person_dining__name_3__obj_book,reference_reversed,reference_reversal,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Omar.,Omar is close to the book.,Omar is far from the book.,26,117,29,130,6,26,6,26,131
person_dining__name_3__obj_book__negate_close,1.0,close_far_situation,person_dining__name_3__obj_book,negate_close,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Omar.,The book is close to Omar.,The book is not close to Omar.,26,117,29,130,6,26,7,30,132
person_dining__name_3__obj_book__negate_far,1.0,close_far_situation,person_dining__name_3__obj_book,negate_far,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Omar.,The book is not far from Omar.,The book is far from Omar.,26,117,29,130,7,30,6,26,133
person_dining__name_3__obj_book__both_negated,1.0,close_far_situation,person_dining__name_3__obj_book,both_negated,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_book,book,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The book rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The book rests on the floor at the other end of the dining room from Omar.,The book is not far from Omar.,The book is not close to Omar.,26,117,29,130,7,30,7,30,134
person_dining__name_3__obj_bag__baseline,1.0,close_far_situation,person_dining__name_3__obj_bag,baseline,baseline,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor at the other end of the dining room from Omar.,The bag is close to Omar.,The bag is far from Omar.,26,116,29,129,6,25,6,25,135
person_dining__name_3__obj_bag__phrase_alternate,1.0,close_far_situation,person_dining__name_3__obj_bag,phrase_alternate,location_phrasing,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_1,person_dining__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag rests on the floor immediately beside Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor across the full length of the dining room from Omar.,The bag is close to Omar.,The bag is far from Omar.,24,115,29,135,6,25,6,25,136
person_dining__name_3__obj_bag__word_beside,1.0,close_far_situation,person_dining__name_3__obj_bag,word_beside,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,lex_beside,person_dining__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag is beside Omar.,Omar sits on a chair at one end of a large dining room. The bag is far from Omar.,The bag is close to Omar.,The bag is far from Omar.,18,79,19,81,6,25,6,25,137
person_dining__name_3__obj_bag__word_alongside,1.0,close_far_situation,person_dining__name_3__obj_bag,word_alongside,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,lex_alongside,person_dining__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag is alongside Omar.,Omar sits on a chair at one end of a large dining room. The bag is a long way from Omar.,The bag is close to Omar.,The bag is far from Omar.,18,82,21,88,6,25,6,25,138
person_dining__name_3__obj_bag__word_near,1.0,close_far_situation,person_dining__name_3__obj_bag,word_near,evidence_wording,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,lex_near,person_dining__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag is near Omar.,Omar sits on a chair at one end of a large dining room. The bag is a long distance from Omar.,The bag is close to Omar.,The bag is far from Omar.,18,77,21,93,6,25,6,25,139
person_dining__name_3__obj_bag__reference_reversed,1.0,close_far_situation,person_dining__name_3__obj_bag,reference_reversed,reference_reversal,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor at the other end of the dining room from Omar.,Omar is close to the bag.,Omar is far from the bag.,26,116,29,129,6,25,6,25,140
person_dining__name_3__obj_bag__negate_close,1.0,close_far_situation,person_dining__name_3__obj_bag,negate_close,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor at the other end of the dining room from Omar.,The bag is close to Omar.,The bag is not close to Omar.,26,116,29,129,6,25,7,29,141
person_dining__name_3__obj_bag__negate_far,1.0,close_far_situation,person_dining__name_3__obj_bag,negate_far,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor at the other end of the dining room from Omar.,The bag is not far from Omar.,The bag is far from Omar.,26,116,29,129,7,29,6,25,142
person_dining__name_3__obj_bag__both_negated,1.0,close_far_situation,person_dining__name_3__obj_bag,both_negated,target_negation,person_dining,room_separation,person_dining,large dining room,person_object,name_3,Omar,obj_bag,bag,,,placement_0,person_dining__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar sits on a chair at one end of a large dining room. The bag rests on the floor between the legs of Omar's chair.,Omar sits on a chair at one end of a large dining room. The bag rests on the floor at the other end of the dining room from Omar.,The bag is not far from Omar.,The bag is not close to Omar.,26,116,29,129,7,29,7,29,143
person_field__name_0__obj_ball__baseline,1.0,close_far_situation,person_field__name_0__obj_ball,baseline,baseline,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is close to Maya.,The ball is far from Maya.,17,84,22,104,6,26,6,26,144
person_field__name_0__obj_ball__phrase_alternate,1.0,close_far_situation,person_field__name_0__obj_ball,phrase_alternate,location_phrasing,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_1,person_field__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests immediately next to Maya's foot.,Maya stands at one end of a large playing field. The entire length of the playing field separates the ball from Maya.,The ball is close to Maya.,The ball is far from Maya.,19,96,22,117,6,26,6,26,145
person_field__name_0__obj_ball__word_beside,1.0,close_far_situation,person_field__name_0__obj_ball,word_beside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_beside,person_field__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is beside Maya.,Maya stands at one end of a large playing field. The ball is far from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,73,16,75,6,26,6,26,146
person_field__name_0__obj_ball__word_alongside,1.0,close_far_situation,person_field__name_0__obj_ball,word_alongside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_alongside,person_field__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is alongside Maya.,Maya stands at one end of a large playing field. The ball is a long way from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,76,18,82,6,26,6,26,147
person_field__name_0__obj_ball__word_near,1.0,close_far_situation,person_field__name_0__obj_ball,word_near,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,lex_near,person_field__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball is near Maya.,Maya stands at one end of a large playing field. The ball is a long distance from Maya.,The ball is close to Maya.,The ball is far from Maya.,15,71,18,87,6,26,6,26,148
person_field__name_0__obj_ball__reference_reversed,1.0,close_far_situation,person_field__name_0__obj_ball,reference_reversed,reference_reversal,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,Maya is close to the ball.,Maya is far from the ball.,17,84,22,104,6,26,6,26,149
person_field__name_0__obj_ball__negate_close,1.0,close_far_situation,person_field__name_0__obj_ball,negate_close,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is close to Maya.,The ball is not close to Maya.,17,84,22,104,6,26,7,30,150
person_field__name_0__obj_ball__negate_far,1.0,close_far_situation,person_field__name_0__obj_ball,negate_far,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is not far from Maya.,The ball is far from Maya.,17,84,22,104,7,30,6,26,151
person_field__name_0__obj_ball__both_negated,1.0,close_far_situation,person_field__name_0__obj_ball,both_negated,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The ball rests between Maya's feet.,Maya stands at one end of a large playing field. The ball rests at the other end of the field from Maya.,The ball is not far from Maya.,The ball is not close to Maya.,17,84,22,104,7,30,7,30,152
person_field__name_0__obj_cone__baseline,1.0,close_far_situation,person_field__name_0__obj_cone,baseline,baseline,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone rests between Maya's feet.,Maya stands at one end of a large playing field. The cone rests at the other end of the field from Maya.,The cone is close to Maya.,The cone is far from Maya.,17,84,22,104,6,26,6,26,153
person_field__name_0__obj_cone__phrase_alternate,1.0,close_far_situation,person_field__name_0__obj_cone,phrase_alternate,location_phrasing,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_1,person_field__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone rests immediately next to Maya's foot.,Maya stands at one end of a large playing field. The entire length of the playing field separates the cone from Maya.,The cone is close to Maya.,The cone is far from Maya.,19,96,22,117,6,26,6,26,154
person_field__name_0__obj_cone__word_beside,1.0,close_far_situation,person_field__name_0__obj_cone,word_beside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,lex_beside,person_field__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone is beside Maya.,Maya stands at one end of a large playing field. The cone is far from Maya.,The cone is close to Maya.,The cone is far from Maya.,15,73,16,75,6,26,6,26,155
person_field__name_0__obj_cone__word_alongside,1.0,close_far_situation,person_field__name_0__obj_cone,word_alongside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,lex_alongside,person_field__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone is alongside Maya.,Maya stands at one end of a large playing field. The cone is a long way from Maya.,The cone is close to Maya.,The cone is far from Maya.,15,76,18,82,6,26,6,26,156
person_field__name_0__obj_cone__word_near,1.0,close_far_situation,person_field__name_0__obj_cone,word_near,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,lex_near,person_field__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone is near Maya.,Maya stands at one end of a large playing field. The cone is a long distance from Maya.,The cone is close to Maya.,The cone is far from Maya.,15,71,18,87,6,26,6,26,157
person_field__name_0__obj_cone__reference_reversed,1.0,close_far_situation,person_field__name_0__obj_cone,reference_reversed,reference_reversal,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone rests between Maya's feet.,Maya stands at one end of a large playing field. The cone rests at the other end of the field from Maya.,Maya is close to the cone.,Maya is far from the cone.,17,84,22,104,6,26,6,26,158
person_field__name_0__obj_cone__negate_close,1.0,close_far_situation,person_field__name_0__obj_cone,negate_close,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The cone rests between Maya's feet.,Maya stands at one end of a large playing field. The cone rests at the other end of the field from Maya.,The cone is close to Maya.,The cone is not close to Maya.,17,84,22,104,6,26,7,30,159
person_field__name_0__obj_cone__negate_far,1.0,close_far_situation,person_field__name_0__obj_cone,negate_far,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Maya stands at one end of a large playing field. The cone rests between Maya's feet.,Maya stands at one end of a large playing field. The cone rests at the other end of the field from Maya.,The cone is not far from Maya.,The cone is far from Maya.,17,84,22,104,7,30,6,26,160
person_field__name_0__obj_cone__both_negated,1.0,close_far_situation,person_field__name_0__obj_cone,both_negated,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_0,Maya,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Maya stands at one end of a large playing field. The cone rests between Maya's feet.,Maya stands at one end of a large playing field. The cone rests at the other end of the field from Maya.,The cone is not far from Maya.,The cone is not close to Maya.,17,84,22,104,7,30,7,30,161
person_field__name_1__obj_ball__baseline,1.0,close_far_situation,person_field__name_1__obj_ball,baseline,baseline,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball rests between Jesse's feet.,Jesse stands at one end of a large playing field. The ball rests at the other end of the field from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,17,86,22,106,6,27,6,27,162
person_field__name_1__obj_ball__phrase_alternate,1.0,close_far_situation,person_field__name_1__obj_ball,phrase_alternate,location_phrasing,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_1,person_field__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball rests immediately next to Jesse's foot.,Jesse stands at one end of a large playing field. The entire length of the playing field separates the ball from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,19,98,22,119,6,27,6,27,163
person_field__name_1__obj_ball__word_beside,1.0,close_far_situation,person_field__name_1__obj_ball,word_beside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,lex_beside,person_field__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball is beside Jesse.,Jesse stands at one end of a large playing field. The ball is far from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,15,75,16,77,6,27,6,27,164
person_field__name_1__obj_ball__word_alongside,1.0,close_far_situation,person_field__name_1__obj_ball,word_alongside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,lex_alongside,person_field__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball is alongside Jesse.,Jesse stands at one end of a large playing field. The ball is a long way from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,15,78,18,84,6,27,6,27,165
person_field__name_1__obj_ball__word_near,1.0,close_far_situation,person_field__name_1__obj_ball,word_near,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,lex_near,person_field__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball is near Jesse.,Jesse stands at one end of a large playing field. The ball is a long distance from Jesse.,The ball is close to Jesse.,The ball is far from Jesse.,15,73,18,89,6,27,6,27,166
person_field__name_1__obj_ball__reference_reversed,1.0,close_far_situation,person_field__name_1__obj_ball,reference_reversed,reference_reversal,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball rests between Jesse's feet.,Jesse stands at one end of a large playing field. The ball rests at the other end of the field from Jesse.,Jesse is close to the ball.,Jesse is far from the ball.,17,86,22,106,6,27,6,27,167
person_field__name_1__obj_ball__negate_close,1.0,close_far_situation,person_field__name_1__obj_ball,negate_close,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a large playing field. The ball rests between Jesse's feet.,Jesse stands at one end of a large playing field. The ball rests at the other end of the field from Jesse.,The ball is close to Jesse.,The ball is not close to Jesse.,17,86,22,106,6,27,7,31,168
person_field__name_1__obj_ball__negate_far,1.0,close_far_situation,person_field__name_1__obj_ball,negate_far,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a large playing field. The ball rests between Jesse's feet.,Jesse stands at one end of a large playing field. The ball rests at the other end of the field from Jesse.,The ball is not far from Jesse.,The ball is far from Jesse.,17,86,22,106,7,31,6,27,169
person_field__name_1__obj_ball__both_negated,1.0,close_far_situation,person_field__name_1__obj_ball,both_negated,target_negation,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_ball,ball,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The ball rests between Jesse's feet.,Jesse stands at one end of a large playing field. The ball rests at the other end of the field from Jesse.,The ball is not far from Jesse.,The ball is not close to Jesse.,17,86,22,106,7,31,7,31,170
person_field__name_1__obj_cone__baseline,1.0,close_far_situation,person_field__name_1__obj_cone,baseline,baseline,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,placement_0,person_field__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The cone rests between Jesse's feet.,Jesse stands at one end of a large playing field. The cone rests at the other end of the field from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,17,86,22,106,6,27,6,27,171
person_field__name_1__obj_cone__phrase_alternate,1.0,close_far_situation,person_field__name_1__obj_cone,phrase_alternate,location_phrasing,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,placement_1,person_field__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The cone rests immediately next to Jesse's foot.,Jesse stands at one end of a large playing field. The entire length of the playing field separates the cone from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,19,98,22,119,6,27,6,27,172
person_field__name_1__obj_cone__word_beside,1.0,close_far_situation,person_field__name_1__obj_cone,word_beside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,lex_beside,person_field__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The cone is beside Jesse.,Jesse stands at one end of a large playing field. The cone is far from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,15,75,16,77,6,27,6,27,173
person_field__name_1__obj_cone__word_alongside,1.0,close_far_situation,person_field__name_1__obj_cone,word_alongside,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,lex_alongside,person_field__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The cone is alongside Jesse.,Jesse stands at one end of a large playing field. The cone is a long way from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,15,78,18,84,6,27,6,27,174
person_field__name_1__obj_cone__word_near,1.0,close_far_situation,person_field__name_1__obj_cone,word_near,evidence_wording,person_field,endpoints,person_field,large playing field,person_object,name_1,Jesse,obj_cone,cone,,,lex_near,person_field__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a large playing field. The cone is near Jesse.,Jesse stands at one end of a large playing field. The cone is a long distance from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,15,73,18,89,6,27,6,27,175
