matched_group_id,baseline_probe_id,variant_probe_id,control,condition_id,match_type
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__negate_far,target_negation,negate_far,identical_contexts
person_field__name_3__obj_cone,person_field__name_3__obj_cone__baseline,person_field__name_3__obj_cone__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_0__obj_suitcase,person_platform__name_0__obj_suitcase__baseline,person_platform__name_0__obj_suitcase__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_0__obj_backpack,person_platform__name_0__obj_backpack__baseline,person_platform__name_0__obj_backpack__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_1__obj_suitcase,person_platform__name_1__obj_suitcase__baseline,person_platform__name_1__obj_suitcase__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_1__obj_backpack,person_platform__name_1__obj_backpack__baseline,person_platform__name_1__obj_backpack__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_2__obj_suitcase,person_platform__name_2__obj_suitcase__baseline,person_platform__name_2__obj_suitcase__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_2__obj_backpack,person_platform__name_2__obj_backpack__baseline,person_platform__name_2__obj_backpack__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_3__obj_suitcase,person_platform__name_3__obj_suitcase__baseline,person_platform__name_3__obj_suitcase__both_negated,target_negation,both_negated,identical_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__word_beside,evidence_wording,word_beside,category_matched_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__word_near,evidence_wording,word_near,category_matched_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__negate_close,target_negation,negate_close,identical_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__negate_far,target_negation,negate_far,identical_contexts
person_platform__name_3__obj_backpack,person_platform__name_3__obj_backpack__baseline,person_platform__name_3__obj_backpack__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_0__obj_bag,person_auditorium__name_0__obj_bag__baseline,person_auditorium__name_0__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_0__obj_coat,person_auditorium__name_0__obj_coat__baseline,person_auditorium__name_0__obj_coat__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_1__obj_bag,person_auditorium__name_1__obj_bag__baseline,person_auditorium__name_1__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_1__obj_coat,person_auditorium__name_1__obj_coat__baseline,person_auditorium__name_1__obj_coat__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_2__obj_bag,person_auditorium__name_2__obj_bag__baseline,person_auditorium__name_2__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_2__obj_coat,person_auditorium__name_2__obj_coat__baseline,person_auditorium__name_2__obj_coat__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_3__obj_bag,person_auditorium__name_3__obj_bag__baseline,person_auditorium__name_3__obj_bag__both_negated,target_negation,both_negated,identical_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__word_beside,evidence_wording,word_beside,category_matched_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__word_alongside,evidence_wording,word_alongside,category_matched_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__word_near,evidence_wording,word_near,category_matched_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__reference_reversed,reference_reversal,reference_reversed,identical_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__negate_close,target_negation,negate_close,identical_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__negate_far,target_negation,negate_far,identical_contexts
person_auditorium__name_3__obj_coat,person_auditorium__name_3__obj_coat__baseline,person_auditorium__name_3__obj_coat__both_negated,target_negation,both_negated,identical_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__negate_close,target_negation,negate_close,identical_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__negate_far,target_negation,negate_far,identical_contexts
objects_gym__obj_bench__obj_ball,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_bench__obj_ball__both_negated,target_negation,both_negated,identical_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__negate_close,target_negation,negate_close,identical_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__negate_far,target_negation,negate_far,identical_contexts
objects_gym__obj_bench__obj_cone,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_bench__obj_cone__both_negated,target_negation,both_negated,identical_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__word_near,evidence_wording,word_near,category_matched_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__negate_close,target_negation,negate_close,identical_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__negate_far,target_negation,negate_far,identical_contexts
objects_gym__obj_mat__obj_ball,objects_gym__obj_mat__obj_ball__baseline,objects_gym__obj_mat__obj_ball__both_negated,target_negation,both_negated,identical_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__word_near,evidence_wording,word_near,category_matched_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__negate_close,target_negation,negate_close,identical_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__negate_far,target_negation,negate_far,identical_contexts
objects_gym__obj_mat__obj_cone,objects_gym__obj_mat__obj_cone__baseline,objects_gym__obj_mat__obj_cone__both_negated,target_negation,both_negated,identical_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__word_near,evidence_wording,word_near,category_matched_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__negate_close,target_negation,negate_close,identical_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__negate_far,target_negation,negate_far,identical_contexts
objects_kitchen__obj_plate__obj_cup,objects_kitchen__obj_plate__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__both_negated,target_negation,both_negated,identical_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__word_beside,evidence_wording,word_beside,category_matched_contexts
