probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,far_wording_match_id,close_evidence_type,close_context_structure,far_context_entity_order,far_variant_id,far_evidence_type,far_setting_explicit,far_target_repeats_context,far_context_structure
on_lap__name_1__obj_ball__physical_placement__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The ball is on Jesse's lap.,The ball and Jesse are separated by a large distance.,The ball is close to Jesse.,The ball is far from Jesse.,7,8,10,11,6,7,6,7,on_lap__name_1__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement__object_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_ball__physical_placement_fronted__person_first,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Across the full depth of a large auditorium from Jesse is the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,8,13,15,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__person_first__far_direct_far,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Far from Jesse is the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,8,6,7,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Distant from Jesse is the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,8,6,8,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__person_first__far_large_distance,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,A large distance separates Jesse and the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,8,8,9,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__person_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
on_lap__name_1__obj_ball__physical_placement_fronted__object_first,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Across the full depth of a large auditorium from Jesse is the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,8,13,15,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__object_first__far_direct_far,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Far from Jesse is the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,8,6,7,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,Distant from Jesse is the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,8,6,8,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
on_lap__name_1__obj_ball__physical_placement_fronted__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the ball.,A large distance separates Jesse and the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,8,8,9,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_fronted__object_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is across the full depth of a large auditorium from the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,9,13,16,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,body_part,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__person_first__far_direct_far,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is far from the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,9,6,8,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,body_part,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is distant from the ball.,Jesse is close to the ball.,Jesse is far from the ball.,7,9,6,8,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,body_part,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__person_first__far_large_distance,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse and the ball are separated by a large distance.,Jesse is close to the ball.,Jesse is far from the ball.,7,9,10,12,6,8,6,8,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__person_first,body_part,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is across the full depth of a large auditorium from the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,9,13,16,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,body_part,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__object_first__far_direct_far,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is far from the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,9,6,8,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,body_part,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse is distant from the ball.,The ball is close to Jesse.,The ball is far from Jesse.,7,9,6,8,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,body_part,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
on_lap__name_1__obj_ball__physical_placement_person_subject__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the ball on their lap.,Jesse and the ball are separated by a large distance.,The ball is close to Jesse.,The ball is far from Jesse.,7,9,10,12,6,7,6,7,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_ball__physical_placement_person_subject__object_first,body_part,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_helmet__physical_placement__person_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is across the full depth of a large auditorium from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,13,15,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__person_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
on_lap__name_1__obj_helmet__physical_placement__person_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is far from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,6,7,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__person_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
on_lap__name_1__obj_helmet__physical_placement__person_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is distant from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,6,7,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__person_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
on_lap__name_1__obj_helmet__physical_placement__person_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet and Jesse are separated by a large distance.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,10,11,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__person_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_helmet__physical_placement__object_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is across the full depth of a large auditorium from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,13,15,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__object_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
on_lap__name_1__obj_helmet__physical_placement__object_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is far from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,6,7,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__object_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
on_lap__name_1__obj_helmet__physical_placement__object_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet is distant from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,6,7,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__object_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
on_lap__name_1__obj_helmet__physical_placement__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The helmet is on Jesse's lap.,The helmet and Jesse are separated by a large distance.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,10,11,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement__object_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Across the full depth of a large auditorium from Jesse is the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,13,15,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__person_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Far from Jesse is the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,6,7,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__person_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Distant from Jesse is the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,6,8,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__person_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,A large distance separates Jesse and the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,8,8,9,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__person_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Across the full depth of a large auditorium from Jesse is the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,13,15,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__object_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Far from Jesse is the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,6,7,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__object_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,Distant from Jesse is the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,6,8,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
on_lap__name_1__obj_helmet__physical_placement_fronted__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,On Jesse's lap is the helmet.,A large distance separates Jesse and the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,8,8,9,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_fronted__object_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is across the full depth of a large auditorium from the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,9,13,16,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,body_part,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is far from the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,9,6,8,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,body_part,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is distant from the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,9,6,8,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,body_part,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse and the helmet are separated by a large distance.,Jesse is close to the helmet.,Jesse is far from the helmet.,7,9,10,12,6,8,6,8,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__person_first,body_part,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is across the full depth of a large auditorium from the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,9,13,16,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,body_part,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first__far_direct_far,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is far from the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,9,6,8,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,body_part,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first__far_synonym_distant,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse is distant from the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,9,6,8,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,body_part,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first__far_large_distance,1.0,on_lap,main,name_1,obj_helmet,physical_placement_person_subject,person_subject,person_first,object_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,Jesse has the helmet on their lap.,Jesse and the helmet are separated by a large distance.,The helmet is close to Jesse.,The helmet is far from Jesse.,7,9,10,12,6,7,6,7,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,on_lap__name_1__obj_helmet__physical_placement_person_subject__object_first,body_part,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_2__obj_book__physical_placement__person_first,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is across the full depth of a large auditorium from Li.,Li is close to the book.,Li is far from the book.,7,8,13,15,6,7,6,7,on_lap__name_2__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__person_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
on_lap__name_2__obj_book__physical_placement__person_first__far_direct_far,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is far from Li.,Li is close to the book.,Li is far from the book.,7,8,6,7,6,7,6,7,on_lap__name_2__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__person_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
on_lap__name_2__obj_book__physical_placement__person_first__far_synonym_distant,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is distant from Li.,Li is close to the book.,Li is far from the book.,7,8,6,7,6,7,6,7,on_lap__name_2__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__person_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
on_lap__name_2__obj_book__physical_placement__person_first__far_large_distance,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book and Li are separated by a large distance.,Li is close to the book.,Li is far from the book.,7,8,10,11,6,7,6,7,on_lap__name_2__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__person_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
on_lap__name_2__obj_book__physical_placement__object_first,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is across the full depth of a large auditorium from Li.,The book is close to Li.,The book is far from Li.,7,8,13,15,6,7,6,7,on_lap__name_2__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__object_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
on_lap__name_2__obj_book__physical_placement__object_first__far_direct_far,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is far from Li.,The book is close to Li.,The book is far from Li.,7,8,6,7,6,7,6,7,on_lap__name_2__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__object_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
on_lap__name_2__obj_book__physical_placement__object_first__far_synonym_distant,1.0,on_lap,main,name_2,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,auditorium,The object rests on the person's lap.,True,False,The book is on Li's lap.,The book is distant from Li.,The book is close to Li.,The book is far from Li.,7,8,6,7,6,7,6,7,on_lap__name_2__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,on_lap__name_2__obj_book__physical_placement__object_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
