contrast,method,grouping,group,n_contexts,n_correct,accuracy,mean_gold_margin,predicted_closer,predicted_farther,predicted_unchanged,predicted_tie
closer_vs_unchanged,raw,numeric_case_id,num_00,432,216,0.5,0.030376559606304875,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_00,432,222,0.5138888888888888,0.030376559606304875,426,0,6,0
closer_vs_unchanged,raw,numeric_case_id,num_01,432,216,0.5,0.01396687411599689,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_01,432,223,0.5162037037037037,0.01396687411599689,425,0,7,0
closer_vs_unchanged,raw,numeric_case_id,num_02,432,216,0.5,0.026607274181312986,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_02,432,220,0.5092592592592593,0.026607274181312986,428,0,4,0
closer_vs_unchanged,raw,numeric_case_id,num_03,432,216,0.5,0.029646627880908823,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_03,432,221,0.5115740740740741,0.029646627880908823,427,0,5,0
closer_vs_unchanged,raw,numeric_case_id,num_04,432,216,0.5,0.017202459275722504,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_04,432,222,0.5138888888888888,0.017202459275722504,426,0,6,0
closer_vs_unchanged,raw,numeric_case_id,num_05,432,216,0.5,0.01691526119355802,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_05,432,221,0.5115740740740741,0.01691526119355802,427,0,5,0
closer_vs_unchanged,raw,numeric_case_id,num_06,432,216,0.5,0.02548604486165223,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_06,432,225,0.5208333333333334,0.02548604486165223,423,0,9,0
closer_vs_unchanged,raw,numeric_case_id,num_07,432,216,0.5,0.029003868224444212,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_07,432,223,0.5162037037037037,0.029003868224444212,425,0,7,0
closer_vs_unchanged,raw,numeric_case_id,num_08,432,216,0.5,0.023170404964023165,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_08,432,218,0.5046296296296297,0.023170404964023165,430,0,2,0
closer_vs_unchanged,raw,numeric_case_id,num_09,432,216,0.5,0.026213328043619793,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_09,432,222,0.5138888888888888,0.026213328043619793,426,0,6,0
closer_vs_unchanged,raw,numeric_case_id,num_10,432,216,0.5,0.02087769381425999,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_10,432,221,0.5115740740740741,0.02087769381425999,427,0,5,0
closer_vs_unchanged,raw,numeric_case_id,num_11,432,216,0.5,0.028387030793560877,0,0,432,0
closer_vs_unchanged,pmi,numeric_case_id,num_11,432,220,0.5092592592592593,0.028387030793560877,424,0,8,0
farther_vs_unchanged,raw,numeric_case_id,num_00,432,216,0.5,0.009829541047414144,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_00,432,216,0.5,0.009829541047414144,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_01,432,216,0.5,0.022880374281494704,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_01,432,216,0.5,0.022880374281494704,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_02,432,216,0.5,0.0197192609862045,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_02,432,216,0.5,0.0197192609862045,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_03,432,216,0.5,0.021126705463285798,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_03,432,216,0.5,0.021126705463285798,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_04,432,216,0.5,0.010199209054311117,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_04,432,216,0.5,0.010199209054311117,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_05,432,216,0.5,0.015974409878253937,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_05,432,216,0.5,0.015974409878253937,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_06,432,216,0.5,0.01391602169584345,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_06,432,216,0.5,0.01391602169584345,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_07,432,216,0.5,0.016267797737209884,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_07,432,216,0.5,0.016267797737209884,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_08,432,216,0.5,0.004978834478943436,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_08,432,216,0.5,0.004978834478943436,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_09,432,216,0.5,0.009555419010144693,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_09,432,216,0.5,0.009555419010144693,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_10,432,216,0.5,0.014254140081229034,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_10,432,216,0.5,0.014254140081229034,0,432,0,0
farther_vs_unchanged,raw,numeric_case_id,num_11,432,216,0.5,0.01443976025890421,0,0,432,0
farther_vs_unchanged,pmi,numeric_case_id,num_11,432,216,0.5,0.01443976025890421,0,432,0,0
