probe_id,probe_version,evidence_match_id,reference_match_id,name_id,object_id,condition_id,evidence_type,target_order,context_entity_order,context_structure,reverses_context_entity_order,Context1,Context2,Target1,Target2,correct_target_repeats_context,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
name_1__obj_cone__direct_label__person_first,1.1,name_1__obj_cone__person_first,name_1__obj_cone__direct_label,name_1,obj_cone,direct_label,explicit_relation,person_first,object_first,object_subject,True,The cone is close to Jesse.,The cone is far from Jesse.,Jesse is close to the cone.,Jesse is far from the cone.,False,6,7,6,7,6,8,6,8
name_1__obj_cone__direct_label__object_first,1.1,name_1__obj_cone__object_first,name_1__obj_cone__direct_label,name_1,obj_cone,direct_label,explicit_relation,object_first,object_first,object_subject,False,The cone is close to Jesse.,The cone is far from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,True,6,7,6,7,6,7,6,7
name_1__obj_cone__proximity_paraphrase__person_first,1.1,name_1__obj_cone__person_first,name_1__obj_cone__proximity_paraphrase,name_1,obj_cone,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The cone is beside Jesse.,The cone is a long way from Jesse.,Jesse is close to the cone.,Jesse is far from the cone.,False,5,6,8,9,6,8,6,8
name_1__obj_cone__proximity_paraphrase__object_first,1.1,name_1__obj_cone__object_first,name_1__obj_cone__proximity_paraphrase,name_1,obj_cone,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The cone is beside Jesse.,The cone is a long way from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,False,5,6,8,9,6,7,6,7
name_1__obj_cone__physical_placement__person_first,1.1,name_1__obj_cone__person_first,name_1__obj_cone__physical_placement,name_1,obj_cone,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The cone is between Jesse's shoes.,The cone is across the full length of a long gym from Jesse.,Jesse is close to the cone.,Jesse is far from the cone.,False,7,8,13,14,6,8,6,8
name_1__obj_cone__physical_placement__object_first,1.1,name_1__obj_cone__object_first,name_1__obj_cone__physical_placement,name_1,obj_cone,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The cone is between Jesse's shoes.,The cone is across the full length of a long gym from Jesse.,The cone is close to Jesse.,The cone is far from Jesse.,False,7,8,13,14,6,7,6,7
name_1__obj_cone__physical_placement_fronted__person_first,1.1,name_1__obj_cone__person_first,name_1__obj_cone__physical_placement_fronted,name_1,obj_cone,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Jesse's shoes is the cone.,Across the full length of a long gym from Jesse is the cone.,Jesse is close to the cone.,Jesse is far from the cone.,False,7,8,13,14,6,8,6,8
name_1__obj_cone__physical_placement_fronted__object_first,1.1,name_1__obj_cone__object_first,name_1__obj_cone__physical_placement_fronted,name_1,obj_cone,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Jesse's shoes is the cone.,Across the full length of a long gym from Jesse is the cone.,The cone is close to Jesse.,The cone is far from Jesse.,False,7,8,13,14,6,7,6,7
name_1__obj_cone__physical_placement_person_subject__person_first,1.1,name_1__obj_cone__person_first,name_1__obj_cone__physical_placement_person_subject,name_1,obj_cone,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Jesse has the cone between their shoes.,Jesse is across the full length of a long gym from the cone.,Jesse is close to the cone.,Jesse is far from the cone.,False,7,9,13,15,6,8,6,8
name_1__obj_cone__physical_placement_person_subject__object_first,1.1,name_1__obj_cone__object_first,name_1__obj_cone__physical_placement_person_subject,name_1,obj_cone,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Jesse has the cone between their shoes.,Jesse is across the full length of a long gym from the cone.,The cone is close to Jesse.,The cone is far from Jesse.,False,7,9,13,15,6,7,6,7
name_1__obj_helmet__direct_label__person_first,1.1,name_1__obj_helmet__person_first,name_1__obj_helmet__direct_label,name_1,obj_helmet,direct_label,explicit_relation,person_first,object_first,object_subject,True,The helmet is close to Jesse.,The helmet is far from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,False,6,7,6,7,6,8,6,8
name_1__obj_helmet__direct_label__object_first,1.1,name_1__obj_helmet__object_first,name_1__obj_helmet__direct_label,name_1,obj_helmet,direct_label,explicit_relation,object_first,object_first,object_subject,False,The helmet is close to Jesse.,The helmet is far from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,True,6,7,6,7,6,7,6,7
name_1__obj_helmet__proximity_paraphrase__person_first,1.1,name_1__obj_helmet__person_first,name_1__obj_helmet__proximity_paraphrase,name_1,obj_helmet,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The helmet is beside Jesse.,The helmet is a long way from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,False,5,6,8,9,6,8,6,8
name_1__obj_helmet__proximity_paraphrase__object_first,1.1,name_1__obj_helmet__object_first,name_1__obj_helmet__proximity_paraphrase,name_1,obj_helmet,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The helmet is beside Jesse.,The helmet is a long way from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,False,5,6,8,9,6,7,6,7
name_1__obj_helmet__physical_placement__person_first,1.1,name_1__obj_helmet__person_first,name_1__obj_helmet__physical_placement,name_1,obj_helmet,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The helmet is between Jesse's shoes.,The helmet is across the full length of a long gym from Jesse.,Jesse is close to the helmet.,Jesse is far from the helmet.,False,7,8,13,14,6,8,6,8
name_1__obj_helmet__physical_placement__object_first,1.1,name_1__obj_helmet__object_first,name_1__obj_helmet__physical_placement,name_1,obj_helmet,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The helmet is between Jesse's shoes.,The helmet is across the full length of a long gym from Jesse.,The helmet is close to Jesse.,The helmet is far from Jesse.,False,7,8,13,14,6,7,6,7
name_1__obj_helmet__physical_placement_fronted__person_first,1.1,name_1__obj_helmet__person_first,name_1__obj_helmet__physical_placement_fronted,name_1,obj_helmet,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Jesse's shoes is the helmet.,Across the full length of a long gym from Jesse is the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,False,7,8,13,14,6,8,6,8
name_1__obj_helmet__physical_placement_fronted__object_first,1.1,name_1__obj_helmet__object_first,name_1__obj_helmet__physical_placement_fronted,name_1,obj_helmet,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Jesse's shoes is the helmet.,Across the full length of a long gym from Jesse is the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,False,7,8,13,14,6,7,6,7
name_1__obj_helmet__physical_placement_person_subject__person_first,1.1,name_1__obj_helmet__person_first,name_1__obj_helmet__physical_placement_person_subject,name_1,obj_helmet,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Jesse has the helmet between their shoes.,Jesse is across the full length of a long gym from the helmet.,Jesse is close to the helmet.,Jesse is far from the helmet.,False,7,9,13,15,6,8,6,8
name_1__obj_helmet__physical_placement_person_subject__object_first,1.1,name_1__obj_helmet__object_first,name_1__obj_helmet__physical_placement_person_subject,name_1,obj_helmet,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Jesse has the helmet between their shoes.,Jesse is across the full length of a long gym from the helmet.,The helmet is close to Jesse.,The helmet is far from Jesse.,False,7,9,13,15,6,7,6,7
name_2__obj_ball__direct_label__person_first,1.1,name_2__obj_ball__person_first,name_2__obj_ball__direct_label,name_2,obj_ball,direct_label,explicit_relation,person_first,object_first,object_subject,True,The ball is close to Li.,The ball is far from Li.,Li is close to the ball.,Li is far from the ball.,False,6,7,6,7,6,7,6,7
name_2__obj_ball__direct_label__object_first,1.1,name_2__obj_ball__object_first,name_2__obj_ball__direct_label,name_2,obj_ball,direct_label,explicit_relation,object_first,object_first,object_subject,False,The ball is close to Li.,The ball is far from Li.,The ball is close to Li.,The ball is far from Li.,True,6,7,6,7,6,7,6,7
name_2__obj_ball__proximity_paraphrase__person_first,1.1,name_2__obj_ball__person_first,name_2__obj_ball__proximity_paraphrase,name_2,obj_ball,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The ball is beside Li.,The ball is a long way from Li.,Li is close to the ball.,Li is far from the ball.,False,5,6,8,9,6,7,6,7
name_2__obj_ball__proximity_paraphrase__object_first,1.1,name_2__obj_ball__object_first,name_2__obj_ball__proximity_paraphrase,name_2,obj_ball,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The ball is beside Li.,The ball is a long way from Li.,The ball is close to Li.,The ball is far from Li.,False,5,6,8,9,6,7,6,7
name_2__obj_ball__physical_placement__person_first,1.1,name_2__obj_ball__person_first,name_2__obj_ball__physical_placement,name_2,obj_ball,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The ball is between Li's shoes.,The ball is across the full length of a long gym from Li.,Li is close to the ball.,Li is far from the ball.,False,7,8,13,14,6,7,6,7
name_2__obj_ball__physical_placement__object_first,1.1,name_2__obj_ball__object_first,name_2__obj_ball__physical_placement,name_2,obj_ball,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The ball is between Li's shoes.,The ball is across the full length of a long gym from Li.,The ball is close to Li.,The ball is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_ball__physical_placement_fronted__person_first,1.1,name_2__obj_ball__person_first,name_2__obj_ball__physical_placement_fronted,name_2,obj_ball,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Li's shoes is the ball.,Across the full length of a long gym from Li is the ball.,Li is close to the ball.,Li is far from the ball.,False,7,8,13,14,6,7,6,7
name_2__obj_ball__physical_placement_fronted__object_first,1.1,name_2__obj_ball__object_first,name_2__obj_ball__physical_placement_fronted,name_2,obj_ball,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Li's shoes is the ball.,Across the full length of a long gym from Li is the ball.,The ball is close to Li.,The ball is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_ball__physical_placement_person_subject__person_first,1.1,name_2__obj_ball__person_first,name_2__obj_ball__physical_placement_person_subject,name_2,obj_ball,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Li has the ball between their shoes.,Li is across the full length of a long gym from the ball.,Li is close to the ball.,Li is far from the ball.,False,7,8,13,14,6,7,6,7
name_2__obj_ball__physical_placement_person_subject__object_first,1.1,name_2__obj_ball__object_first,name_2__obj_ball__physical_placement_person_subject,name_2,obj_ball,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Li has the ball between their shoes.,Li is across the full length of a long gym from the ball.,The ball is close to Li.,The ball is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__direct_label__person_first,1.1,name_2__obj_bag__person_first,name_2__obj_bag__direct_label,name_2,obj_bag,direct_label,explicit_relation,person_first,object_first,object_subject,True,The bag is close to Li.,The bag is far from Li.,Li is close to the bag.,Li is far from the bag.,False,6,7,6,7,6,7,6,7
name_2__obj_bag__direct_label__object_first,1.1,name_2__obj_bag__object_first,name_2__obj_bag__direct_label,name_2,obj_bag,direct_label,explicit_relation,object_first,object_first,object_subject,False,The bag is close to Li.,The bag is far from Li.,The bag is close to Li.,The bag is far from Li.,True,6,7,6,7,6,7,6,7
name_2__obj_bag__proximity_paraphrase__person_first,1.1,name_2__obj_bag__person_first,name_2__obj_bag__proximity_paraphrase,name_2,obj_bag,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The bag is beside Li.,The bag is a long way from Li.,Li is close to the bag.,Li is far from the bag.,False,5,6,8,9,6,7,6,7
name_2__obj_bag__proximity_paraphrase__object_first,1.1,name_2__obj_bag__object_first,name_2__obj_bag__proximity_paraphrase,name_2,obj_bag,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The bag is beside Li.,The bag is a long way from Li.,The bag is close to Li.,The bag is far from Li.,False,5,6,8,9,6,7,6,7
name_2__obj_bag__physical_placement__person_first,1.1,name_2__obj_bag__person_first,name_2__obj_bag__physical_placement,name_2,obj_bag,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The bag is between Li's shoes.,The bag is across the full length of a long gym from Li.,Li is close to the bag.,Li is far from the bag.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__physical_placement__object_first,1.1,name_2__obj_bag__object_first,name_2__obj_bag__physical_placement,name_2,obj_bag,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The bag is between Li's shoes.,The bag is across the full length of a long gym from Li.,The bag is close to Li.,The bag is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__physical_placement_fronted__person_first,1.1,name_2__obj_bag__person_first,name_2__obj_bag__physical_placement_fronted,name_2,obj_bag,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Li's shoes is the bag.,Across the full length of a long gym from Li is the bag.,Li is close to the bag.,Li is far from the bag.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__physical_placement_fronted__object_first,1.1,name_2__obj_bag__object_first,name_2__obj_bag__physical_placement_fronted,name_2,obj_bag,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Li's shoes is the bag.,Across the full length of a long gym from Li is the bag.,The bag is close to Li.,The bag is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__physical_placement_person_subject__person_first,1.1,name_2__obj_bag__person_first,name_2__obj_bag__physical_placement_person_subject,name_2,obj_bag,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Li has the bag between their shoes.,Li is across the full length of a long gym from the bag.,Li is close to the bag.,Li is far from the bag.,False,7,8,13,14,6,7,6,7
name_2__obj_bag__physical_placement_person_subject__object_first,1.1,name_2__obj_bag__object_first,name_2__obj_bag__physical_placement_person_subject,name_2,obj_bag,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Li has the bag between their shoes.,Li is across the full length of a long gym from the bag.,The bag is close to Li.,The bag is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_book__direct_label__person_first,1.1,name_2__obj_book__person_first,name_2__obj_book__direct_label,name_2,obj_book,direct_label,explicit_relation,person_first,object_first,object_subject,True,The book is close to Li.,The book is far from Li.,Li is close to the book.,Li is far from the book.,False,6,7,6,7,6,7,6,7
name_2__obj_book__direct_label__object_first,1.1,name_2__obj_book__object_first,name_2__obj_book__direct_label,name_2,obj_book,direct_label,explicit_relation,object_first,object_first,object_subject,False,The book is close to Li.,The book is far from Li.,The book is close to Li.,The book is far from Li.,True,6,7,6,7,6,7,6,7
name_2__obj_book__proximity_paraphrase__person_first,1.1,name_2__obj_book__person_first,name_2__obj_book__proximity_paraphrase,name_2,obj_book,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The book is beside Li.,The book is a long way from Li.,Li is close to the book.,Li is far from the book.,False,5,6,8,9,6,7,6,7
name_2__obj_book__proximity_paraphrase__object_first,1.1,name_2__obj_book__object_first,name_2__obj_book__proximity_paraphrase,name_2,obj_book,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The book is beside Li.,The book is a long way from Li.,The book is close to Li.,The book is far from Li.,False,5,6,8,9,6,7,6,7
name_2__obj_book__physical_placement__person_first,1.1,name_2__obj_book__person_first,name_2__obj_book__physical_placement,name_2,obj_book,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The book is between Li's shoes.,The book is across the full length of a long gym from Li.,Li is close to the book.,Li is far from the book.,False,7,8,13,14,6,7,6,7
name_2__obj_book__physical_placement__object_first,1.1,name_2__obj_book__object_first,name_2__obj_book__physical_placement,name_2,obj_book,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The book is between Li's shoes.,The book is across the full length of a long gym from Li.,The book is close to Li.,The book is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_book__physical_placement_fronted__person_first,1.1,name_2__obj_book__person_first,name_2__obj_book__physical_placement_fronted,name_2,obj_book,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Li's shoes is the book.,Across the full length of a long gym from Li is the book.,Li is close to the book.,Li is far from the book.,False,7,8,13,14,6,7,6,7
name_2__obj_book__physical_placement_fronted__object_first,1.1,name_2__obj_book__object_first,name_2__obj_book__physical_placement_fronted,name_2,obj_book,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Li's shoes is the book.,Across the full length of a long gym from Li is the book.,The book is close to Li.,The book is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_book__physical_placement_person_subject__person_first,1.1,name_2__obj_book__person_first,name_2__obj_book__physical_placement_person_subject,name_2,obj_book,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Li has the book between their shoes.,Li is across the full length of a long gym from the book.,Li is close to the book.,Li is far from the book.,False,7,8,13,14,6,7,6,7
name_2__obj_book__physical_placement_person_subject__object_first,1.1,name_2__obj_book__object_first,name_2__obj_book__physical_placement_person_subject,name_2,obj_book,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Li has the book between their shoes.,Li is across the full length of a long gym from the book.,The book is close to Li.,The book is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__direct_label__person_first,1.1,name_2__obj_cone__person_first,name_2__obj_cone__direct_label,name_2,obj_cone,direct_label,explicit_relation,person_first,object_first,object_subject,True,The cone is close to Li.,The cone is far from Li.,Li is close to the cone.,Li is far from the cone.,False,6,7,6,7,6,7,6,7
name_2__obj_cone__direct_label__object_first,1.1,name_2__obj_cone__object_first,name_2__obj_cone__direct_label,name_2,obj_cone,direct_label,explicit_relation,object_first,object_first,object_subject,False,The cone is close to Li.,The cone is far from Li.,The cone is close to Li.,The cone is far from Li.,True,6,7,6,7,6,7,6,7
name_2__obj_cone__proximity_paraphrase__person_first,1.1,name_2__obj_cone__person_first,name_2__obj_cone__proximity_paraphrase,name_2,obj_cone,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The cone is beside Li.,The cone is a long way from Li.,Li is close to the cone.,Li is far from the cone.,False,5,6,8,9,6,7,6,7
name_2__obj_cone__proximity_paraphrase__object_first,1.1,name_2__obj_cone__object_first,name_2__obj_cone__proximity_paraphrase,name_2,obj_cone,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The cone is beside Li.,The cone is a long way from Li.,The cone is close to Li.,The cone is far from Li.,False,5,6,8,9,6,7,6,7
name_2__obj_cone__physical_placement__person_first,1.1,name_2__obj_cone__person_first,name_2__obj_cone__physical_placement,name_2,obj_cone,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The cone is between Li's shoes.,The cone is across the full length of a long gym from Li.,Li is close to the cone.,Li is far from the cone.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__physical_placement__object_first,1.1,name_2__obj_cone__object_first,name_2__obj_cone__physical_placement,name_2,obj_cone,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The cone is between Li's shoes.,The cone is across the full length of a long gym from Li.,The cone is close to Li.,The cone is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__physical_placement_fronted__person_first,1.1,name_2__obj_cone__person_first,name_2__obj_cone__physical_placement_fronted,name_2,obj_cone,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Li's shoes is the cone.,Across the full length of a long gym from Li is the cone.,Li is close to the cone.,Li is far from the cone.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__physical_placement_fronted__object_first,1.1,name_2__obj_cone__object_first,name_2__obj_cone__physical_placement_fronted,name_2,obj_cone,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Li's shoes is the cone.,Across the full length of a long gym from Li is the cone.,The cone is close to Li.,The cone is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__physical_placement_person_subject__person_first,1.1,name_2__obj_cone__person_first,name_2__obj_cone__physical_placement_person_subject,name_2,obj_cone,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Li has the cone between their shoes.,Li is across the full length of a long gym from the cone.,Li is close to the cone.,Li is far from the cone.,False,7,8,13,14,6,7,6,7
name_2__obj_cone__physical_placement_person_subject__object_first,1.1,name_2__obj_cone__object_first,name_2__obj_cone__physical_placement_person_subject,name_2,obj_cone,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Li has the cone between their shoes.,Li is across the full length of a long gym from the cone.,The cone is close to Li.,The cone is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__direct_label__person_first,1.1,name_2__obj_helmet__person_first,name_2__obj_helmet__direct_label,name_2,obj_helmet,direct_label,explicit_relation,person_first,object_first,object_subject,True,The helmet is close to Li.,The helmet is far from Li.,Li is close to the helmet.,Li is far from the helmet.,False,6,7,6,7,6,7,6,7
name_2__obj_helmet__direct_label__object_first,1.1,name_2__obj_helmet__object_first,name_2__obj_helmet__direct_label,name_2,obj_helmet,direct_label,explicit_relation,object_first,object_first,object_subject,False,The helmet is close to Li.,The helmet is far from Li.,The helmet is close to Li.,The helmet is far from Li.,True,6,7,6,7,6,7,6,7
name_2__obj_helmet__proximity_paraphrase__person_first,1.1,name_2__obj_helmet__person_first,name_2__obj_helmet__proximity_paraphrase,name_2,obj_helmet,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The helmet is beside Li.,The helmet is a long way from Li.,Li is close to the helmet.,Li is far from the helmet.,False,5,6,8,9,6,7,6,7
name_2__obj_helmet__proximity_paraphrase__object_first,1.1,name_2__obj_helmet__object_first,name_2__obj_helmet__proximity_paraphrase,name_2,obj_helmet,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The helmet is beside Li.,The helmet is a long way from Li.,The helmet is close to Li.,The helmet is far from Li.,False,5,6,8,9,6,7,6,7
name_2__obj_helmet__physical_placement__person_first,1.1,name_2__obj_helmet__person_first,name_2__obj_helmet__physical_placement,name_2,obj_helmet,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The helmet is between Li's shoes.,The helmet is across the full length of a long gym from Li.,Li is close to the helmet.,Li is far from the helmet.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__physical_placement__object_first,1.1,name_2__obj_helmet__object_first,name_2__obj_helmet__physical_placement,name_2,obj_helmet,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The helmet is between Li's shoes.,The helmet is across the full length of a long gym from Li.,The helmet is close to Li.,The helmet is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__physical_placement_fronted__person_first,1.1,name_2__obj_helmet__person_first,name_2__obj_helmet__physical_placement_fronted,name_2,obj_helmet,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Li's shoes is the helmet.,Across the full length of a long gym from Li is the helmet.,Li is close to the helmet.,Li is far from the helmet.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__physical_placement_fronted__object_first,1.1,name_2__obj_helmet__object_first,name_2__obj_helmet__physical_placement_fronted,name_2,obj_helmet,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Li's shoes is the helmet.,Across the full length of a long gym from Li is the helmet.,The helmet is close to Li.,The helmet is far from Li.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__physical_placement_person_subject__person_first,1.1,name_2__obj_helmet__person_first,name_2__obj_helmet__physical_placement_person_subject,name_2,obj_helmet,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Li has the helmet between their shoes.,Li is across the full length of a long gym from the helmet.,Li is close to the helmet.,Li is far from the helmet.,False,7,8,13,14,6,7,6,7
name_2__obj_helmet__physical_placement_person_subject__object_first,1.1,name_2__obj_helmet__object_first,name_2__obj_helmet__physical_placement_person_subject,name_2,obj_helmet,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Li has the helmet between their shoes.,Li is across the full length of a long gym from the helmet.,The helmet is close to Li.,The helmet is far from Li.,False,7,8,13,14,6,7,6,7
name_3__obj_ball__direct_label__person_first,1.1,name_3__obj_ball__person_first,name_3__obj_ball__direct_label,name_3,obj_ball,direct_label,explicit_relation,person_first,object_first,object_subject,True,The ball is close to Omar.,The ball is far from Omar.,Omar is close to the ball.,Omar is far from the ball.,False,6,7,6,7,6,8,6,8
name_3__obj_ball__direct_label__object_first,1.1,name_3__obj_ball__object_first,name_3__obj_ball__direct_label,name_3,obj_ball,direct_label,explicit_relation,object_first,object_first,object_subject,False,The ball is close to Omar.,The ball is far from Omar.,The ball is close to Omar.,The ball is far from Omar.,True,6,7,6,7,6,7,6,7
name_3__obj_ball__proximity_paraphrase__person_first,1.1,name_3__obj_ball__person_first,name_3__obj_ball__proximity_paraphrase,name_3,obj_ball,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The ball is beside Omar.,The ball is a long way from Omar.,Omar is close to the ball.,Omar is far from the ball.,False,5,6,8,9,6,8,6,8
name_3__obj_ball__proximity_paraphrase__object_first,1.1,name_3__obj_ball__object_first,name_3__obj_ball__proximity_paraphrase,name_3,obj_ball,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The ball is beside Omar.,The ball is a long way from Omar.,The ball is close to Omar.,The ball is far from Omar.,False,5,6,8,9,6,7,6,7
name_3__obj_ball__physical_placement__person_first,1.1,name_3__obj_ball__person_first,name_3__obj_ball__physical_placement,name_3,obj_ball,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The ball is between Omar's shoes.,The ball is across the full length of a long gym from Omar.,Omar is close to the ball.,Omar is far from the ball.,False,7,8,13,14,6,8,6,8
name_3__obj_ball__physical_placement__object_first,1.1,name_3__obj_ball__object_first,name_3__obj_ball__physical_placement,name_3,obj_ball,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The ball is between Omar's shoes.,The ball is across the full length of a long gym from Omar.,The ball is close to Omar.,The ball is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_ball__physical_placement_fronted__person_first,1.1,name_3__obj_ball__person_first,name_3__obj_ball__physical_placement_fronted,name_3,obj_ball,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Omar's shoes is the ball.,Across the full length of a long gym from Omar is the ball.,Omar is close to the ball.,Omar is far from the ball.,False,7,8,13,14,6,8,6,8
name_3__obj_ball__physical_placement_fronted__object_first,1.1,name_3__obj_ball__object_first,name_3__obj_ball__physical_placement_fronted,name_3,obj_ball,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Omar's shoes is the ball.,Across the full length of a long gym from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_ball__physical_placement_person_subject__person_first,1.1,name_3__obj_ball__person_first,name_3__obj_ball__physical_placement_person_subject,name_3,obj_ball,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Omar has the ball between their shoes.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,False,7,9,13,15,6,8,6,8
name_3__obj_ball__physical_placement_person_subject__object_first,1.1,name_3__obj_ball__object_first,name_3__obj_ball__physical_placement_person_subject,name_3,obj_ball,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Omar has the ball between their shoes.,Omar is across the full length of a long gym from the ball.,The ball is close to Omar.,The ball is far from Omar.,False,7,9,13,15,6,7,6,7
name_3__obj_bag__direct_label__person_first,1.1,name_3__obj_bag__person_first,name_3__obj_bag__direct_label,name_3,obj_bag,direct_label,explicit_relation,person_first,object_first,object_subject,True,The bag is close to Omar.,The bag is far from Omar.,Omar is close to the bag.,Omar is far from the bag.,False,6,7,6,7,6,8,6,8
name_3__obj_bag__direct_label__object_first,1.1,name_3__obj_bag__object_first,name_3__obj_bag__direct_label,name_3,obj_bag,direct_label,explicit_relation,object_first,object_first,object_subject,False,The bag is close to Omar.,The bag is far from Omar.,The bag is close to Omar.,The bag is far from Omar.,True,6,7,6,7,6,7,6,7
