probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
against_elbow__name_1__obj_cup__physical_placement__person_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Jesse's elbow.,The cup is across the full length of a large workshop from Jesse.,Jesse is close to the cup.,Jesse is far from the cup.,7,8,13,14,6,8,6,8
against_elbow__name_1__obj_cup__physical_placement__object_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Jesse's elbow.,The cup is across the full length of a large workshop from Jesse.,The cup is close to Jesse.,The cup is far from Jesse.,7,8,13,14,6,7,6,7
against_elbow__name_1__obj_cup__physical_placement_fronted__person_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Jesse's elbow is the cup.,Across the full length of a large workshop from Jesse is the cup.,Jesse is close to the cup.,Jesse is far from the cup.,7,8,13,14,6,8,6,8
against_elbow__name_1__obj_cup__physical_placement_fronted__object_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Jesse's elbow is the cup.,Across the full length of a large workshop from Jesse is the cup.,The cup is close to Jesse.,The cup is far from Jesse.,7,8,13,14,6,7,6,7
against_elbow__name_1__obj_cup__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Jesse has the cup against their elbow.,Jesse is across the full length of a large workshop from the cup.,Jesse is close to the cup.,Jesse is far from the cup.,7,9,13,15,6,8,6,8
against_elbow__name_1__obj_cup__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_1,obj_cup,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Jesse has the cup against their elbow.,Jesse is across the full length of a large workshop from the cup.,The cup is close to Jesse.,The cup is far from Jesse.,7,9,13,15,6,7,6,7
against_elbow__name_1__obj_bag__physical_placement__person_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Jesse's elbow.,The bag is across the full length of a large workshop from Jesse.,Jesse is close to the bag.,Jesse is far from the bag.,7,8,13,14,6,8,6,8
against_elbow__name_1__obj_bag__physical_placement__object_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Jesse's elbow.,The bag is across the full length of a large workshop from Jesse.,The bag is close to Jesse.,The bag is far from Jesse.,7,8,13,14,6,7,6,7
against_elbow__name_1__obj_bag__physical_placement_fronted__person_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Jesse's elbow is the bag.,Across the full length of a large workshop from Jesse is the bag.,Jesse is close to the bag.,Jesse is far from the bag.,7,8,13,14,6,8,6,8
against_elbow__name_1__obj_bag__physical_placement_fronted__object_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Jesse's elbow is the bag.,Across the full length of a large workshop from Jesse is the bag.,The bag is close to Jesse.,The bag is far from Jesse.,7,8,13,14,6,7,6,7
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Jesse has the bag against their elbow.,Jesse is across the full length of a large workshop from the bag.,Jesse is close to the bag.,Jesse is far from the bag.,7,9,13,15,6,8,6,8
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_1,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Jesse has the bag against their elbow.,Jesse is across the full length of a large workshop from the bag.,The bag is close to Jesse.,The bag is far from Jesse.,7,9,13,15,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement__person_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The ball is against Li's elbow.,The ball is across the full length of a large workshop from Li.,Li is close to the ball.,Li is far from the ball.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement__object_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The ball is against Li's elbow.,The ball is across the full length of a large workshop from Li.,The ball is close to Li.,The ball is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the ball.,Across the full length of a large workshop from Li is the ball.,Li is close to the ball.,Li is far from the ball.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the ball.,Across the full length of a large workshop from Li is the ball.,The ball is close to Li.,The ball is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the ball against their elbow.,Li is across the full length of a large workshop from the ball.,Li is close to the ball.,Li is far from the ball.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_2,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the ball against their elbow.,Li is across the full length of a large workshop from the ball.,The ball is close to Li.,The ball is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement__person_first,1.0,against_elbow,main,name_2,obj_book,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The book is against Li's elbow.,The book is across the full length of a large workshop from Li.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement__object_first,1.0,against_elbow,main,name_2,obj_book,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The book is against Li's elbow.,The book is across the full length of a large workshop from Li.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement_fronted__person_first,1.0,against_elbow,main,name_2,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the book.,Across the full length of a large workshop from Li is the book.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement_fronted__object_first,1.0,against_elbow,main,name_2,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the book.,Across the full length of a large workshop from Li is the book.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_2,obj_book,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the book against their elbow.,Li is across the full length of a large workshop from the book.,Li is close to the book.,Li is far from the book.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_2,obj_book,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the book against their elbow.,Li is across the full length of a large workshop from the book.,The book is close to Li.,The book is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement__person_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Li's elbow.,The cup is across the full length of a large workshop from Li.,Li is close to the cup.,Li is far from the cup.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement__object_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Li's elbow.,The cup is across the full length of a large workshop from Li.,The cup is close to Li.,The cup is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the cup.,Across the full length of a large workshop from Li is the cup.,Li is close to the cup.,Li is far from the cup.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement_fronted__object_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the cup.,Across the full length of a large workshop from Li is the cup.,The cup is close to Li.,The cup is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the cup against their elbow.,Li is across the full length of a large workshop from the cup.,Li is close to the cup.,Li is far from the cup.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_cup__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_2,obj_cup,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the cup against their elbow.,Li is across the full length of a large workshop from the cup.,The cup is close to Li.,The cup is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement__person_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Li's elbow.,The bag is across the full length of a large workshop from Li.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement__object_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Li's elbow.,The bag is across the full length of a large workshop from Li.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement_fronted__person_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the bag.,Across the full length of a large workshop from Li is the bag.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement_fronted__object_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Li's elbow is the bag.,Across the full length of a large workshop from Li is the bag.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the bag against their elbow.,Li is across the full length of a large workshop from the bag.,Li is close to the bag.,Li is far from the bag.,7,8,13,14,6,7,6,7
against_elbow__name_2__obj_bag__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_2,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Li has the bag against their elbow.,Li is across the full length of a large workshop from the bag.,The bag is close to Li.,The bag is far from Li.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_ball__physical_placement__person_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The ball is against Omar's elbow.,The ball is across the full length of a large workshop from Omar.,Omar is close to the ball.,Omar is far from the ball.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_ball__physical_placement__object_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The ball is against Omar's elbow.,The ball is across the full length of a large workshop from Omar.,The ball is close to Omar.,The ball is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_ball__physical_placement_fronted__person_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the ball.,Across the full length of a large workshop from Omar is the ball.,Omar is close to the ball.,Omar is far from the ball.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_ball__physical_placement_fronted__object_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the ball.,Across the full length of a large workshop from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the ball against their elbow.,Omar is across the full length of a large workshop from the ball.,Omar is close to the ball.,Omar is far from the ball.,7,9,13,15,6,8,6,8
against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the ball against their elbow.,Omar is across the full length of a large workshop from the ball.,The ball is close to Omar.,The ball is far from Omar.,7,9,13,15,6,7,6,7
against_elbow__name_3__obj_book__physical_placement__person_first,1.0,against_elbow,main,name_3,obj_book,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The book is against Omar's elbow.,The book is across the full length of a large workshop from Omar.,Omar is close to the book.,Omar is far from the book.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_book__physical_placement__object_first,1.0,against_elbow,main,name_3,obj_book,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The book is against Omar's elbow.,The book is across the full length of a large workshop from Omar.,The book is close to Omar.,The book is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_book__physical_placement_fronted__person_first,1.0,against_elbow,main,name_3,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the book.,Across the full length of a large workshop from Omar is the book.,Omar is close to the book.,Omar is far from the book.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_book__physical_placement_fronted__object_first,1.0,against_elbow,main,name_3,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the book.,Across the full length of a large workshop from Omar is the book.,The book is close to Omar.,The book is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_book__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_3,obj_book,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the book against their elbow.,Omar is across the full length of a large workshop from the book.,Omar is close to the book.,Omar is far from the book.,7,9,13,15,6,8,6,8
against_elbow__name_3__obj_book__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_3,obj_book,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the book against their elbow.,Omar is across the full length of a large workshop from the book.,The book is close to Omar.,The book is far from Omar.,7,9,13,15,6,7,6,7
against_elbow__name_3__obj_cup__physical_placement__person_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Omar's elbow.,The cup is across the full length of a large workshop from Omar.,Omar is close to the cup.,Omar is far from the cup.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_cup__physical_placement__object_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The cup is against Omar's elbow.,The cup is across the full length of a large workshop from Omar.,The cup is close to Omar.,The cup is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_cup__physical_placement_fronted__person_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the cup.,Across the full length of a large workshop from Omar is the cup.,Omar is close to the cup.,Omar is far from the cup.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_cup__physical_placement_fronted__object_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the cup.,Across the full length of a large workshop from Omar is the cup.,The cup is close to Omar.,The cup is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the cup against their elbow.,Omar is across the full length of a large workshop from the cup.,Omar is close to the cup.,Omar is far from the cup.,7,9,13,15,6,8,6,8
against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_3,obj_cup,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the cup against their elbow.,Omar is across the full length of a large workshop from the cup.,The cup is close to Omar.,The cup is far from Omar.,7,9,13,15,6,7,6,7
against_elbow__name_3__obj_bag__physical_placement__person_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement,object_subject,object_first,person_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Omar's elbow.,The bag is across the full length of a large workshop from Omar.,Omar is close to the bag.,Omar is far from the bag.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_bag__physical_placement__object_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement,object_subject,object_first,object_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,The bag is against Omar's elbow.,The bag is across the full length of a large workshop from Omar.,The bag is close to Omar.,The bag is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_bag__physical_placement_fronted__person_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the bag.,Across the full length of a large workshop from Omar is the bag.,Omar is close to the bag.,Omar is far from the bag.,7,8,13,14,6,8,6,8
against_elbow__name_3__obj_bag__physical_placement_fronted__object_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Against Omar's elbow is the bag.,Across the full length of a large workshop from Omar is the bag.,The bag is close to Omar.,The bag is far from Omar.,7,8,13,14,6,7,6,7
against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the bag against their elbow.,Omar is across the full length of a large workshop from the bag.,Omar is close to the bag.,Omar is far from the bag.,7,9,13,15,6,8,6,8
against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first,1.0,against_elbow,main,name_3,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,body_contact,workshop,Against indicates contact with the person's elbow.,True,False,Omar has the bag against their elbow.,Omar is across the full length of a large workshop from the bag.,The bag is close to Omar.,The bag is far from Omar.,7,9,13,15,6,7,6,7
neighboring_seat__name_0__obj_bag__physical_placement__person_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement,object_subject,object_first,person_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The bag is on the seat immediately beside Maya.,The bag is across the full width of a large waiting room from Maya.,Maya is close to the bag.,Maya is far from the bag.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_bag__physical_placement__object_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement,object_subject,object_first,object_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The bag is on the seat immediately beside Maya.,The bag is across the full width of a large waiting room from Maya.,The bag is close to Maya.,The bag is far from Maya.,9,10,14,15,6,7,6,7
neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the bag.,Across the full width of a large waiting room from Maya is the bag.,Maya is close to the bag.,Maya is far from the bag.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the bag.,Across the full width of a large waiting room from Maya is the bag.,The bag is close to Maya.,The bag is far from Maya.,9,10,14,15,6,7,6,7
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Maya sits immediately beside the seat holding the bag.,Maya is across the full width of a large waiting room from the bag.,Maya is close to the bag.,Maya is far from the bag.,9,11,14,16,6,8,6,8
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first,1.0,neighboring_seat,main,name_0,obj_bag,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Maya sits immediately beside the seat holding the bag.,Maya is across the full width of a large waiting room from the bag.,The bag is close to Maya.,The bag is far from Maya.,9,11,14,16,6,7,6,7
neighboring_seat__name_0__obj_book__physical_placement__person_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement,object_subject,object_first,person_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The book is on the seat immediately beside Maya.,The book is across the full width of a large waiting room from Maya.,Maya is close to the book.,Maya is far from the book.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_book__physical_placement__object_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement,object_subject,object_first,object_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The book is on the seat immediately beside Maya.,The book is across the full width of a large waiting room from Maya.,The book is close to Maya.,The book is far from Maya.,9,10,14,15,6,7,6,7
neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the book.,Across the full width of a large waiting room from Maya is the book.,Maya is close to the book.,Maya is far from the book.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the book.,Across the full width of a large waiting room from Maya is the book.,The book is close to Maya.,The book is far from Maya.,9,10,14,15,6,7,6,7
neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Maya sits immediately beside the seat holding the book.,Maya is across the full width of a large waiting room from the book.,Maya is close to the book.,Maya is far from the book.,9,11,14,16,6,8,6,8
neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first,1.0,neighboring_seat,main,name_0,obj_book,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Maya sits immediately beside the seat holding the book.,Maya is across the full width of a large waiting room from the book.,The book is close to Maya.,The book is far from Maya.,9,11,14,16,6,7,6,7
neighboring_seat__name_0__obj_helmet__physical_placement__person_first,1.0,neighboring_seat,main,name_0,obj_helmet,physical_placement,object_subject,object_first,person_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The helmet is on the seat immediately beside Maya.,The helmet is across the full width of a large waiting room from Maya.,Maya is close to the helmet.,Maya is far from the helmet.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_helmet__physical_placement__object_first,1.0,neighboring_seat,main,name_0,obj_helmet,physical_placement,object_subject,object_first,object_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,The helmet is on the seat immediately beside Maya.,The helmet is across the full width of a large waiting room from Maya.,The helmet is close to Maya.,The helmet is far from Maya.,9,10,14,15,6,7,6,7
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first,1.0,neighboring_seat,main,name_0,obj_helmet,physical_placement_fronted,fronted_location,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the helmet.,Across the full width of a large waiting room from Maya is the helmet.,Maya is close to the helmet.,Maya is far from the helmet.,9,10,14,15,6,8,6,8
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first,1.0,neighboring_seat,main,name_0,obj_helmet,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Maya is the helmet.,Across the full width of a large waiting room from Maya is the helmet.,The helmet is close to Maya.,The helmet is far from Maya.,9,10,14,15,6,7,6,7
